,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),YEAR
1423,2014/02/05 06:00:00,12,-9.97,9.56,1.7,31.79,2.62,96.3,8.96,11.4,2014
1436,2014/02/05 07:00:00,12,-9.97,9.53,1.6,31.79,2.61,96.5,8.98,11.7,2014
1449,2014/02/05 08:00:00,12,-9.97,9.45,1.6,31.79,2.63,97.3,9.07,11.7,2014
1462,2014/02/05 09:00:00,12,-9.97,9.4,1.4,31.79,2.59,97.3,9.08,11.8,2014
1475,2014/02/05 10:00:00,12,-9.97,9.33,1.7,31.79,3.01,97.6,9.12,11.6,2014
1488,2014/02/05 11:00:00,12,-9.97,9.29,2.1,31.78,3.72,96.9,9.07,11.3,2014
1501,2014/02/05 12:00:00,12,-9.97,9.27,2.4,31.75,3.92,97.6,9.14,11.0,2014
1586,2014/02/05 19:00:00,12,-9.97,8.78,4.2,31.63,3.57,97.9,9.28,11.3,2014
1599,2014/02/05 20:00:00,12,-9.97,8.78,4.4,31.63,3.44,98.2,9.31,11.2,2014
1612,2014/02/05 21:00:00,12,-9.97,8.76,4.2,31.62,3.46,97.6,9.25,11.4,2014
1625,2014/02/05 22:00:00,12,-9.97,8.78,3.8,31.63,3.35,98.6,9.34,11.1,2014
1710,2014/02/06 05:00:00,12,-9.97,8.62,3.7,31.56,3.54,98.0,9.33,11.0,2014
1723,2014/02/06 06:00:00,12,-9.97,8.62,3.7,31.56,3.6,97.9,9.31,11.4,2014
1736,2014/02/06 07:00:00,12,-9.97,8.64,3.3,31.56,3.52,97.3,9.26,11.5,2014
1749,2014/02/06 08:00:00,12,-9.97,8.66,3.4,31.55,4.23,96.2,9.15,11.5,2014
1762,2014/02/06 09:00:00,12,-9.97,8.7,3.2,31.59,3.6,96.9,9.21,11.6,2014
1775,2014/02/06 10:00:00,12,-9.97,8.64,3.4,31.58,3.61,97.5,9.27,11.4,2014
1788,2014/02/06 11:00:00,12,-9.97,8.72,2.8,31.6,3.4,96.0,9.11,11.0,2014
1885,2014/02/06 19:00:00,12,-9.97,8.55,3.8,31.72,3.04,97.4,9.27,11.1,2014
1898,2014/02/06 20:00:00,12,-9.97,8.55,3.6,31.68,2.92,98.2,9.35,11.1,2014
1911,2014/02/06 21:00:00,12,-9.97,8.71,3.2,31.77,3.22,96.8,9.18,11.0,2014
1924,2014/02/06 22:00:00,12,-9.97,8.59,3.8,31.67,3.35,97.6,9.28,11.1,2014
2021,2014/02/07 06:00:00,12,-9.97,9.08,3.5,31.95,3.24,93.3,8.77,11.1,2014
2034,2014/02/07 07:00:00,12,-9.97,9.05,3.2,31.95,2.94,95.6,8.98,11.3,2014
2047,2014/02/07 08:00:00,12,-9.97,9.08,2.8,31.99,3.18,93.1,8.74,11.5,2014
2060,2014/02/07 09:00:00,12,-9.97,9.1,3.3,31.99,3.58,92.1,8.65,11.5,2014
2073,2014/02/07 10:00:00,12,-9.97,9.11,2.4,32.0,3.01,93.4,8.77,11.4,2014
2086,2014/02/07 11:00:00,12,-9.97,9.12,2.7,32.0,3.21,92.7,8.7,11.2,2014
2099,2014/02/07 12:00:00,12,-9.97,9.12,2.5,32.01,2.95,93.3,8.75,11.1,2014
2220,2014/02/07 22:00:00,12,-9.97,9.36,1.9,32.11,2.53,92.9,8.66,11.1,2014
2233,2014/02/07 23:00:00,12,-9.97,9.41,1.7,32.14,2.56,92.7,8.64,11.1,2014
2270,2014/02/08 02:00:00,12,-9.97,9.44,3.0,32.14,13.64,90.7,8.44,11.1,2014
2283,2014/02/08 03:00:00,12,-9.97,9.47,2.0,32.17,2.73,91.4,8.5,11.1,2014
2320,2014/02/08 06:00:00,12,-9.97,9.67,1.7,32.26,2.74,88.5,8.19,11.0,2014
2333,2014/02/08 07:00:00,12,-9.97,9.67,1.6,32.28,2.71,89.8,8.31,11.3,2014
2346,2014/02/08 08:00:00,12,-9.97,9.7,1.4,32.3,2.9,89.7,8.3,11.1,2014
2359,2014/02/08 09:00:00,12,-9.97,9.73,1.3,32.31,2.68,90.3,8.34,11.4,2014
2372,2014/02/08 10:00:00,12,-9.97,9.69,1.4,32.28,2.7,89.6,8.28,11.4,2014
2385,2014/02/08 11:00:00,12,-9.97,9.67,1.3,32.27,2.77,89.4,8.27,11.4,2014
2398,2014/02/08 12:00:00,12,-9.97,9.82,1.3,32.33,2.79,90.9,8.38,11.4,2014
2411,2014/02/08 13:00:00,12,-9.97,10.05,1.4,32.4,2.98,90.6,8.31,11.2,2014
2424,2014/02/08 14:00:00,12,-9.97,10.03,1.6,32.38,2.99,90.2,8.27,11.1,2014
2533,2014/02/08 23:00:00,12,-9.97,8.99,1.7,31.97,3.86,94.3,8.88,11.0,2014
2546,2014/02/09 00:00:00,12,-9.97,8.96,1.7,31.98,3.82,94.3,8.88,11.2,2014
2559,2014/02/09 01:00:00,12,-9.97,8.92,1.7,31.98,3.94,94.5,8.91,11.3,2014
2584,2014/02/09 03:00:00,12,-9.97,8.83,1.8,31.99,3.9,94.7,8.94,11.3,2014
2597,2014/02/09 04:00:00,12,-9.97,8.76,1.7,31.99,4.19,95.5,9.03,11.0,2014
2610,2014/02/09 05:00:00,12,-9.97,8.69,1.7,32.01,4.27,95.2,9.02,11.2,2014
2623,2014/02/09 06:00:00,12,-9.97,8.65,1.6,32.03,3.67,95.6,9.07,11.2,2014
2636,2014/02/09 07:00:00,12,-9.97,8.58,1.8,32.0,3.97,95.7,9.09,11.3,2014
2649,2014/02/09 08:00:00,12,-9.97,8.53,1.7,31.99,4.2,95.6,9.09,11.3,2014
2662,2014/02/09 09:00:00,12,-9.97,8.52,1.9,32.01,3.66,95.3,9.06,11.4,2014
2675,2014/02/09 10:00:00,12,-9.97,8.49,2.0,32.01,3.68,95.5,9.09,11.5,2014
2688,2014/02/09 11:00:00,12,-9.97,8.38,2.1,31.96,3.73,95.5,9.12,11.4,2014
2701,2014/02/09 12:00:00,12,-9.97,8.47,2.1,31.99,3.48,95.1,9.06,11.2,2014
2714,2014/02/09 13:00:00,12,-9.97,8.48,2.2,32.0,3.52,95.2,9.07,11.4,2014
2727,2014/02/09 14:00:00,12,-9.97,8.48,2.2,32.0,3.51,95.4,9.08,11.4,2014
2740,2014/02/09 15:00:00,12,-9.97,8.48,2.1,32.01,2.95,96.3,9.17,11.1,2014
2849,2014/02/10 00:00:00,12,-9.97,8.16,4.0,31.89,15.09,93.6,8.98,11.0,2014
2862,2014/02/10 01:00:00,12,-9.97,8.16,3.6,31.92,2.95,93.6,8.98,11.2,2014
2875,2014/02/10 02:00:00,12,-9.97,8.14,3.4,31.91,3.11,93.4,8.97,11.3,2014
2888,2014/02/10 03:00:00,12,-9.97,8.18,3.5,31.92,3.07,93.3,8.95,11.3,2014
2901,2014/02/10 04:00:00,12,-9.97,8.21,3.9,31.92,3.04,93.2,8.93,11.2,2014
2914,2014/02/10 05:00:00,12,-9.97,8.23,3.8,31.92,3.19,92.9,8.9,11.4,2014
2927,2014/02/10 06:00:00,12,-9.97,8.25,3.9,31.93,2.87,95.0,9.09,11.2,2014
2952,2014/02/10 08:00:00,12,-9.97,8.3,4.3,31.94,2.98,93.1,8.9,11.1,2014
2965,2014/02/10 09:00:00,12,-9.97,8.32,4.0,31.94,2.92,93.6,8.94,11.3,2014
2978,2014/02/10 10:00:00,12,-9.97,8.34,4.4,31.95,3.26,93.5,8.93,11.2,2014
2991,2014/02/10 11:00:00,12,-9.97,8.36,4.1,31.95,3.0,94.6,9.03,11.3,2014
3004,2014/02/10 12:00:00,12,-9.97,8.4,3.7,31.96,2.94,94.1,8.97,11.4,2014
3017,2014/02/10 13:00:00,12,-9.97,8.34,3.4,31.91,2.8,94.8,9.06,11.3,2014
3030,2014/02/10 14:00:00,12,-9.97,8.44,4.6,31.97,3.12,93.2,8.88,11.4,2014
3043,2014/02/10 15:00:00,12,-9.97,8.43,4.4,31.96,3.24,93.0,8.86,11.3,2014
3056,2014/02/10 16:00:00,12,-9.97,8.41,3.7,31.96,3.06,93.2,8.88,11.2,2014
3165,2014/02/11 01:00:00,12,-9.97,8.49,5.3,31.97,3.29,89.8,8.55,11.0,2014
3178,2014/02/11 02:00:00,12,-9.97,8.54,4.1,32.0,2.88,90.6,8.62,11.0,2014
3191,2014/02/11 03:00:00,12,-9.97,8.53,4.3,32.0,2.94,90.5,8.6,11.2,2014
3204,2014/02/11 04:00:00,12,-9.97,8.57,3.7,31.99,2.93,90.4,8.59,11.4,2014
3217,2014/02/11 05:00:00,12,-9.97,8.66,4.0,32.02,2.93,90.2,8.55,11.4,2014
3230,2014/02/11 06:00:00,12,-9.97,8.75,3.3,32.05,3.43,90.6,8.57,11.2,2014
3243,2014/02/11 07:00:00,12,-9.97,8.74,3.2,32.05,2.91,89.9,8.5,11.2,2014
3280,2014/02/11 10:00:00,12,-9.97,8.54,2.4,31.93,2.47,93.3,8.87,11.1,2014
3305,2014/02/11 12:00:00,12,-9.97,8.82,2.1,32.04,2.56,90.5,8.55,11.2,2014
3318,2014/02/11 13:00:00,12,-9.97,8.88,2.1,32.06,2.6,91.1,8.59,11.3,2014
3331,2014/02/11 14:00:00,12,-9.97,8.95,2.0,32.07,2.61,91.0,8.57,11.3,2014
3344,2014/02/11 15:00:00,12,-9.97,9.11,1.9,32.14,2.64,90.3,8.47,11.3,2014
3357,2014/02/11 16:00:00,12,-9.97,9.25,1.5,32.2,2.71,90.2,8.42,11.3,2014
3370,2014/02/11 17:00:00,12,-9.97,9.05,1.6,32.12,2.45,91.8,8.62,11.0,2014
3478,2014/02/12 02:00:00,12,-9.97,9.41,1.6,32.39,2.89,90.3,8.4,11.0,2014
3491,2014/02/12 03:00:00,12,-9.97,9.17,1.7,32.3,2.71,91.8,8.58,11.4,2014
3504,2014/02/12 04:00:00,12,-9.97,8.81,1.7,32.12,2.44,93.4,8.82,11.5,2014
3517,2014/02/12 05:00:00,12,-9.97,9.02,1.6,32.19,2.55,91.8,8.62,11.4,2014
3530,2014/02/12 06:00:00,12,-9.97,8.94,1.6,32.19,2.52,93.2,8.77,11.2,2014
3543,2014/02/12 07:00:00,12,-9.97,8.75,1.6,32.12,2.45,93.9,8.88,11.1,2014
3616,2014/02/12 13:00:00,12,-9.97,8.88,1.7,32.19,2.29,97.2,9.16,11.2,2014
3629,2014/02/12 14:00:00,12,-9.97,8.89,1.6,32.19,2.3,97.3,9.17,11.2,2014
3642,2014/02/12 15:00:00,12,-9.97,8.91,1.9,32.21,2.31,97.3,9.16,11.5,2014
3655,2014/02/12 16:00:00,12,-9.97,8.93,1.9,32.21,2.31,97.0,9.13,11.6,2014
3668,2014/02/12 17:00:00,12,-9.97,8.9,2.1,32.23,2.57,95.3,8.97,11.2,2014
3681,2014/02/12 18:00:00,12,-9.97,8.89,1.9,32.23,2.63,95.6,9.0,11.0,2014
3778,2014/02/13 02:00:00,12,-9.97,8.62,2.3,32.21,2.42,101.8,9.65,11.2,2014
3791,2014/02/13 03:00:00,12,-9.97,8.59,2.0,32.2,2.79,95.8,9.09,11.4,2014
3804,2014/02/13 04:00:00,12,-9.97,8.54,2.0,32.18,2.46,94.9,9.01,11.4,2014
3817,2014/02/13 05:00:00,12,-9.97,8.52,2.0,32.18,2.56,94.8,9.0,11.6,2014
3830,2014/02/13 06:00:00,12,-9.97,8.55,2.7,32.2,2.52,94.5,8.97,11.6,2014
3843,2014/02/13 07:00:00,12,-9.97,8.51,2.6,32.18,2.37,94.5,8.98,11.3,2014
3916,2014/02/13 13:00:00,12,-9.97,8.52,2.5,32.19,2.59,93.3,8.86,11.1,2014
3929,2014/02/13 14:00:00,12,-9.97,8.49,2.7,32.17,3.3,93.0,8.84,11.4,2014
3942,2014/02/13 15:00:00,12,-9.97,8.41,2.7,32.13,4.94,93.8,8.93,11.5,2014
3955,2014/02/13 16:00:00,12,-9.97,8.49,3.5,32.16,4.0,102.8,9.77,11.6,2014
3968,2014/02/13 17:00:00,12,-9.97,8.51,2.9,32.18,3.32,92.5,8.79,11.4,2014
3981,2014/02/13 18:00:00,12,-9.97,8.42,2.8,32.12,3.24,93.6,8.92,11.2,2014
4090,2014/02/14 03:00:00,12,-9.97,8.59,2.6,32.19,2.49,92.3,8.75,11.2,2014
4103,2014/02/14 04:00:00,12,-9.97,8.59,2.4,32.19,2.48,99.4,9.43,11.3,2014
4116,2014/02/14 05:00:00,12,-9.97,8.6,2.6,32.2,2.62,91.9,8.71,11.5,2014
4129,2014/02/14 06:00:00,12,-9.97,8.64,2.3,32.21,2.54,91.9,8.71,11.3,2014
4142,2014/02/14 07:00:00,12,-9.97,8.67,2.4,32.21,2.49,91.6,8.67,11.3,2014
4155,2014/02/14 08:00:00,12,-9.97,8.67,2.2,32.21,2.58,91.1,8.62,11.1,2014
4240,2014/02/14 15:00:00,12,-9.97,8.46,2.3,32.03,2.35,94.5,9.0,11.3,2014
4253,2014/02/14 16:00:00,12,-9.97,8.42,2.6,32.0,2.37,94.0,8.96,11.4,2014
4266,2014/02/14 17:00:00,12,-9.97,8.4,2.5,31.97,2.79,93.2,8.89,11.5,2014
4279,2014/02/14 18:00:00,12,-9.97,8.35,2.9,31.99,2.25,94.5,9.02,11.2,2014
4292,2014/02/14 19:00:00,12,-9.97,8.34,2.4,32.0,2.31,94.8,9.06,11.1,2014
4386,2014/02/15 03:00:00,12,-9.97,8.02,2.5,31.88,2.29,94.9,9.13,11.2,2014
4399,2014/02/15 04:00:00,12,-9.97,8.0,2.3,31.86,2.46,95.1,9.16,11.3,2014
4412,2014/02/15 05:00:00,12,-9.97,8.0,2.3,31.85,2.5,95.1,9.17,11.8,2014
4425,2014/02/15 06:00:00,12,-9.97,7.9,2.4,31.84,2.52,95.5,9.22,11.8,2014
4438,2014/02/15 07:00:00,12,-9.97,7.91,3.0,31.83,2.43,95.8,9.25,11.2,2014
4451,2014/02/15 08:00:00,12,-9.97,7.91,2.9,31.88,2.72,96.4,9.3,11.3,2014
4464,2014/02/15 09:00:00,12,-9.97,7.89,2.6,31.9,2.59,95.9,9.25,11.3,2014
4477,2014/02/15 10:00:00,12,-9.97,7.9,2.2,31.87,2.49,96.1,9.28,11.1,2014
4526,2014/02/15 14:00:00,12,-9.97,7.91,2.8,31.83,2.37,97.1,9.37,11.4,2014
4539,2014/02/15 15:00:00,12,-9.97,7.92,2.7,31.84,2.31,97.4,9.4,11.4,2014
4552,2014/02/15 16:00:00,12,-9.97,7.92,3.1,31.85,2.31,97.4,9.4,11.9,2014
4565,2014/02/15 17:00:00,12,-9.97,7.93,3.2,31.89,2.44,97.1,9.36,11.8,2014
4578,2014/02/15 18:00:00,12,-9.97,7.92,2.7,31.86,2.34,97.3,9.38,11.6,2014
4591,2014/02/15 19:00:00,12,-9.97,7.96,2.6,31.83,2.92,97.3,9.38,11.5,2014
4604,2014/02/15 20:00:00,12,-9.97,7.99,3.5,31.82,2.62,95.6,9.21,11.2,2014
4689,2014/02/16 03:00:00,12,-9.97,8.04,3.1,31.78,2.62,95.9,9.23,11.1,2014
4702,2014/02/16 04:00:00,12,-9.97,8.0,3.1,31.81,2.65,96.3,9.28,11.3,2014
4715,2014/02/16 05:00:00,12,-9.97,8.03,2.7,31.84,2.46,95.6,9.2,11.8,2014
4728,2014/02/16 06:00:00,12,-9.97,8.05,2.7,31.87,2.51,94.6,9.1,11.9,2014
4741,2014/02/16 07:00:00,12,-9.97,8.09,2.9,31.86,2.79,93.3,8.97,11.7,2014
4754,2014/02/16 08:00:00,12,-9.97,7.83,2.5,31.35,3.17,95.4,9.26,11.2,2014
4839,2014/02/16 15:00:00,12,-9.97,7.64,3.5,31.63,4.05,100.4,9.77,11.0,2014
4852,2014/02/16 16:00:00,12,-9.97,7.44,3.9,31.55,4.34,101.3,9.91,11.6,2014
4865,2014/02/16 17:00:00,12,-9.97,7.25,4.1,31.42,3.79,101.1,9.93,11.2,2014
4878,2014/02/16 18:00:00,12,-9.97,7.19,4.3,31.31,3.98,100.1,9.86,11.3,2014
4891,2014/02/16 19:00:00,12,-9.97,7.14,4.9,31.23,4.38,99.7,9.84,11.2,2014
4904,2014/02/16 20:00:00,12,-9.97,7.15,4.4,31.22,4.2,99.3,9.8,11.3,2014
5012,2014/02/17 05:00:00,12,-9.97,7.58,4.5,31.78,3.54,97.6,9.5,11.7,2014
5025,2014/02/17 06:00:00,12,-9.97,7.67,4.2,31.82,3.44,97.1,9.42,11.4,2014
5038,2014/02/17 07:00:00,12,-9.97,7.88,2.9,31.9,3.56,96.7,9.33,11.4,2014
5051,2014/02/17 08:00:00,12,-9.97,7.93,2.6,31.93,3.48,97.1,9.36,11.4,2014
5064,2014/02/17 09:00:00,12,-9.97,8.14,2.4,31.91,3.56,98.2,9.43,11.2,2014
5149,2014/02/17 16:00:00,12,-9.97,8.41,2.0,31.86,3.57,96.2,9.18,11.3,2014
5162,2014/02/17 17:00:00,12,-9.97,8.42,2.0,31.85,3.42,96.1,9.17,11.5,2014
5175,2014/02/17 18:00:00,12,-9.97,8.44,2.2,31.82,3.36,95.6,9.11,11.8,2014
5188,2014/02/17 19:00:00,12,-9.97,8.42,2.1,31.85,3.44,93.9,8.96,11.6,2014
5201,2014/02/17 20:00:00,12,-9.97,8.41,2.1,31.88,3.39,94.1,8.98,11.4,2014
5214,2014/02/17 21:00:00,12,-9.97,8.41,2.0,31.85,3.68,94.0,8.97,11.1,2014
5299,2014/02/18 04:00:00,12,-9.97,8.49,2.2,31.7,3.6,93.9,8.95,11.0,2014
5312,2014/02/18 05:00:00,12,-9.97,8.53,2.2,31.67,3.71,93.6,8.92,11.5,2014
5325,2014/02/18 06:00:00,12,-9.97,8.63,2.0,31.64,3.74,93.9,8.92,11.8,2014
5338,2014/02/18 07:00:00,12,-9.97,8.77,1.7,31.59,3.88,94.2,8.94,11.4,2014
5351,2014/02/18 08:00:00,12,-9.97,8.73,2.0,31.54,3.74,94.2,8.94,11.6,2014
5364,2014/02/18 09:00:00,12,-9.97,8.55,2.4,31.42,3.64,94.9,9.06,11.2,2014
5461,2014/02/18 17:00:00,12,-9.97,8.31,2.7,31.55,3.47,95.1,9.12,11.3,2014
5474,2014/02/18 18:00:00,12,-9.97,8.32,2.9,31.57,3.52,94.6,9.06,11.7,2014
5487,2014/02/18 19:00:00,12,-9.97,8.32,2.7,31.56,3.28,93.9,9.0,11.7,2014
5500,2014/02/18 20:00:00,12,-9.97,8.34,3.0,31.56,3.59,93.4,8.95,11.6,2014
5513,2014/02/18 21:00:00,12,-9.97,8.33,2.7,31.56,3.41,93.8,8.99,11.2,2014
5610,2014/02/19 05:00:00,12,-9.97,8.59,2.3,31.91,3.25,93.2,8.86,11.4,2014
5623,2014/02/19 06:00:00,12,-9.97,8.63,2.0,31.95,3.19,93.4,8.86,11.5,2014
5636,2014/02/19 07:00:00,12,-9.97,8.55,2.3,31.89,3.0,95.4,9.07,11.7,2014
5649,2014/02/19 08:00:00,12,-9.97,8.65,2.5,31.94,3.08,93.3,8.85,11.6,2014
5662,2014/02/19 09:00:00,12,-9.97,8.64,2.0,31.94,3.08,93.2,8.84,11.4,2014
5759,2014/02/19 17:00:00,12,-9.97,8.52,2.7,31.92,3.08,94.5,8.99,11.1,2014
5772,2014/02/19 18:00:00,12,-9.97,8.48,2.8,31.9,3.31,93.7,8.93,11.4,2014
5785,2014/02/19 19:00:00,12,-9.97,8.5,3.0,31.89,3.37,92.7,8.83,11.6,2014
5798,2014/02/19 20:00:00,12,-9.97,8.53,2.8,31.9,3.36,92.4,8.79,11.4,2014
5811,2014/02/19 21:00:00,12,-9.97,8.59,2.5,31.93,3.28,92.9,8.82,11.3,2014
5908,2014/02/20 05:00:00,12,-9.97,8.34,3.6,31.86,3.0,92.4,8.83,11.1,2014
5921,2014/02/20 06:00:00,12,-9.97,8.26,3.6,31.83,3.11,92.4,8.85,11.5,2014
5934,2014/02/20 07:00:00,12,-9.97,8.29,3.6,31.84,3.28,91.8,8.79,11.6,2014
5947,2014/02/20 08:00:00,12,-9.97,8.32,3.3,31.85,3.01,92.5,8.85,11.5,2014
5960,2014/02/20 09:00:00,12,-9.97,8.3,3.8,31.85,8.98,92.0,8.8,11.3,2014
5973,2014/02/20 10:00:00,12,-9.97,8.33,3.7,31.85,5.51,92.4,8.83,11.1,2014
6070,2014/02/20 18:00:00,12,-9.97,8.34,3.9,31.87,3.09,93.3,8.91,11.2,2014
6083,2014/02/20 19:00:00,12,-9.97,8.42,3.7,31.89,3.47,91.0,8.68,11.3,2014
6096,2014/02/20 20:00:00,12,-9.97,8.27,3.0,31.81,2.98,94.4,9.04,11.3,2014
6109,2014/02/20 21:00:00,12,-9.97,8.27,3.7,31.8,3.06,93.7,8.97,11.3,2014
6122,2014/02/20 22:00:00,12,-9.97,8.32,3.7,31.81,2.63,93.8,8.97,11.1,2014
6219,2014/02/21 06:00:00,12,-9.97,8.42,3.5,31.86,2.72,90.8,8.66,11.4,2014
6232,2014/02/21 07:00:00,12,-9.97,8.41,3.9,31.84,3.23,90.8,8.66,11.5,2014
