STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2004/07/01 00:00:00,1,-10.60,17.8,-7,-0.9,115,111,113,12.28,9.9,00016
0001,2004/07/01 00:00:00,2,-9.60,17.2,-10.9,-0.5,110,99,107,12.28,9.9,00016
0001,2004/07/01 00:00:00,3,-8.60,17.3,-4.8,1,106,92,27,12.28,9.9,00016
0001,2004/07/01 00:00:00,4,-7.60,14.5,2.2,2,102,94,252,12.28,9.9,00016
0001,2004/07/01 00:00:00,5,-6.60,11.4,5.6,0.9,95,91,172,12.28,9.9,00016
0001,2004/07/01 00:00:00,6,-5.60,10.6,8.7,0.2,91,89,122,12.28,9.9,00016
0001,2004/07/01 00:00:00,7,-4.60,5.3,6.5,0.6,89,91,182,12.28,9.9,00016
0001,2004/07/01 00:00:00,8,-3.60,3.9,4.1,0.5,91,91,79,12.28,9.9,00016
0001,2004/07/01 00:00:00,9,-2.60,0.7,4.2,1.1,119,100,111,12.28,9.9,00016
0001,2004/07/01 00:00:00,10,-1.60,11.9,3.3,1.5,138,90,104,12.28,9.9,00016
0001,2004/07/01 01:00:00,1,-10.60,17.1,-9.8,0,116,112,114,12.45,9.9,00016
0001,2004/07/01 01:00:00,2,-9.60,21.8,-8.1,-0.9,108,102,105,12.45,9.9,00016
0001,2004/07/01 01:00:00,3,-8.60,22.7,-5.2,-3.3,102,96,27,12.45,9.9,00016
0001,2004/07/01 01:00:00,4,-7.60,17.1,-2.4,-1.9,101,96,252,12.45,9.9,00016
0001,2004/07/01 01:00:00,5,-6.60,16.2,3,-1.1,94,95,172,12.45,9.9,00016
0001,2004/07/01 01:00:00,6,-5.60,14.2,14.1,-0.7,92,89,122,12.45,9.9,00016
0001,2004/07/01 01:00:00,7,-4.60,6.7,4.6,0.2,85,85,182,12.45,9.9,00016
0001,2004/07/01 01:00:00,8,-3.60,5.8,4,0.1,86,90,79,12.45,9.9,00016
0001,2004/07/01 01:00:00,9,-2.60,6.9,-2.9,1.8,91,84,111,12.45,9.9,00016
0001,2004/07/01 01:00:00,10,-1.60,2.7,-3.6,1.1,128,88,104,12.45,9.9,00016
0001,2004/07/01 02:00:00,1,-10.60,17.3,-10.4,-0.6,111,112,110,12.59,9.9,00016
0001,2004/07/01 02:00:00,2,-9.60,13.3,-16.5,-0.3,103,99,100,12.59,9.9,00016
0001,2004/07/01 02:00:00,3,-8.60,15.8,-11.9,1.1,101,94,27,12.59,9.9,00016
0001,2004/07/01 02:00:00,4,-7.60,12.2,-8.1,-0.4,94,88,252,12.59,9.9,00016
0001,2004/07/01 02:00:00,5,-6.60,7.3,-8.6,0,97,86,172,12.59,9.9,00016
0001,2004/07/01 02:00:00,6,-5.60,4.4,-4.6,1.3,93,89,122,12.59,9.9,00016
0001,2004/07/01 02:00:00,7,-4.60,5,4.8,2.3,89,83,182,12.59,9.9,00016
0001,2004/07/01 02:00:00,8,-3.60,3.9,4.4,1,84,95,79,12.59,9.9,00016
0001,2004/07/01 02:00:00,9,-2.60,1.7,2.9,0,83,82,111,12.59,9.9,00016
0001,2004/07/01 02:00:00,10,-1.60,0.4,-1,0.1,84,87,104,12.59,9.9,00016
0001,2004/07/01 03:00:00,1,-10.60,8.8,-10.2,0.9,113,109,113,12.59,9.9,00016
0001,2004/07/01 03:00:00,2,-9.60,7.1,-17.5,0.1,106,101,105,12.59,9.9,00016
0001,2004/07/01 03:00:00,3,-8.60,15.1,-14.6,0,101,96,27,12.59,9.9,00016
0001,2004/07/01 03:00:00,4,-7.60,10,-8.2,-0.5,96,100,252,12.59,9.9,00016
0001,2004/07/01 03:00:00,5,-6.60,8.1,-4.3,0.7,94,99,172,12.59,9.9,00016
0001,2004/07/01 03:00:00,6,-5.60,4.1,2.1,1,89,87,122,12.59,9.9,00016
0001,2004/07/01 03:00:00,7,-4.60,1.9,2.2,1.7,86,84,182,12.59,9.9,00016
0001,2004/07/01 03:00:00,8,-3.60,-1.8,8.9,1.8,83,84,79,12.59,9.9,00016
0001,2004/07/01 03:00:00,9,-2.60,-5.4,9,0.6,87,86,111,12.59,9.9,00016
0001,2004/07/01 03:00:00,10,-1.60,-2.2,4.6,0.1,86,97,104,12.59,9.9,00016
