STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2004/05/01 00:00:00,0,0.73,17.11,27.4,30.02,4.37,150.4,12.08,11.20,9.6,0000000
0001,2004/05/01 00:00:00,1,0.23,17.11,27.6,30.02,4.33,150.6,12.09,11.20,9.6,0000000
0001,2004/05/01 00:00:00,2,-0.77,17.12,28.2,30.02,4.51,150.3,12.07,11.20,9.6,0000000
0001,2004/05/01 00:00:00,3,-1.77,17.14,37.2,30.11,5.49,150.4,12.07,11.20,9.6,0000000
0001,2004/05/01 00:00:00,4,-2.77,17.03,57.8,30.33,7.64,145.7,11.70,11.20,9.6,0000000
0001,2004/05/01 00:00:00,5,-3.77,17.00,60.7,30.35,7.47,147.7,11.86,11.20,9.6,0000000
0001,2004/05/01 00:00:00,6,-4.77,16.97,58.8,30.36,6.99,147.1,11.82,11.20,9.6,0000000
0001,2004/05/01 00:00:00,7,-5.77,16.96,55.8,30.37,6.44,147.1,11.83,11.20,9.6,0000000
0001,2004/05/01 00:00:00,8,-6.77,16.91,51.4,30.38,6.16,146.3,11.77,11.20,9.6,0000000
0001,2004/05/01 00:00:00,9,-7.77,16.86,45.3,30.39,5.52,143.1,11.53,11.20,9.6,0000000
0001,2004/05/01 00:00:00,10,-8.77,16.81,39.6,30.39,5.16,138.4,11.16,11.20,9.6,0000000
0001,2004/05/01 00:00:00,11,-9.77,16.81,38.9,30.40,5.00,136.7,11.02,11.20,9.6,0000000
0001,2004/05/01 00:00:00,12,-9.97,16.77,31.2,30.43,5.54,131.2,10.58,11.20,9.6,0000000
0001,2004/05/01 01:00:00,0,1.03,17.05,31.0,30.00,4.68,149.2,12.00,11.50,9.6,0000000
0001,2004/05/01 01:00:00,1,0.53,17.04,29.9,30.00,4.55,148.7,11.96,11.50,9.6,0000000
0001,2004/05/01 01:00:00,2,-0.47,17.05,30.6,30.00,4.63,148.1,11.91,11.50,9.6,0000000
0001,2004/05/01 01:00:00,3,-1.47,17.08,35.0,30.05,5.23,147.2,11.83,11.50,9.6,0000000
0001,2004/05/01 01:00:00,4,-2.47,17.07,45.5,30.26,6.53,146.4,11.75,11.50,9.6,0000000
0001,2004/05/01 01:00:00,5,-3.47,17.04,65.0,30.32,7.66,147.1,11.81,11.50,9.6,0000000
0001,2004/05/01 01:00:00,6,-4.47,17.02,63.6,30.32,8.04,146.7,11.78,11.50,9.6,0000000
