STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2010/11/01 00:00:00,0,1.33,19.66,1.1,31.88,1.78,94.6,7.16,11.80,9.6,0000000
0001,2010/11/01 00:00:00,1,0.83,19.68,1.2,31.88,1.79,94.3,7.13,11.80,9.6,0000000
0001,2010/11/01 00:00:00,2,-0.17,19.69,1.2,31.88,1.80,94.0,7.11,11.80,9.6,0000000
0001,2010/11/01 00:00:00,3,-1.17,19.67,1.2,31.90,1.77,94.1,7.12,11.80,9.6,0000000
0001,2010/11/01 00:00:00,4,-2.17,19.66,1.2,31.90,1.75,94.0,7.11,11.80,9.6,0000000
0001,2010/11/01 00:00:00,5,-3.17,19.07,1.4,32.10,1.33,96.3,7.36,11.80,9.6,0000000
0001,2010/11/01 00:00:00,6,-4.17,18.86,1.5,32.11,1.18,97.7,7.49,11.80,9.6,0000000
0001,2010/11/01 00:00:00,7,-5.17,18.89,1.5,32.11,1.17,97.2,7.45,11.80,9.6,0000000
0001,2010/11/01 00:00:00,8,-6.17,18.87,1.5,32.13,1.15,96.9,7.43,11.80,9.6,0000000
0001,2010/11/01 00:00:00,9,-7.17,18.85,1.5,32.13,1.17,97.0,7.44,11.80,9.6,0000000
0001,2010/11/01 00:00:00,10,-8.17,18.81,1.6,32.15,1.11,96.9,7.44,11.80,9.6,0000000
0001,2010/11/01 00:00:00,11,-9.17,18.79,1.6,32.16,1.06,96.9,7.43,11.80,9.6,0000000
0001,2010/11/01 00:00:00,12,-9.97,18.75,1.8,32.18,1.85,95.9,7.36,11.80,9.6,0000000
0001,2010/11/01 01:00:00,0,1.13,19.43,1.2,31.92,1.53,94.7,7.20,11.60,9.6,0000000
0001,2010/11/01 01:00:00,1,0.63,19.43,1.2,31.91,1.52,94.8,7.20,11.60,9.6,0000000
0001,2010/11/01 01:00:00,2,-0.37,19.43,1.2,31.92,1.51,94.7,7.19,11.60,9.6,0000000
0001,2010/11/01 01:00:00,3,-1.37,19.43,1.2,31.92,1.53,94.6,7.19,11.60,9.6,0000000
0001,2010/11/01 01:00:00,4,-2.37,19.44,1.2,31.92,1.53,94.6,7.18,11.60,9.6,0000000
0001,2010/11/01 01:00:00,5,-3.37,19.32,1.2,31.96,1.50,94.9,7.22,11.60,9.6,0000000
0001,2010/11/01 01:00:00,6,-4.37,19.35,1.2,31.93,1.50,94.8,7.21,11.60,9.6,0000000
0001,2010/11/01 01:00:00,7,-5.37,18.82,1.4,32.06,1.17,97.8,7.50,11.60,9.6,0000000
0001,2010/11/01 01:00:00,8,-6.37,18.91,1.4,32.04,1.23,97.5,7.47,11.60,9.6,0000000
