STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2003/11/01 00:00:00,1,-10.60,-6.3,3.8,0.8,113,112,112,11.90,9.9,00016
0001,2003/11/01 00:00:00,2,-9.60,-4.8,-0.5,-0.5,109,102,103,11.90,9.9,00016
0001,2003/11/01 00:00:00,3,-8.60,-2.7,0.5,0,92,97,27,11.90,9.9,00016
0001,2003/11/01 00:00:00,4,-7.60,-2,-2.8,1.3,84,93,252,11.90,9.9,00016
0001,2003/11/01 00:00:00,5,-6.60,1.3,3.2,1.8,78,93,172,11.90,9.9,00016
0001,2003/11/01 00:00:00,6,-5.60,-5,0.6,2.9,77,81,122,11.90,9.9,00016
0001,2003/11/01 00:00:00,7,-4.60,-1.8,0.5,2.6,73,69,182,11.90,9.9,00016
0001,2003/11/01 00:00:00,8,-3.60,-0.4,-3.5,3,70,65,95,11.90,9.9,00016
0001,2003/11/01 00:00:00,9,-2.60,0.5,-1,2.1,71,64,111,11.90,9.9,00016
0001,2003/11/01 00:00:00,10,-1.60,-1.5,-12,1.3,97,91,104,11.90,9.9,00016
0001,2003/11/01 01:00:00,1,-10.60,0.4,1.7,-0.2,110,112,113,11.70,9.9,00016
0001,2003/11/01 01:00:00,2,-9.60,-1.3,-0.5,1.8,100,104,100,11.70,9.9,00016
0001,2003/11/01 01:00:00,3,-8.60,-1.5,2.8,0.4,92,97,27,11.70,9.9,00016
0001,2003/11/01 01:00:00,4,-7.60,-2.4,5.4,1.6,86,94,252,11.70,9.9,00016
0001,2003/11/01 01:00:00,5,-6.60,-4.2,2.6,1.5,81,83,172,11.70,9.9,00016
0001,2003/11/01 01:00:00,6,-5.60,-4.9,-2,1.3,78,77,122,11.70,9.9,00016
0001,2003/11/01 01:00:00,7,-4.60,-0.8,1.5,2.2,75,73,182,11.70,9.9,00016
0001,2003/11/01 01:00:00,8,-3.60,-3.8,2,2.2,71,67,95,11.70,9.9,00016
0001,2003/11/01 01:00:00,9,-2.60,-1,-4,1.2,72,68,111,11.70,9.9,00016
0001,2003/11/01 01:00:00,10,-1.60,-1.5,-16.6,3.1,106,105,104,11.70,9.9,00016
0001,2003/11/01 02:00:00,1,-10.60,-1.2,1.3,0.1,123,114,114,11.54,9.9,00016
0001,2003/11/01 02:00:00,2,-9.60,-4.6,0.6,0.5,106,103,101,11.54,9.9,00016
0001,2003/11/01 02:00:00,3,-8.60,-2.5,1.2,0.5,97,94,27,11.54,9.9,00016
0001,2003/11/01 02:00:00,4,-7.60,-2.8,3,0.4,86,89,252,11.54,9.9,00016
0001,2003/11/01 02:00:00,5,-6.60,-1.4,-1.8,1.4,77,86,172,11.54,9.9,00016
0001,2003/11/01 02:00:00,6,-5.60,-2.2,0.4,1,72,77,122,11.54,9.9,00016
0001,2003/11/01 02:00:00,7,-4.60,-2.2,-1.3,1,80,72,182,11.54,9.9,00016
0001,2003/11/01 02:00:00,8,-3.60,1,-0.9,1.2,72,70,95,11.54,9.9,00016
0001,2003/11/01 02:00:00,9,-2.60,-2,-5.1,3,74,70,111,11.54,9.9,00016
0001,2003/11/01 02:00:00,10,-1.60,-5.1,-22.5,4,119,116,104,11.54,9.9,00016
0001,2003/11/01 03:00:00,1,-10.60,3.1,1.5,0.6,114,112,112,11.41,9.9,00016
0001,2003/11/01 03:00:00,2,-9.60,2.1,2,0.7,102,109,103,11.41,9.9,00016
0001,2003/11/01 03:00:00,3,-8.60,0,-0.2,0.3,92,93,27,11.41,9.9,00016
0001,2003/11/01 03:00:00,4,-7.60,-5.1,0.8,1.4,85,85,252,11.41,9.9,00016
0001,2003/11/01 03:00:00,5,-6.60,-2.3,0.7,0.3,77,84,172,11.41,9.9,00016
0001,2003/11/01 03:00:00,6,-5.60,-4.6,3.1,0.2,75,80,122,11.41,9.9,00016
0001,2003/11/01 03:00:00,7,-4.60,-4.9,-1.3,-0.5,74,77,182,11.41,9.9,00016
0001,2003/11/01 03:00:00,8,-3.60,-1,1.7,1.6,75,89,95,11.41,9.9,00016
0001,2003/11/01 03:00:00,9,-2.60,-1.7,-5,2.1,78,95,111,11.41,9.9,00016
0001,2003/11/01 03:00:00,10,-1.60,-2.9,-33.2,2,133,127,104,11.41,9.9,00016
0001,2003/11/01 04:00:00,1,-10.60,1.2,-1.2,1.6,111,113,113,11.42,9.9,00016
0001,2003/11/01 04:00:00,2,-9.60,2.1,2.3,0.6,104,104,102,11.42,9.9,00016
0001,2003/11/01 04:00:00,3,-8.60,-0.4,2,0.3,98,98,27,11.42,9.9,00016
0001,2003/11/01 04:00:00,4,-7.60,1.4,2.9,-0.4,96,87,252,11.42,9.9,00016
0001,2003/11/01 04:00:00,5,-6.60,-2,4.9,0.6,87,83,172,11.42,9.9,00016
0001,2003/11/01 04:00:00,6,-5.60,-6.6,2.9,-0.5,87,86,122,11.42,9.9,00016
0001,2003/11/01 04:00:00,7,-4.60,-10,0,1.1,84,75,182,11.42,9.9,00016
0001,2003/11/01 04:00:00,8,-3.60,-3.6,-1,2,75,80,95,11.42,9.9,00016
0001,2003/11/01 04:00:00,9,-2.60,-3.6,-2.8,4.5,79,87,111,11.42,9.9,00016
0001,2003/11/01 04:00:00,10,-1.60,-6.6,-33,3.1,131,127,104,11.42,9.9,00016
0001,2003/11/01 05:00:00,1,-10.60,5.8,9.1,0.5,113,114,113,11.47,9.9,00016
0001,2003/11/01 05:00:00,2,-9.60,3.1,4,0.2,102,100,102,11.47,9.9,00016
0001,2003/11/01 05:00:00,3,-8.60,1.8,5.9,0.3,92,91,27,11.47,9.9,00016
0001,2003/11/01 05:00:00,4,-7.60,-1,5.1,0.1,84,86,252,11.47,9.9,00016
0001,2003/11/01 05:00:00,5,-6.60,-2.2,0.1,0.7,87,85,172,11.47,9.9,00016
0001,2003/11/01 05:00:00,6,-5.60,-5.8,2.3,1,78,81,122,11.47,9.9,00016
0001,2003/11/01 05:00:00,7,-4.60,-3.4,1.4,1.4,75,80,182,11.47,9.9,00016
0001,2003/11/01 05:00:00,8,-3.60,-0.3,1.8,2.7,70,81,95,11.47,9.9,00016
0001,2003/11/01 05:00:00,9,-2.60,-4.1,-5,0.8,69,77,111,11.47,9.9,00016
0001,2003/11/01 05:00:00,10,-1.60,-2.9,-26.8,2.2,120,118,104,11.47,9.9,00016
0001,2003/11/01 10:00:00,1,-10.60,0.8,-1.1,0.8,114,114,113,12.29,9.9,00016
0001,2003/11/01 10:00:00,2,-9.60,3.5,-2.6,0.7,101,98,99,12.29,9.9,00016
