STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2005/03/01 00:00:00,1,-10.60,-3.9,5.5,2,132,127,132,11.63,9.9,00016
0001,2005/03/01 00:00:00,2,-9.60,-5,3.1,1.5,119,112,119,11.63,9.9,00016
0001,2005/03/01 00:00:00,3,-8.60,-6.6,0.6,0.5,110,104,27,11.63,9.9,00016
0001,2005/03/01 00:00:00,4,-7.60,-8,-0.7,1.8,105,101,252,11.63,9.9,00016
0001,2005/03/01 00:00:00,5,-6.60,-6.9,-1.2,1.9,100,99,172,11.63,9.9,00016
0001,2005/03/01 00:00:00,6,-5.60,-5.5,-1.1,2.6,107,95,122,11.63,9.9,00016
0001,2005/03/01 00:00:00,7,-4.60,-4.1,-4.8,2,115,97,223,11.63,9.9,00016
0001,2005/03/01 00:00:00,8,-3.60,-1.5,-7.5,1.5,119,108,79,11.63,9.9,00016
0001,2005/03/01 00:00:00,9,-2.60,0.9,-6.8,1.3,123,117,255,11.63,9.9,00016
0001,2005/03/01 00:00:00,10,-1.60,0.6,-9.4,0.3,135,134,255,11.63,9.9,00016
0001,2005/03/01 01:00:00,1,-10.60,2.4,9,0.8,130,126,131,11.44,9.9,00016
0001,2005/03/01 01:00:00,2,-9.60,0.7,4.8,-0.1,118,116,119,11.44,9.9,00016
0001,2005/03/01 01:00:00,3,-8.60,-2.9,-1.8,1.8,110,107,27,11.44,9.9,00016
0001,2005/03/01 01:00:00,4,-7.60,-2.4,-1.1,1,105,102,252,11.44,9.9,00016
0001,2005/03/01 01:00:00,5,-6.60,1.4,-1.1,1.5,100,97,172,11.44,9.9,00016
0001,2005/03/01 01:00:00,6,-5.60,-4.2,-2.4,1,94,91,122,11.44,9.9,00016
0001,2005/03/01 01:00:00,7,-4.60,-4.2,0.1,1.6,91,88,223,11.44,9.9,00016
0001,2005/03/01 01:00:00,8,-3.60,-4.7,-4.8,2,91,86,79,11.44,9.9,00016
0001,2005/03/01 01:00:00,9,-2.60,0,-0.7,1.3,100,95,255,11.44,9.9,00016
0001,2005/03/01 01:00:00,10,-1.60,-2.4,-15.6,1.2,144,139,255,11.44,9.9,00016
0001,2005/03/01 02:00:00,1,-10.60,7.9,6,1,129,124,128,11.42,9.9,00016
0001,2005/03/01 02:00:00,2,-9.60,8.1,8.1,1.4,116,112,117,11.42,9.9,00016
0001,2005/03/01 02:00:00,3,-8.60,4.8,4.7,0,110,107,27,11.42,9.9,00016
0001,2005/03/01 02:00:00,4,-7.60,0.9,1.5,0.2,104,99,252,11.42,9.9,00016
0001,2005/03/01 02:00:00,5,-6.60,0.3,-2,0.4,102,98,172,11.42,9.9,00016
0001,2005/03/01 02:00:00,6,-5.60,0,0.4,1.2,108,99,122,11.42,9.9,00016
0001,2005/03/01 02:00:00,7,-4.60,-1.9,1.6,1.4,107,98,223,11.42,9.9,00016
0001,2005/03/01 02:00:00,8,-3.60,2.6,-2.3,1.4,104,107,79,11.42,9.9,00016
0001,2005/03/01 02:00:00,9,-2.60,-1.5,-4.8,1.6,127,116,255,11.42,9.9,00016
0001,2005/03/01 02:00:00,10,-1.60,-3.5,-13.9,1,146,143,255,11.42,9.9,00016
0001,2005/03/01 03:00:00,1,-10.60,7,9.5,0.3,130,127,131,11.60,9.9,00016
0001,2005/03/01 03:00:00,2,-9.60,6.6,4.9,-0.8,117,113,119,11.60,9.9,00016
0001,2005/03/01 03:00:00,3,-8.60,0.8,3.3,0.7,111,107,27,11.60,9.9,00016
0001,2005/03/01 03:00:00,4,-7.60,0.2,5.7,0.8,104,102,252,11.60,9.9,00016
0001,2005/03/01 03:00:00,5,-6.60,1.8,2.1,0.5,101,97,172,11.60,9.9,00016
0001,2005/03/01 03:00:00,6,-5.60,0.4,-0.9,1,96,92,122,11.60,9.9,00016
0001,2005/03/01 03:00:00,7,-4.60,0.5,-1.3,1,94,95,223,11.60,9.9,00016
0001,2005/03/01 03:00:00,8,-3.60,-1.3,-2.6,1.1,106,94,79,11.60,9.9,00016
0001,2005/03/01 03:00:00,9,-2.60,0.6,-1.4,1,120,95,255,11.60,9.9,00016
0001,2005/03/01 03:00:00,10,-1.60,2.7,-6.7,-1.5,139,125,255,11.60,9.9,00016
0001,2005/03/01 04:00:00,1,-10.60,3,0.1,1.9,134,132,134,11.93,9.9,00016
0001,2005/03/01 04:00:00,2,-9.60,3.8,1.6,0.6,121,119,122,11.93,9.9,00016
0001,2005/03/01 04:00:00,3,-8.60,4.5,0,0.3,112,111,27,11.93,9.9,00016
0001,2005/03/01 04:00:00,4,-7.60,2.5,-0.9,-0.2,106,105,252,11.93,9.9,00016
0001,2005/03/01 04:00:00,5,-6.60,0.2,2.4,0.3,100,100,172,11.93,9.9,00016
0001,2005/03/01 04:00:00,6,-5.60,0.8,-0.2,2.2,95,94,122,11.93,9.9,00016
0001,2005/03/01 04:00:00,7,-4.60,0.8,1,0.4,90,90,223,11.93,9.9,00016
0001,2005/03/01 04:00:00,8,-3.60,-5.5,1.9,1.9,86,89,79,11.93,9.9,00016
0001,2005/03/01 04:00:00,9,-2.60,0.6,-0.5,0.8,83,90,255,11.93,9.9,00016
0001,2005/03/01 04:00:00,10,-1.60,-1.9,-0.1,2,96,111,255,11.93,9.9,00016
0001,2005/03/01 05:00:00,1,-10.60,4,0.6,1.2,136,133,138,12.29,9.9,00016
0001,2005/03/01 05:00:00,2,-9.60,1.6,0.3,1.3,124,116,122,12.29,9.9,00016
0001,2005/03/01 05:00:00,3,-8.60,3,-0.8,0.3,112,107,27,12.29,9.9,00016
0001,2005/03/01 05:00:00,4,-7.60,4.1,0,0.6,105,101,252,12.29,9.9,00016
0001,2005/03/01 05:00:00,5,-6.60,2.9,0.9,0.6,100,97,172,12.29,9.9,00016
0001,2005/03/01 05:00:00,6,-5.60,7.4,0,1,95,102,122,12.29,9.9,00016
0001,2005/03/01 05:00:00,7,-4.60,2.9,1.3,0.4,90,94,223,12.29,9.9,00016
0001,2005/03/01 05:00:00,8,-3.60,0.5,-0.6,-0.5,87,92,79,12.29,9.9,00016
0001,2005/03/01 05:00:00,9,-2.60,-2.1,2.2,-0.4,91,107,255,12.29,9.9,00016
0001,2005/03/01 05:00:00,10,-1.60,-1.6,1.2,1.3,110,110,255,12.29,9.9,00016
0001,2005/03/01 06:00:00,1,-10.60,7.8,-2.8,1.3,141,134,139,12.58,9.9,00016
0001,2005/03/01 06:00:00,2,-9.60,3.7,1.3,0.7,120,113,120,12.58,9.9,00016
0001,2005/03/01 06:00:00,3,-8.60,3.5,-4.2,0.1,110,104,27,12.58,9.9,00016
0001,2005/03/01 06:00:00,4,-7.60,2.2,-3,0.5,104,97,252,12.58,9.9,00016
0001,2005/03/01 06:00:00,5,-6.60,-1.6,0.2,1.1,98,94,172,12.58,9.9,00016
0001,2005/03/01 06:00:00,6,-5.60,-4.3,2.9,0.8,93,93,122,12.58,9.9,00016
0001,2005/03/01 06:00:00,7,-4.60,-6.5,0.6,1.5,90,83,223,12.58,9.9,00016
0001,2005/03/01 06:00:00,8,-3.60,-4.9,1.6,1.3,100,78,79,12.58,9.9,00016
0001,2005/03/01 06:00:00,9,-2.60,-7.9,3.3,1.2,112,79,255,12.58,9.9,00016
0001,2005/03/01 06:00:00,10,-1.60,-7.6,1.8,-0.2,123,85,255,12.58,9.9,00016
0001,2005/03/01 07:00:00,1,-10.60,8.5,-5.6,1.6,134,127,133,12.74,9.9,00016
0001,2005/03/01 07:00:00,2,-9.60,2.5,-2.7,1.5,118,113,118,12.74,9.9,00016
0001,2005/03/01 07:00:00,3,-8.60,-1.8,-4.5,1.7,109,105,27,12.74,9.9,00016
0001,2005/03/01 07:00:00,4,-7.60,-2.9,-1.9,2.2,104,101,252,12.74,9.9,00016
0001,2005/03/01 07:00:00,5,-6.60,-2.2,1.1,1.7,99,94,172,12.74,9.9,00016
0001,2005/03/01 07:00:00,6,-5.60,-6.1,-0.9,1.3,95,91,122,12.74,9.9,00016
0001,2005/03/01 07:00:00,7,-4.60,-7.9,3.7,1.9,94,85,223,12.74,9.9,00016
0001,2005/03/01 07:00:00,8,-3.60,-4.7,2.2,1.4,109,85,79,12.74,9.9,00016
0001,2005/03/01 07:00:00,9,-2.60,-6.4,1.8,1.4,113,87,255,12.74,9.9,00016
0001,2005/03/01 07:00:00,10,-1.60,-3.8,6.2,2,127,96,255,12.74,9.9,00016
0001,2005/03/01 08:00:00,1,-10.60,-0.1,-4,2.7,131,128,130,12.71,9.9,0000
0001,2005/03/01 08:00:00,2,-9.60,0,-5.8,2.5,116,111,117,12.71,9.9,0000
0001,2005/03/01 08:00:00,3,-8.60,-0.8,-6.4,1,109,109,27,12.71,9.9,0000
0001,2005/03/01 08:00:00,4,-7.60,-0.9,-7.3,1.1,104,114,252,12.71,9.9,0000
0001,2005/03/01 08:00:00,5,-6.60,-5.2,-7.9,1.6,98,114,172,12.71,9.9,0000
0001,2005/03/01 08:00:00,6,-5.60,-3.9,-4.4,0.6,95,113,122,12.71,9.9,0000
0001,2005/03/01 08:00:00,7,-4.60,1.4,-3.3,0.1,93,115,223,12.71,9.9,0000
0001,2005/03/01 08:00:00,8,-3.60,-2.1,2.5,1.5,105,106,79,12.71,9.9,0000
0001,2005/03/01 08:00:00,9,-2.60,-5,5.5,1.9,116,89,255,12.71,9.9,0000
0001,2005/03/01 08:00:00,10,-1.60,-4.9,1.5,2,132,97,255,12.71,9.9,0000
0001,2005/03/01 09:00:00,1,-10.60,0.7,-6.9,0.1,130,125,132,12.52,9.9,00016
0001,2005/03/01 09:00:00,2,-9.60,-1.4,-9.5,0.4,118,112,118,12.52,9.9,00016
0001,2005/03/01 09:00:00,3,-8.60,-3.5,-9.4,0.8,110,104,27,12.52,9.9,00016
0001,2005/03/01 09:00:00,4,-7.60,0,-7.4,0.2,104,97,252,12.52,9.9,00016
0001,2005/03/01 09:00:00,5,-6.60,-4.2,-6,-0.3,99,95,172,12.52,9.9,00016
0001,2005/03/01 09:00:00,6,-5.60,-3.2,-3.1,0.4,102,90,122,12.52,9.9,00016
0001,2005/03/01 09:00:00,7,-4.60,-3.8,-0.1,0.2,112,85,223,12.52,9.9,00016
0001,2005/03/01 09:00:00,8,-3.60,-5.8,0.7,1,120,82,79,12.52,9.9,00016
