STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2012/11/01 00:00:00,0,-0.37,20.06,5.9,31.27,1.36,92.4,6.96,10.10,9.6,0000000
0001,2012/11/01 00:00:00,1,-0.87,20.06,5.9,31.27,1.34,92.3,6.96,10.10,9.6,0000000
0001,2012/11/01 00:00:00,2,-1.87,20.03,6.3,31.27,1.35,92.2,6.95,10.10,9.6,0000000
0001,2012/11/01 00:00:00,3,-2.87,19.80,6.8,31.23,1.29,92.6,7.02,10.10,9.6,0000000
0001,2012/11/01 00:00:00,4,-3.87,19.74,7.1,31.22,1.34,92.7,7.03,10.10,9.6,0000000
0001,2012/11/01 00:00:00,5,-4.87,19.73,7.1,31.21,1.33,92.4,7.01,10.10,9.6,0000000
0001,2012/11/01 00:00:00,6,-5.87,19.34,6.4,31.17,1.32,89.0,6.80,10.10,9.6,0000000
0001,2012/11/01 00:00:00,7,-6.87,19.02,4.7,31.20,1.25,83.5,6.42,10.10,9.6,0000000
0001,2012/11/01 00:00:00,8,-7.87,19.07,3.0,31.35,1.17,75.8,5.82,10.10,9.6,0000000
0001,2012/11/01 00:00:00,9,-8.87,19.84,2.1,32.07,1.35,59.3,4.47,10.10,9.6,0000000
0001,2012/11/01 00:00:00,10,-9.87,20.25,1.7,32.53,1.69,37.8,2.82,10.10,9.6,0000000
0001,2012/11/01 00:00:00,11,-9.97,20.39,1.6,32.59,9.10,34.9,2.59,10.10,9.6,0000000
0001,2012/11/01 01:00:00,0,-0.27,19.84,6.3,31.23,1.33,92.1,6.97,10.20,9.6,0000000
0001,2012/11/01 01:00:00,1,-0.77,19.81,6.4,31.23,1.32,92.0,6.97,10.20,9.6,0000000
0001,2012/11/01 01:00:00,2,-1.77,19.81,6.5,31.23,1.29,91.9,6.96,10.20,9.6,0000000
0001,2012/11/01 01:00:00,3,-2.77,19.81,6.6,31.23,1.28,91.8,6.95,10.20,9.6,0000000
0001,2012/11/01 01:00:00,4,-3.77,19.82,6.8,31.22,1.31,91.7,6.94,10.20,9.6,0000000
0001,2012/11/01 01:00:00,5,-4.77,19.73,6.9,31.14,1.30,91.0,6.90,10.20,9.6,0000000
0001,2012/11/01 01:00:00,6,-5.77,19.17,5.3,31.17,1.28,87.5,6.71,10.20,9.6,0000000
0001,2012/11/01 01:00:00,7,-6.77,18.93,3.8,31.15,1.18,84.1,6.48,10.20,9.6,0000000
0001,2012/11/01 01:00:00,8,-7.77,18.85,2.7,31.18,1.18,81.0,6.25,10.20,9.6,0000000
0001,2012/11/01 01:00:00,9,-8.77,19.76,2.2,32.15,1.33,49.5,3.73,10.20,9.6,0000000
0001,2012/11/01 01:00:00,10,-9.77,20.59,1.5,32.84,1.78,26.2,1.93,10.20,9.6,0000000
0001,2012/11/01 01:00:00,11,-9.97,20.60,1.6,32.83,9.23,24.6,1.82,10.20,9.6,0000000
0001,2012/11/01 02:00:00,0,0.03,19.69,6.0,31.21,1.32,92.3,7.01,10.50,9.6,0000000
0001,2012/11/01 02:00:00,1,-0.47,19.71,6.0,31.21,1.34,92.2,7.00,10.50,9.6,0000000
0001,2012/11/01 02:00:00,2,-1.47,19.71,6.4,31.21,1.33,91.9,6.97,10.50,9.6,0000000
0001,2012/11/01 02:00:00,3,-2.47,19.72,6.8,31.21,1.30,91.7,6.96,10.50,9.6,0000000
0001,2012/11/01 02:00:00,4,-3.47,19.71,6.9,31.21,1.34,91.5,6.95,10.50,9.6,0000000
0001,2012/11/01 02:00:00,5,-4.47,19.60,6.7,31.20,1.39,91.1,6.92,10.50,9.6,0000000
0001,2012/11/01 02:00:00,6,-5.47,19.19,5.6,31.18,1.35,88.9,6.81,10.50,9.6,0000000
0001,2012/11/01 02:00:00,7,-6.47,19.09,4.4,31.16,1.21,86.0,6.60,10.50,9.6,0000000
0001,2012/11/01 02:00:00,8,-7.47,18.90,2.7,31.15,1.08,79.5,6.13,10.50,9.6,0000000
0001,2012/11/01 02:00:00,9,-8.47,20.57,1.6,32.84,1.54,28.9,2.14,10.50,9.6,0000000
0001,2012/11/01 02:00:00,10,-9.47,20.59,1.2,32.86,1.60,26.5,1.96,10.50,9.6,0000000
0001,2012/11/01 02:00:00,11,-9.97,20.61,1.3,32.87,9.23,24.3,1.79,10.50,9.6,0000000
0001,2012/11/01 03:00:00,0,0.53,19.65,5.5,31.13,1.32,90.1,6.84,11.00,9.6,0000000
0001,2012/11/01 03:00:00,1,0.03,19.70,5.9,31.15,1.31,90.1,6.84,11.00,9.6,0000000
0001,2012/11/01 03:00:00,2,-0.97,19.76,6.1,31.21,1.28,91.0,6.89,11.00,9.6,0000000
0001,2012/11/01 03:00:00,3,-1.97,19.59,6.6,31.18,1.27,92.0,7.00,11.00,9.6,0000000
0001,2012/11/01 03:00:00,4,-2.97,19.62,6.6,31.19,1.27,92.0,6.99,11.00,9.6,0000000
0001,2012/11/01 03:00:00,5,-3.97,19.62,7.0,31.20,1.28,91.6,6.96,11.00,9.6,0000000
0001,2012/11/01 03:00:00,6,-4.97,19.61,7.0,31.20,1.45,91.2,6.93,11.00,9.6,0000000
0001,2012/11/01 03:00:00,7,-5.97,19.51,6.9,31.21,1.43,89.8,6.84,11.00,9.6,0000000
0001,2012/11/01 03:00:00,8,-6.97,19.01,3.0,31.20,1.03,83.6,6.43,11.00,9.6,0000000
0001,2012/11/01 03:00:00,9,-7.97,19.98,2.2,32.25,1.32,51.6,3.87,11.00,9.6,0000000
0001,2012/11/01 03:00:00,10,-8.97,20.60,1.4,32.87,1.58,26.7,1.98,11.00,9.6,0000000
0001,2012/11/01 03:00:00,11,-9.97,20.61,1.1,32.90,9.46,20.5,1.51,11.00,9.6,0000000
0001,2012/11/01 04:00:00,0,0.73,19.50,6.1,31.09,1.27,91.9,7.01,11.20,9.6,0000000
0001,2012/11/01 04:00:00,1,0.23,19.51,6.5,31.10,1.28,91.6,6.98,11.20,9.6,0000000
0001,2012/11/01 04:00:00,2,-0.77,19.51,7.1,31.10,1.85,91.5,6.97,11.20,9.6,0000000
0001,2012/11/01 04:00:00,3,-1.77,19.53,7.0,31.10,1.33,91.6,6.98,11.20,9.6,0000000
0001,2012/11/01 04:00:00,4,-2.77,19.54,7.4,31.14,1.33,92.4,7.03,11.20,9.6,0000000
0001,2012/11/01 04:00:00,5,-3.77,19.55,7.3,31.16,1.33,92.2,7.02,11.20,9.6,0000000
0001,2012/11/01 04:00:00,6,-4.77,19.53,7.3,31.17,1.33,91.2,6.95,11.20,9.6,0000000
0001,2012/11/01 04:00:00,7,-5.77,19.25,5.7,31.20,1.30,85.7,6.56,11.20,9.6,0000000
0001,2012/11/01 04:00:00,8,-6.77,19.64,2.3,31.94,1.15,61.9,4.68,11.20,9.6,0000000
0001,2012/11/01 04:00:00,9,-7.77,19.80,1.8,32.09,1.14,58.0,4.37,11.20,9.6,0000000
0001,2012/11/01 04:00:00,10,-8.77,19.86,1.9,32.16,1.30,55.7,4.19,11.20,9.6,0000000
0001,2012/11/01 04:00:00,11,-9.77,20.30,1.3,32.66,1.36,41.5,3.09,11.20,9.6,0000000
0001,2012/11/01 04:00:00,12,-9.97,20.52,1.2,32.83,8.94,30.9,2.29,11.20,9.6,0000000
0001,2012/11/01 05:00:00,0,1.13,19.44,5.7,31.10,1.28,92.2,7.04,11.60,9.6,0000000
0001,2012/11/01 05:00:00,1,0.63,19.44,6.4,31.11,1.28,91.9,7.02,11.60,9.6,0000000
0001,2012/11/01 05:00:00,2,-0.37,19.45,6.4,31.11,1.28,91.8,7.00,11.60,9.6,0000000
0001,2012/11/01 05:00:00,3,-1.37,19.44,6.7,31.10,1.30,91.8,7.00,11.60,9.6,0000000
0001,2012/11/01 05:00:00,4,-2.37,19.44,6.8,31.11,1.29,91.6,6.99,11.60,9.6,0000000
0001,2012/11/01 05:00:00,5,-3.37,19.45,7.3,31.13,1.37,92.4,7.05,11.60,9.6,0000000
0001,2012/11/01 05:00:00,6,-4.37,19.52,7.6,31.17,1.37,91.2,6.95,11.60,9.6,0000000
0001,2012/11/01 05:00:00,7,-5.37,19.18,5.7,31.24,1.31,83.6,6.41,11.60,9.6,0000000
0001,2012/11/01 05:00:00,8,-6.37,19.36,2.4,31.62,1.09,70.9,5.40,11.60,9.6,0000000
0001,2012/11/01 05:00:00,9,-7.37,19.61,2.0,31.89,1.12,63.5,4.81,11.60,9.6,0000000
0001,2012/11/01 05:00:00,10,-8.37,19.94,1.4,32.29,1.24,52.6,3.95,11.60,9.6,0000000
0001,2012/11/01 05:00:00,11,-9.37,20.40,0.9,32.77,1.38,37.3,2.77,11.60,9.6,0000000
0001,2012/11/01 05:00:00,12,-9.97,20.56,0.9,32.92,9.30,25.9,1.92,11.60,9.6,0000000
0001,2012/11/01 06:00:00,0,1.13,19.19,5.4,31.06,1.30,93.6,7.18,11.60,9.6,0000000
0001,2012/11/01 06:00:00,1,0.63,19.20,6.2,31.06,1.27,93.3,7.15,11.60,9.6,0000000
0001,2012/11/01 06:00:00,2,-0.37,19.20,7.0,31.07,1.28,93.0,7.13,11.60,9.6,0000000
0001,2012/11/01 06:00:00,3,-1.37,19.20,7.1,31.07,1.32,92.9,7.12,11.60,9.6,0000000
0001,2012/11/01 06:00:00,4,-2.37,19.19,7.1,31.07,1.32,92.5,7.09,11.60,9.6,0000000
0001,2012/11/01 06:00:00,5,-3.37,19.20,7.1,31.08,1.28,90.6,6.94,11.60,9.6,0000000
0001,2012/11/01 06:00:00,6,-4.37,19.14,5.9,31.15,1.28,86.8,6.66,11.60,9.6,0000000
0001,2012/11/01 06:00:00,7,-5.37,19.11,2.8,31.35,1.13,77.7,5.96,11.60,9.6,0000000
0001,2012/11/01 06:00:00,8,-6.37,19.36,2.0,31.60,1.05,71.5,5.45,11.60,9.6,0000000
0001,2012/11/01 06:00:00,9,-7.37,19.47,1.8,31.74,1.18,67.4,5.12,11.60,9.6,0000000
0001,2012/11/01 06:00:00,10,-8.37,19.82,1.5,32.15,1.12,56.1,4.22,11.60,9.6,0000000
0001,2012/11/01 06:00:00,11,-9.37,20.56,0.9,32.94,1.62,25.3,1.87,11.60,9.6,0000000
0001,2012/11/01 06:00:00,12,-9.97,20.58,0.8,32.94,9.49,24.1,1.78,11.60,9.6,0000000
0001,2012/11/01 07:00:00,0,1.13,19.17,5.0,31.07,1.30,93.8,7.19,11.60,9.6,0000000
0001,2012/11/01 07:00:00,1,0.63,19.17,5.3,31.07,1.29,93.5,7.17,11.60,9.6,0000000
0001,2012/11/01 07:00:00,2,-0.37,19.17,5.4,31.07,1.31,93.6,7.18,11.60,9.6,0000000
0001,2012/11/01 07:00:00,3,-1.37,19.16,5.9,31.07,1.27,93.0,7.14,11.60,9.6,0000000
0001,2012/11/01 07:00:00,4,-2.37,19.16,6.5,31.08,1.31,91.4,7.01,11.60,9.6,0000000
0001,2012/11/01 07:00:00,5,-3.37,19.08,5.6,31.13,1.24,86.8,6.67,11.60,9.6,0000000
0001,2012/11/01 07:00:00,6,-4.37,19.03,3.6,31.18,1.17,84.4,6.49,11.60,9.6,0000000
0001,2012/11/01 07:00:00,7,-5.37,19.00,2.7,31.24,1.12,81.5,6.27,11.60,9.6,0000000
0001,2012/11/01 07:00:00,8,-6.37,19.22,2.0,31.35,1.00,80.0,6.12,11.60,9.6,0000000
0001,2012/11/01 07:00:00,9,-7.37,19.31,1.8,31.42,0.96,78.8,6.01,11.60,9.6,0000000
0001,2012/11/01 07:00:00,10,-8.37,19.33,1.6,31.59,1.02,71.4,5.44,11.60,9.6,0000000
0001,2012/11/01 07:00:00,11,-9.37,20.57,0.9,32.92,1.78,23.2,1.72,11.60,9.6,0000000
0001,2012/11/01 07:00:00,12,-9.97,20.59,0.7,32.94,8.96,22.1,1.63,11.60,9.6,0000000
0001,2012/11/01 08:00:00,0,1.13,19.17,4.0,31.09,1.26,95.5,7.33,11.60,9.6,0000000
0001,2012/11/01 08:00:00,1,0.63,19.17,4.9,31.09,1.30,94.9,7.28,11.60,9.6,0000000
0001,2012/11/01 08:00:00,2,-0.37,19.17,5.3,31.09,1.33,93.7,7.19,11.60,9.6,0000000
0001,2012/11/01 08:00:00,3,-1.37,19.17,5.1,31.09,1.32,93.1,7.14,11.60,9.6,0000000
0001,2012/11/01 08:00:00,4,-2.37,19.14,4.1,31.13,1.24,89.3,6.85,11.60,9.6,0000000
0001,2012/11/01 08:00:00,5,-3.37,19.12,4.0,31.14,1.32,87.6,6.72,11.60,9.6,0000000
0001,2012/11/01 08:00:00,6,-4.37,19.02,3.4,31.17,1.22,84.9,6.53,11.60,9.6,0000000
0001,2012/11/01 08:00:00,7,-5.37,18.97,3.1,31.20,1.12,82.2,6.33,11.60,9.6,0000000
0001,2012/11/01 08:00:00,8,-6.37,19.11,1.9,31.34,1.06,79.6,6.10,11.60,9.6,0000000
0001,2012/11/01 08:00:00,9,-7.37,19.52,1.6,31.77,1.05,66.2,5.03,11.60,9.6,0000000
0001,2012/11/01 08:00:00,10,-8.37,19.73,1.6,32.01,1.10,60.5,4.57,11.60,9.6,0000000
0001,2012/11/01 08:00:00,11,-9.37,20.40,0.9,32.80,1.24,34.4,2.55,11.60,9.6,0000000
0001,2012/11/01 08:00:00,12,-9.97,20.59,0.7,32.95,8.69,23.5,1.74,11.60,9.6,0000000
0001,2012/11/01 09:00:00,0,0.93,19.39,3.9,31.15,1.31,98.0,7.48,11.40,9.6,0000000
0001,2012/11/01 09:00:00,1,0.43,19.38,4.7,31.16,1.27,95.8,7.31,11.40,9.6,0000000
0001,2012/11/01 09:00:00,2,-0.57,19.38,5.6,31.16,1.35,94.6,7.23,11.40,9.6,0000000
0001,2012/11/01 09:00:00,3,-1.57,19.37,5.5,31.17,1.32,94.4,7.21,11.40,9.6,0000000
0001,2012/11/01 09:00:00,4,-2.57,19.33,5.3,31.19,1.32,91.2,6.97,11.40,9.6,0000000
0001,2012/11/01 09:00:00,5,-3.57,19.31,5.1,31.20,1.26,89.6,6.85,11.40,9.6,0000000
0001,2012/11/01 09:00:00,6,-4.57,19.23,5.1,31.21,1.19,86.3,6.61,11.40,9.6,0000000
0001,2012/11/01 09:00:00,7,-5.57,19.08,3.8,31.21,1.17,83.9,6.44,11.40,9.6,0000000
0001,2012/11/01 09:00:00,8,-6.57,18.99,2.6,31.27,1.17,81.4,6.26,11.40,9.6,0000000
0001,2012/11/01 09:00:00,9,-7.57,19.42,1.6,31.58,1.08,71.0,5.40,11.40,9.6,0000000
0001,2012/11/01 09:00:00,10,-8.57,19.90,1.3,32.15,1.22,56.6,4.26,11.40,9.6,0000000
0001,2012/11/01 09:00:00,11,-9.57,20.56,0.7,32.93,1.93,24.5,1.81,11.40,9.6,0000000
0001,2012/11/01 09:00:00,12,-9.97,20.57,0.7,32.93,9.29,23.3,1.72,11.40,9.6,0000000
0001,2012/11/01 10:00:00,0,0.63,19.42,5.3,31.18,1.28,100.1,7.63,11.10,9.6,0000000
0001,2012/11/01 10:00:00,1,0.13,19.44,6.2,31.19,1.31,98.9,7.54,11.10,9.6,0000000
0001,2012/11/01 10:00:00,2,-0.87,19.43,6.4,31.19,1.33,98.3,7.50,11.10,9.6,0000000
0001,2012/11/01 10:00:00,3,-1.87,19.42,6.4,31.19,1.31,97.8,7.46,11.10,9.6,0000000
0001,2012/11/01 10:00:00,4,-2.87,19.43,6.4,31.21,1.30,95.0,7.25,11.10,9.6,0000000
0001,2012/11/01 10:00:00,5,-3.87,19.43,6.9,31.21,1.37,95.1,7.25,11.10,9.6,0000000
0001,2012/11/01 10:00:00,6,-4.87,19.48,7.4,31.23,1.35,93.2,7.10,11.10,9.6,0000000
0001,2012/11/01 10:00:00,7,-5.87,19.20,3.7,31.24,1.09,83.7,6.41,11.10,9.6,0000000
0001,2012/11/01 10:00:00,8,-6.87,19.14,1.8,31.44,0.94,79.5,6.09,11.10,9.6,0000000
0001,2012/11/01 10:00:00,9,-7.87,19.58,1.5,31.87,1.26,61.9,4.69,11.10,9.6,0000000
0001,2012/11/01 10:00:00,10,-8.87,20.36,1.1,32.70,1.49,34.4,2.56,11.10,9.6,0000000
0001,2012/11/01 10:00:00,11,-9.87,20.49,0.8,32.89,1.77,29.2,2.16,11.10,9.6,0000000
0001,2012/11/01 10:00:00,12,-9.97,20.51,0.9,32.89,8.53,27.8,2.06,11.10,9.6,0000000
0001,2012/11/01 11:00:00,0,0.43,19.64,5.2,31.23,1.33,106.2,8.07,10.90,9.6,0000000
0001,2012/11/01 11:00:00,1,-0.07,19.60,5.0,31.21,1.31,106.1,8.07,10.90,9.6,0000000
0001,2012/11/01 11:00:00,2,-1.07,19.59,7.0,31.21,1.32,105.4,8.01,10.90,9.6,0000000
0001,2012/11/01 11:00:00,3,-2.07,19.60,7.9,31.23,1.40,103.9,7.90,10.90,9.6,0000000
0001,2012/11/01 11:00:00,4,-3.07,19.55,8.3,31.24,1.43,100.5,7.64,10.90,9.6,0000000
0001,2012/11/01 11:00:00,5,-4.07,19.42,7.1,31.23,1.34,93.0,7.10,10.90,9.6,0000000
0001,2012/11/01 11:00:00,6,-5.07,19.29,5.3,31.25,1.20,87.4,6.68,10.90,9.6,0000000
0001,2012/11/01 11:00:00,7,-6.07,19.23,4.2,31.28,1.24,83.8,6.41,10.90,9.6,0000000
0001,2012/11/01 11:00:00,8,-7.07,19.35,2.4,31.50,1.06,73.5,5.61,10.90,9.6,0000000
0001,2012/11/01 11:00:00,9,-8.07,20.14,1.0,32.52,1.47,49.2,3.68,10.90,9.6,0000000
0001,2012/11/01 11:00:00,10,-9.07,20.33,0.9,32.75,1.76,38.8,2.88,10.90,9.6,0000000
0001,2012/11/01 11:00:00,11,-9.97,20.48,0.8,32.86,8.95,30.8,2.28,10.90,9.6,0000000
0001,2012/11/01 12:00:00,0,0.43,19.72,6.9,31.26,1.49,110.4,8.38,10.90,9.6,0000000
0001,2012/11/01 12:00:00,1,-0.07,19.69,8.5,31.26,1.50,108.4,8.22,10.90,9.6,0000000
0001,2012/11/01 12:00:00,2,-1.07,19.56,9.0,31.24,1.45,102.9,7.83,10.90,9.6,0000000
0001,2012/11/01 12:00:00,3,-2.07,19.48,7.8,31.24,1.38,97.8,7.45,10.90,9.6,0000000
0001,2012/11/01 12:00:00,4,-3.07,19.51,8.0,31.24,1.40,98.7,7.51,10.90,9.6,0000000
0001,2012/11/01 12:00:00,5,-4.07,19.44,6.9,31.22,1.35,94.2,7.19,10.90,9.6,0000000
0001,2012/11/01 12:00:00,6,-5.07,19.23,4.5,31.25,1.27,86.1,6.59,10.90,9.6,0000000
0001,2012/11/01 12:00:00,7,-6.07,19.08,1.8,31.28,0.92,78.2,6.00,10.90,9.6,0000000
0001,2012/11/01 12:00:00,8,-7.07,19.95,1.0,32.27,1.37,53.6,4.03,10.90,9.6,0000000
0001,2012/11/01 12:00:00,9,-8.07,20.16,0.9,32.53,1.43,47.1,3.52,10.90,9.6,0000000
0001,2012/11/01 12:00:00,10,-9.07,20.26,0.9,32.63,1.67,41.8,3.11,10.90,9.6,0000000
0001,2012/11/01 12:00:00,11,-9.97,20.50,0.7,32.86,9.25,26.3,1.95,10.90,9.6,0000000
0001,2012/11/01 13:00:00,0,0.33,19.82,8.5,31.24,1.44,119.5,9.05,10.80,9.6,0000000
0001,2012/11/01 13:00:00,1,-0.17,19.81,9.4,31.24,1.47,118.0,8.93,10.80,9.6,0000000
0001,2012/11/01 13:00:00,2,-1.17,19.75,9.7,31.25,1.49,112.8,8.55,10.80,9.6,0000000
0001,2012/11/01 13:00:00,3,-2.17,19.55,7.0,31.26,1.41,97.7,7.43,10.80,9.6,0000000
0001,2012/11/01 13:00:00,4,-3.17,19.65,5.2,31.30,1.25,89.9,6.83,10.80,9.6,0000000
