STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2008/05/01 00:00:00,0,0.83,16.92,3.0,29.20,0.76,120.7,9.78,11.30,9.6,0000000
0001,2008/05/01 00:00:00,1,0.33,16.92,3.1,29.21,0.76,120.6,9.77,11.30,9.6,0000000
0001,2008/05/01 00:00:00,2,-0.67,16.92,3.3,29.21,0.78,120.3,9.75,11.30,9.6,0000000
0001,2008/05/01 00:00:00,3,-1.67,16.89,3.2,29.26,0.74,120.1,9.73,11.30,9.6,0000000
0001,2008/05/01 00:00:00,4,-2.67,16.87,3.4,29.28,0.79,120.2,9.74,11.30,9.6,0000000
0001,2008/05/01 00:00:00,5,-3.67,16.85,3.5,29.28,0.70,120.5,9.77,11.30,9.6,0000000
0001,2008/05/01 00:00:00,6,-4.67,16.84,3.6,29.28,0.78,121.0,9.81,11.30,9.6,0000000
0001,2008/05/01 00:00:00,7,-5.67,16.84,3.6,29.28,0.85,121.1,9.82,11.30,9.6,0000000
0001,2008/05/01 00:00:00,8,-6.67,16.83,3.4,29.32,0.81,119.6,9.70,11.30,9.6,0000000
0001,2008/05/01 00:00:00,9,-7.67,16.50,0.4,29.94,0.15,110.2,8.96,11.30,9.6,0000000
0001,2008/05/01 00:00:00,10,-8.67,16.49,1.1,30.66,0.27,104.7,8.48,11.30,9.6,0000000
0001,2008/05/01 00:00:00,11,-9.67,16.05,1.6,31.55,0.46,84.2,6.84,11.30,9.6,0000000
0001,2008/05/01 00:00:00,12,-9.97,15.49,1.1,31.87,1.13,74.9,6.14,11.30,9.6,0000000
0001,2008/05/01 01:00:00,0,0.93,16.97,3.2,29.04,0.81,120.2,9.74,11.40,9.6,0000000
0001,2008/05/01 01:00:00,1,0.43,16.97,3.3,29.04,0.80,120.0,9.72,11.40,9.6,0000000
0001,2008/05/01 01:00:00,2,-0.57,16.96,3.4,29.09,0.79,119.6,9.68,11.40,9.6,0000000
0001,2008/05/01 01:00:00,3,-1.57,16.95,3.3,29.13,0.76,119.4,9.67,11.40,9.6,0000000
0001,2008/05/01 01:00:00,4,-2.57,16.92,3.3,29.20,0.73,119.0,9.64,11.40,9.6,0000000
0001,2008/05/01 01:00:00,5,-3.57,16.89,3.2,29.24,0.77,119.0,9.64,11.40,9.6,0000000
0001,2008/05/01 01:00:00,6,-4.57,16.85,3.1,29.29,0.78,119.3,9.68,11.40,9.6,0000000
0001,2008/05/01 01:00:00,7,-5.57,16.84,3.0,29.31,0.76,119.5,9.69,11.40,9.6,0000000
0001,2008/05/01 01:00:00,8,-6.57,16.79,3.0,29.42,0.74,117.0,9.49,11.40,9.6,0000000
0001,2008/05/01 01:00:00,9,-7.57,16.40,0.8,30.36,0.31,105.0,8.54,11.40,9.6,0000000
0001,2008/05/01 01:00:00,10,-8.57,15.74,1.8,31.72,0.51,78.9,6.45,11.40,9.6,0000000
0001,2008/05/01 01:00:00,11,-9.57,15.24,1.6,32.04,0.73,66.2,5.45,11.40,9.6,0000000
0001,2008/05/01 01:00:00,12,-9.97,15.12,1.6,32.14,1.38,61.6,5.08,11.40,9.6,0000000
0001,2008/05/01 02:00:00,0,1.13,17.07,2.9,28.83,0.83,119.4,9.67,11.60,9.6,0000000
0001,2008/05/01 02:00:00,1,0.63,17.07,2.9,28.83,0.82,119.3,9.66,11.60,9.6,0000000
0001,2008/05/01 02:00:00,2,-0.37,17.07,3.0,28.83,0.80,119.0,9.63,11.60,9.6,0000000
0001,2008/05/01 02:00:00,3,-1.37,17.06,3.2,28.85,0.73,118.7,9.61,11.60,9.6,0000000
0001,2008/05/01 02:00:00,4,-2.37,17.02,3.3,28.95,0.79,118.7,9.61,11.60,9.6,0000000
0001,2008/05/01 02:00:00,5,-3.37,17.00,3.5,28.97,0.84,118.4,9.59,11.60,9.6,0000000
0001,2008/05/01 02:00:00,6,-4.37,16.94,3.3,29.05,0.78,118.2,9.58,11.60,9.6,0000000
0001,2008/05/01 02:00:00,7,-5.37,16.79,2.7,29.34,0.74,117.9,9.57,11.60,9.6,0000000
0001,2008/05/01 02:00:00,8,-6.37,16.54,0.8,30.19,0.35,108.8,8.83,11.60,9.6,0000000
0001,2008/05/01 02:00:00,9,-7.37,16.36,1.5,30.82,0.36,99.1,8.04,11.60,9.6,0000000
0001,2008/05/01 02:00:00,10,-8.37,15.72,1.4,31.64,0.63,83.5,6.82,11.60,9.6,0000000
0001,2008/05/01 02:00:00,11,-9.37,15.64,1.5,31.71,0.44,77.9,6.38,11.60,9.6,0000000
0001,2008/05/01 02:00:00,12,-9.97,15.41,1.4,31.89,1.07,70.1,5.76,11.60,9.6,0000000
0001,2008/05/01 03:00:00,0,1.03,17.07,2.0,28.77,0.68,116.4,9.43,11.50,9.6,0000000
0001,2008/05/01 03:00:00,1,0.53,17.07,2.1,28.78,0.69,116.4,9.42,11.50,9.6,0000000
0001,2008/05/01 03:00:00,2,-0.47,17.07,2.1,28.78,0.64,116.2,9.41,11.50,9.6,0000000
0001,2008/05/01 03:00:00,3,-1.47,17.07,2.4,28.79,0.74,116.1,9.40,11.50,9.6,0000000
0001,2008/05/01 03:00:00,4,-2.47,17.05,2.5,28.85,0.72,116.5,9.43,11.50,9.6,0000000
0001,2008/05/01 03:00:00,5,-3.47,17.03,2.7,28.89,0.74,116.5,9.44,11.50,9.6,0000000
0001,2008/05/01 03:00:00,6,-4.47,16.96,3.0,29.01,0.83,116.8,9.47,11.50,9.6,0000000
0001,2008/05/01 03:00:00,7,-5.47,16.85,2.4,29.24,0.62,117.9,9.57,11.50,9.6,0000000
0001,2008/05/01 03:00:00,8,-6.47,16.75,2.3,29.49,0.64,117.0,9.49,11.50,9.6,0000000
0001,2008/05/01 03:00:00,9,-7.47,16.24,1.4,31.02,0.46,95.3,7.74,11.50,9.6,0000000
0001,2008/05/01 03:00:00,10,-8.47,15.44,1.4,31.86,0.63,71.2,5.84,11.50,9.6,0000000
0001,2008/05/01 03:00:00,11,-9.47,15.34,1.5,31.93,0.52,67.4,5.54,11.50,9.6,0000000
0001,2008/05/01 03:00:00,12,-9.97,15.11,1.5,32.12,1.48,61.5,5.07,11.50,9.6,0000000
0001,2008/05/01 04:00:00,0,0.93,17.07,1.5,28.71,0.90,113.9,9.22,11.40,9.6,0000000
0001,2008/05/01 04:00:00,1,0.43,17.08,1.5,28.71,0.86,113.6,9.21,11.40,9.6,0000000
0001,2008/05/01 04:00:00,2,-0.57,17.07,1.6,28.72,0.91,113.7,9.21,11.40,9.6,0000000
0001,2008/05/01 04:00:00,3,-1.57,17.06,1.8,28.75,0.80,114.1,9.24,11.40,9.6,0000000
0001,2008/05/01 04:00:00,4,-2.57,17.06,1.8,28.75,0.83,113.9,9.23,11.40,9.6,0000000
0001,2008/05/01 04:00:00,5,-3.57,17.04,2.0,28.81,0.70,114.4,9.27,11.40,9.6,0000000
0001,2008/05/01 04:00:00,6,-4.57,16.92,2.1,29.09,0.75,115.1,9.33,11.40,9.6,0000000
