STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2004/09/01 00:00:00,1,-10.60,4.8,14.4,1.5,118,118,121,11.59,9.8,00016
0001,2004/09/01 00:00:00,2,-9.60,5.4,15.3,1,117,115,118,11.59,9.8,00016
0001,2004/09/01 00:00:00,3,-8.60,-2.2,15.1,-0.3,114,114,27,11.59,9.8,00016
0001,2004/09/01 00:00:00,4,-7.60,-1.5,16.7,-0.3,108,108,252,11.59,9.8,00016
0001,2004/09/01 00:00:00,5,-6.60,-3.6,15.7,0.1,108,106,172,11.59,9.8,00016
0001,2004/09/01 00:00:00,6,-5.60,-2.3,14.9,-0.4,104,102,122,11.59,9.8,00016
0001,2004/09/01 00:00:00,7,-4.60,-0.8,14.5,-1.1,97,97,182,11.59,9.8,00016
0001,2004/09/01 00:00:00,8,-3.60,-0.1,9,-1.4,93,95,79,11.59,9.8,00016
0001,2004/09/01 00:00:00,9,-2.60,2.4,12.6,-0.6,91,98,111,11.59,9.8,00016
0001,2004/09/01 00:00:00,10,-1.60,7.1,19.7,-2.1,121,135,104,11.59,9.8,00016
0001,2004/09/01 01:00:00,1,-10.60,7.2,12.4,1,122,119,120,11.62,9.8,00016
0001,2004/09/01 01:00:00,2,-9.60,6.1,18.6,-0.4,111,111,113,11.62,9.8,00016
0001,2004/09/01 01:00:00,3,-8.60,2.9,19.1,-0.1,108,109,27,11.62,9.8,00016
0001,2004/09/01 01:00:00,4,-7.60,-3.6,20,-1.4,105,107,252,11.62,9.8,00016
0001,2004/09/01 01:00:00,5,-6.60,-3,15.9,0.2,104,103,172,11.62,9.8,00016
0001,2004/09/01 01:00:00,6,-5.60,-4.2,15.5,-0.3,102,100,122,11.62,9.8,00016
0001,2004/09/01 01:00:00,7,-4.60,-0.4,15.4,0.3,98,96,182,11.62,9.8,00016
0001,2004/09/01 01:00:00,8,-3.60,-0.4,16.3,0,93,93,79,11.62,9.8,00016
0001,2004/09/01 01:00:00,9,-2.60,2.6,15.8,0.5,91,90,111,11.62,9.8,00016
0001,2004/09/01 01:00:00,10,-1.60,1.3,12.8,-0.3,118,126,104,11.62,9.8,00016
0001,2004/09/01 02:00:00,1,-10.60,8.7,19.7,1.8,118,119,117,11.91,9.8,00016
0001,2004/09/01 02:00:00,2,-9.60,10.2,21.3,2.2,108,110,108,11.91,9.8,00016
0001,2004/09/01 02:00:00,3,-8.60,8.5,21.9,1.7,107,107,27,11.91,9.8,00016
0001,2004/09/01 02:00:00,4,-7.60,2.2,19.9,0.9,104,103,252,11.91,9.8,00016
0001,2004/09/01 02:00:00,5,-6.60,2.7,19.3,-0.8,98,101,172,11.91,9.8,00016
0001,2004/09/01 02:00:00,6,-5.60,-6.2,13.3,-0.8,93,100,122,11.91,9.8,00016
0001,2004/09/01 02:00:00,7,-4.60,-5,15.8,-0.5,88,90,182,11.91,9.8,00016
0001,2004/09/01 02:00:00,8,-3.60,0.4,13.4,0,84,87,79,11.91,9.8,00016
0001,2004/09/01 02:00:00,9,-2.60,6.8,14.5,0.3,82,86,111,11.91,9.8,00016
0001,2004/09/01 02:00:00,10,-1.60,10.3,13,-0.3,93,101,104,11.91,9.8,00016
0001,2004/09/01 03:00:00,1,-10.60,9.7,21,0.4,120,121,119,12.30,9.8,00016
0001,2004/09/01 03:00:00,2,-9.60,11.8,21.8,0.4,105,106,106,12.30,9.8,00016
0001,2004/09/01 03:00:00,3,-8.60,9.4,17.7,0.1,101,98,27,12.30,9.8,00016
0001,2004/09/01 03:00:00,4,-7.60,5.1,18.9,0.4,90,91,252,12.30,9.8,00016
0001,2004/09/01 03:00:00,5,-6.60,0.7,16,0,87,89,172,12.30,9.8,00016
0001,2004/09/01 03:00:00,6,-5.60,-8.3,17.9,-0.5,90,92,122,12.30,9.8,00016
0001,2004/09/01 03:00:00,7,-4.60,-12.7,14.7,-1,94,91,182,12.30,9.8,00016
0001,2004/09/01 03:00:00,8,-3.60,-3.5,17.3,-0.5,90,87,79,12.30,9.8,00016
0001,2004/09/01 03:00:00,9,-2.60,0.1,14.7,-0.1,84,84,111,12.30,9.8,00016
0001,2004/09/01 03:00:00,10,-1.60,0.7,13.7,-0.5,85,85,104,12.30,9.8,00016
0001,2004/09/01 04:00:00,1,-10.60,7.8,12.1,1.7,124,124,125,12.70,9.8,00016
0001,2004/09/01 04:00:00,2,-9.60,10.1,15,-0.5,109,109,109,12.70,9.8,00016
0001,2004/09/01 04:00:00,3,-8.60,9.4,16.9,-0.4,99,99,27,12.70,9.8,00016
0001,2004/09/01 04:00:00,4,-7.60,13.9,19,-1.8,90,90,252,12.70,9.8,00016
0001,2004/09/01 04:00:00,5,-6.60,6.2,12.3,-1.9,85,90,172,12.70,9.8,00016
0001,2004/09/01 04:00:00,6,-5.60,4,10.3,-2.5,86,90,122,12.70,9.8,00016
0001,2004/09/01 04:00:00,7,-4.60,-3.6,11.8,-2.1,83,83,182,12.70,9.8,00016
0001,2004/09/01 04:00:00,8,-3.60,-2.1,16.4,-1.8,81,81,79,12.70,9.8,00016
0001,2004/09/01 04:00:00,9,-2.60,2.8,11.7,-1.3,81,82,111,12.70,9.8,00016
0001,2004/09/01 04:00:00,10,-1.60,1.9,7.4,-0.4,80,82,104,12.70,9.8,00016
0001,2004/09/01 05:00:00,1,-10.60,9.7,15.6,0.3,132,133,134,12.96,9.8,00016
0001,2004/09/01 05:00:00,2,-9.60,10.2,18.2,-1.6,115,117,116,12.96,9.8,00016
0001,2004/09/01 05:00:00,3,-8.60,9.6,18.6,-1.1,103,106,27,12.96,9.8,00016
0001,2004/09/01 05:00:00,4,-7.60,10.3,16.9,-0.3,92,91,252,12.96,9.8,00016
0001,2004/09/01 05:00:00,5,-6.60,2.4,12.4,-1.1,83,84,172,12.96,9.8,00016
0001,2004/09/01 05:00:00,6,-5.60,0,13.8,-2.4,79,80,122,12.96,9.8,00016
0001,2004/09/01 05:00:00,7,-4.60,-8.4,13.6,-2.3,76,79,182,12.96,9.8,00016
