STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2003/09/01 00:00:00,1,-10.60,-3,-1.3,2.5,115,116,116,11.56,9.9,00016
0001,2003/09/01 00:00:00,2,-9.60,-0.7,0.3,1.7,107,106,107,11.56,9.9,00016
0001,2003/09/01 00:00:00,3,-8.60,-4.3,1.1,0.9,98,98,27,11.56,9.9,00016
0001,2003/09/01 00:00:00,4,-7.60,-1,-2.3,0.9,95,96,252,11.56,9.9,00016
0001,2003/09/01 00:00:00,5,-6.60,-3,-5.7,0,89,90,172,11.56,9.9,00016
0001,2003/09/01 00:00:00,6,-5.60,-0.5,-2.7,0.3,92,115,122,11.56,9.9,00016
0001,2003/09/01 00:00:00,7,-4.60,0.9,2.2,-0.4,98,120,166,11.56,9.9,00016
0001,2003/09/01 00:00:00,8,-3.60,-9,13.5,-0.2,98,92,95,11.56,9.9,00016
0001,2003/09/01 00:00:00,9,-2.60,-20.3,11.6,2.2,112,85,239,11.56,9.9,00016
0001,2003/09/01 00:00:00,10,-1.60,-19.9,1.9,0.2,146,130,76,11.56,9.9,00016
0001,2003/09/01 01:00:00,1,-10.60,6.2,-1.1,0.9,114,114,112,11.39,9.9,00016
0001,2003/09/01 01:00:00,2,-9.60,-0.2,-2.5,0.7,105,104,105,11.39,9.9,00016
0001,2003/09/01 01:00:00,3,-8.60,-3.2,0,1.7,102,97,27,11.39,9.9,00016
0001,2003/09/01 01:00:00,4,-7.60,-0.6,-1,0.2,93,97,252,11.39,9.9,00016
0001,2003/09/01 01:00:00,5,-6.60,-2.3,-0.2,1.3,90,93,172,11.39,9.9,00016
0001,2003/09/01 01:00:00,6,-5.60,-1,1.7,0.3,92,92,122,11.39,9.9,00016
0001,2003/09/01 01:00:00,7,-4.60,-0.8,5,-2.7,110,106,166,11.39,9.9,00016
0001,2003/09/01 01:00:00,8,-3.60,-17.9,11.3,1.6,106,95,95,11.39,9.9,00016
0001,2003/09/01 01:00:00,9,-2.60,-21.4,10.4,0.9,108,96,239,11.39,9.9,00016
0001,2003/09/01 01:00:00,10,-1.60,-24.5,6.9,-0.3,147,140,76,11.39,9.9,00016
0001,2003/09/01 02:00:00,1,-10.60,10.1,-1.1,0.7,113,114,113,11.39,9.9,00016
0001,2003/09/01 02:00:00,2,-9.60,0.2,-1,1,105,105,109,11.39,9.9,00016
0001,2003/09/01 02:00:00,3,-8.60,0.8,2.3,1.3,102,100,27,11.39,9.9,00016
0001,2003/09/01 02:00:00,4,-7.60,4.5,1.7,0.5,100,98,252,11.39,9.9,00016
0001,2003/09/01 02:00:00,5,-6.60,7.8,3.4,0.4,87,90,172,11.39,9.9,00016
0001,2003/09/01 02:00:00,6,-5.60,9.2,9,0.6,88,86,122,11.39,9.9,00016
0001,2003/09/01 02:00:00,7,-4.60,1,8.6,-0.3,96,88,166,11.39,9.9,00016
0001,2003/09/01 02:00:00,8,-3.60,-10.3,1.7,1.3,101,95,95,11.39,9.9,00016
0001,2003/09/01 02:00:00,9,-2.60,-15.2,9.4,1.4,113,93,239,11.39,9.9,00016
0001,2003/09/01 02:00:00,10,-1.60,-9.5,-10.6,1.8,144,138,76,11.39,9.9,00016
0001,2003/09/01 03:00:00,1,-10.60,7.1,-1.7,2,115,114,115,11.52,9.9,00016
0001,2003/09/01 03:00:00,2,-9.60,2.8,0.5,0.7,106,106,106,11.52,9.9,00016
0001,2003/09/01 03:00:00,3,-8.60,-0.5,0.3,1.8,99,98,27,11.52,9.9,00016
0001,2003/09/01 03:00:00,4,-7.60,6,3,1.3,95,95,252,11.52,9.9,00016
0001,2003/09/01 03:00:00,5,-6.60,9.2,5.1,1.4,85,92,172,11.52,9.9,00016
0001,2003/09/01 03:00:00,6,-5.60,9.3,10.8,1.2,86,89,122,11.52,9.9,00016
0001,2003/09/01 03:00:00,7,-4.60,2.3,10.1,0,86,87,166,11.52,9.9,00016
0001,2003/09/01 03:00:00,8,-3.60,-1.6,13.6,0.4,83,97,95,11.52,9.9,00016
0001,2003/09/01 03:00:00,9,-2.60,-4.1,9.1,1.5,89,118,239,11.52,9.9,00016
0001,2003/09/01 03:00:00,10,-1.60,-9.8,-7.2,3.8,128,137,76,11.52,9.9,00016
0001,2003/09/01 04:00:00,1,-10.60,-1.9,6.9,1.8,124,126,134,11.79,9.9,00016
0001,2003/09/01 04:00:00,2,-9.60,-1.9,2.8,1.3,126,121,120,11.79,9.9,00016
0001,2003/09/01 04:00:00,3,-8.60,0.4,0.3,-0.1,118,117,27,11.79,9.9,00016
0001,2003/09/01 04:00:00,4,-7.60,4.8,2.6,-0.5,108,109,252,11.79,9.9,00016
0001,2003/09/01 04:00:00,5,-6.60,9.9,8.2,0.4,103,101,172,11.79,9.9,00016
0001,2003/09/01 04:00:00,6,-5.60,12.3,6.6,-1,97,101,122,11.79,9.9,00016
0001,2003/09/01 04:00:00,7,-4.60,11,6.3,-0.5,92,101,166,11.79,9.9,00016
0001,2003/09/01 04:00:00,8,-3.60,7.8,11.4,-0.2,92,100,95,11.79,9.9,00016
0001,2003/09/01 04:00:00,9,-2.60,6,11.2,-1.3,92,101,239,11.79,9.9,00016
0001,2003/09/01 04:00:00,10,-1.60,0.4,0.3,0.3,109,130,76,11.79,9.9,00016
0001,2003/09/01 05:00:00,1,-10.60,4.2,9,1.5,112,111,115,12.12,9.9,00016
0001,2003/09/01 05:00:00,2,-9.60,3.8,9.7,-0.3,103,102,106,12.12,9.9,00016
0001,2003/09/01 05:00:00,3,-8.60,3.2,11.4,1.1,110,100,27,12.12,9.9,00016
0001,2003/09/01 05:00:00,4,-7.60,4.1,2.8,0.5,114,93,252,12.12,9.9,00016
0001,2003/09/01 05:00:00,5,-6.60,8,2.8,0.8,90,90,172,12.12,9.9,00016
0001,2003/09/01 05:00:00,6,-5.60,8.3,5.9,0.8,85,88,122,12.12,9.9,00016
0001,2003/09/01 05:00:00,7,-4.60,13,5,-0.3,85,87,166,12.12,9.9,00016
0001,2003/09/01 05:00:00,8,-3.60,10.1,6.7,-1,81,89,95,12.12,9.9,00016
0001,2003/09/01 05:00:00,9,-2.60,5.6,1.6,-1.6,94,121,239,12.12,9.9,00016
0001,2003/09/01 05:00:00,10,-1.60,6.8,7.1,0.7,100,121,76,12.12,9.9,00016
0001,2003/09/01 06:00:00,1,-10.60,6.5,14.5,-0.3,114,113,114,12.44,9.8,00016
0001,2003/09/01 06:00:00,2,-9.60,1.6,13,-0.7,99,99,118,12.44,9.8,00016
0001,2003/09/01 06:00:00,3,-8.60,3.8,13,-2.4,100,109,27,12.44,9.8,00016
0001,2003/09/01 06:00:00,4,-7.60,8.9,11.4,-0.2,118,108,252,12.44,9.8,00016
0001,2003/09/01 06:00:00,5,-6.60,3.9,6.1,0.9,112,109,172,12.44,9.8,00016
0001,2003/09/01 06:00:00,6,-5.60,4.1,1.7,0.9,103,89,122,12.44,9.8,00016
0001,2003/09/01 06:00:00,7,-4.60,9.8,7.8,-0.7,80,85,166,12.44,9.8,00016
0001,2003/09/01 06:00:00,8,-3.60,6.3,0.8,-0.3,92,85,95,12.44,9.8,00016
0001,2003/09/01 06:00:00,9,-2.60,6.2,-3.9,0.1,126,124,239,12.44,9.8,00016
0001,2003/09/01 06:00:00,10,-1.60,-3,-2.7,-2.1,131,137,76,12.44,9.8,00016
0001,2003/09/01 07:00:00,1,-10.60,8.3,13.4,0.3,109,110,110,12.64,9.8,00016
0001,2003/09/01 07:00:00,2,-9.60,9.1,15,0.3,109,101,102,12.64,9.8,00016
