STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2014/11/01 00:00:00,3.4,3.0,307,331,11.5,00
0001,2014/11/01 00:15:00,3.7,3.0,333,326,11.5,00
0001,2014/11/01 00:30:00,4.0,3.4,347,348,11.5,00
0001,2014/11/01 00:45:00,3.9,3.2,358,354,11.5,00
0001,2014/11/01 01:00:00,4.3,3.6,351,350,11.5,00
0001,2014/11/01 01:15:00,4.6,3.8,1,357,11.5,00
0001,2014/11/01 01:30:00,4.0,3.0,4,8,11.5,00
0001,2014/11/01 01:45:00,3.4,2.6,14,12,11.5,00
0001,2014/11/01 02:00:00,3.0,2.4,14,23,11.5,00
0001,2014/11/01 02:15:00,3.0,2.6,30,33,11.5,00
0001,2014/11/01 02:30:00,3.7,2.4,23,29,11.5,00
0001,2014/11/01 02:45:00,2.7,2.2,37,26,11.5,00
0001,2014/11/01 03:00:00,3.0,2.2,33,33,11.5,00
0001,2014/11/01 03:15:00,2.6,1.8,33,33,11.5,00
0001,2014/11/01 03:30:00,3.0,2.2,9,12,11.5,00
0001,2014/11/01 03:45:00,2.6,2.1,28,32,11.5,00
0001,2014/11/01 04:00:00,2.6,2.0,33,21,11.5,00
0001,2014/11/01 04:15:00,2.6,2.0,22,26,11.5,00
0001,2014/11/01 04:30:00,2.4,2.0,32,32,11.5,00
0001,2014/11/01 04:45:00,2.7,2.0,36,36,11.5,00
0001,2014/11/01 05:00:00,2.5,1.8,47,42,11.5,00
0001,2014/11/01 05:15:00,2.7,2.2,52,47,11.5,00
0001,2014/11/01 05:30:00,3.0,2.0,66,54,11.5,00
0001,2014/11/01 05:45:00,2.2,1.8,45,49,11.5,00
0001,2014/11/01 06:00:00,2.7,2.0,50,52,11.5,00
0001,2014/11/01 06:15:00,3.0,2.4,30,30,11.5,00
0001,2014/11/01 06:30:00,3.2,2.6,26,28,11.5,00
0001,2014/11/01 06:45:00,2.7,2.2,7,11,11.5,00
0001,2014/11/01 07:00:00,3.7,2.8,16,16,11.5,00
0001,2014/11/01 07:15:00,3.4,2.6,28,28,11.5,00
0001,2014/11/01 07:30:00,4.5,3.8,35,30,11.5,00
0001,2014/11/01 07:45:00,4.8,4.0,25,29,11.5,00
0001,2014/11/01 08:00:00,4.8,3.7,28,25,11.5,00
0001,2014/11/01 08:15:00,4.8,4.2,26,30,11.5,00
0001,2014/11/01 08:30:00,5.0,4.4,25,25,11.5,00
0001,2014/11/01 08:45:00,5.3,3.8,23,19,11.5,00
0001,2014/11/01 09:00:00,5.3,4.2,36,30,11.5,00
0001,2014/11/01 09:15:00,5.0,4.2,37,25,11.5,00
0001,2014/11/01 09:30:00,5.3,4.4,18,21,11.5,00
0001,2014/11/01 09:45:00,5.0,4.4,19,14,11.5,00
0001,2014/11/01 10:00:00,5.0,4.2,16,26,11.5,00
0001,2014/11/01 10:15:00,4.9,4.0,12,9,11.5,00
