STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2015/07/01 00:00:00,6.2,4.6,219,219,11.5,00
0001,2015/07/01 00:15:00,5.4,4.2,220,216,11.5,00
0001,2015/07/01 00:30:00,5.6,2.6,212,196,11.5,00
0001,2015/07/01 00:45:00,4.8,3.2,203,212,11.5,00
0001,2015/07/01 01:00:00,3.3,1.4,196,191,11.5,00
0001,2015/07/01 01:15:00,3.4,1.8,192,195,11.5,00
0001,2015/07/01 01:30:00,3.3,1.4,189,188,11.5,00
0001,2015/07/01 01:45:00,4.0,1.0,189,177,11.5,00
0001,2015/07/01 02:00:00,5.3,2.6,220,201,11.5,00
0001,2015/07/01 02:15:00,5.4,2.6,208,199,11.5,00
0001,2015/07/01 02:30:00,5.1,2.8,219,202,11.5,00
0001,2015/07/01 02:45:00,4.7,2.2,175,184,11.5,00
0001,2015/07/01 03:00:00,5.1,3.0,153,171,11.5,00
0001,2015/07/01 03:15:00,5.5,2.4,171,167,11.5,00
0001,2015/07/01 03:30:00,6.3,2.0,164,164,11.5,00
0001,2015/07/01 03:45:00,5.8,1.2,106,142,11.5,00
0001,2015/07/01 04:00:00,6.7,1.6,112,140,11.5,00
0001,2015/07/01 04:15:00,5.8,1.4,157,146,11.5,00
0001,2015/07/01 04:30:00,5.4,1.4,120,147,11.5,00
0001,2015/07/01 04:45:00,6.2,1.4,136,142,11.5,00
0001,2015/07/01 05:00:00,6.3,1.6,126,144,11.5,00
0001,2015/07/01 05:15:00,7.8,3.3,125,133,11.5,00
0001,2015/07/01 05:30:00,5.8,2.0,130,142,11.5,00
0001,2015/07/01 05:45:00,7.5,2.2,118,140,11.5,00
0001,2015/07/01 06:00:00,6.7,2.2,106,139,11.5,00
0001,2015/07/01 06:15:00,5.5,1.8,133,143,11.5,00
0001,2015/07/01 06:30:00,6.3,3.4,130,120,11.5,00
0001,2015/07/01 06:45:00,6.5,3.4,102,106,11.5,00
0001,2015/07/01 07:00:00,6.2,4.8,92,95,11.5,00
0001,2015/07/01 07:15:00,7.5,5.4,99,95,11.5,00
0001,2015/07/01 07:30:00,7.1,4.8,92,90,11.5,00
0001,2015/07/01 07:45:00,7.3,5.4,106,90,11.5,00
0001,2015/07/01 08:00:00,7.1,5.2,95,95,11.5,00
0001,2015/07/01 08:15:00,6.1,4.4,85,102,11.5,00
0001,2015/07/01 08:30:00,7.1,5.2,102,99,11.5,00
