STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2010/07/01 00:00:00,1,-10.60,-4.1,-1.4,1.3,89,81,67,12.10,9.9,00032
0001,2010/07/01 00:00:00,2,-9.60,0.2,0.6,1,71,66,53,12.10,9.9,00032
0001,2010/07/01 00:00:00,3,-8.60,3.8,-2.5,1,72,64,47,12.10,9.9,00032
0001,2010/07/01 00:00:00,4,-7.60,2,-0.7,0.1,67,67,46,12.10,9.9,00032
0001,2010/07/01 00:00:00,5,-6.60,-5.5,-8.5,-0.8,56,58,45,12.10,9.9,00032
0001,2010/07/01 00:00:00,6,-5.60,1.4,-9.8,-0.1,54,51,42,12.10,9.9,00032
0001,2010/07/01 00:00:00,7,-4.60,2.5,-4.8,1.7,54,49,48,12.10,9.9,00032
0001,2010/07/01 00:00:00,8,-3.60,9.6,-1.1,0.7,52,55,43,12.10,9.9,00032
0001,2010/07/01 00:00:00,9,-2.60,5.5,-2.5,2.7,52,69,37,12.10,9.9,00032
0001,2010/07/01 00:00:00,10,-1.60,-1.8,1.7,2.2,92,84,60,12.10,9.9,00032
0001,2010/07/01 01:00:00,1,-10.60,-1.6,1.9,1,89,79,67,11.80,9.9,00032
0001,2010/07/01 01:00:00,2,-9.60,2.7,-0.1,1,73,65,57,11.80,9.9,00032
0001,2010/07/01 01:00:00,3,-8.60,2.2,3.5,0,66,56,49,11.80,9.9,00032
0001,2010/07/01 01:00:00,4,-7.60,0.3,1.3,1.2,65,57,54,11.80,9.9,00032
0001,2010/07/01 01:00:00,5,-6.60,0.2,-3.6,2.2,58,52,44,11.80,9.9,00032
0001,2010/07/01 01:00:00,6,-5.60,0.3,-7.4,1.5,55,53,43,11.80,9.9,00032
0001,2010/07/01 01:00:00,7,-4.60,2.3,-9,0.9,55,59,48,11.80,9.9,00032
0001,2010/07/01 01:00:00,8,-3.60,5.7,-3.8,2.1,53,51,43,11.80,9.9,00032
0001,2010/07/01 01:00:00,9,-2.60,3.9,-0.1,0.9,50,52,42,11.80,9.9,00032
0001,2010/07/01 01:00:00,10,-1.60,-6.5,-2.6,0.7,95,92,64,11.80,9.9,00032
0001,2010/07/01 02:00:00,1,-10.60,5.5,3.3,1.5,91,93,108,11.75,9.9,00032
0001,2010/07/01 02:00:00,2,-9.60,6.9,1.6,0.5,74,80,97,11.75,9.9,00032
0001,2010/07/01 02:00:00,3,-8.60,6.8,1.4,1.1,67,72,90,11.75,9.9,00032
0001,2010/07/01 02:00:00,4,-7.60,5.6,5.6,2.2,65,71,87,11.75,9.9,00032
0001,2010/07/01 02:00:00,5,-6.60,1.9,4.9,0.5,70,71,85,11.75,9.9,00032
0001,2010/07/01 02:00:00,6,-5.60,-3.8,1.6,0.3,63,67,80,11.75,9.9,00032
0001,2010/07/01 02:00:00,7,-4.60,-1.8,-11,0,64,65,79,11.75,9.9,00032
0001,2010/07/01 02:00:00,8,-3.60,0,-11.1,1.5,55,58,74,11.75,9.9,00032
0001,2010/07/01 02:00:00,9,-2.60,3.1,-4.9,1.3,55,56,76,11.75,9.9,00032
0001,2010/07/01 02:00:00,10,-1.60,4.6,2.6,0,90,90,81,11.75,9.9,00032
0001,2010/07/01 03:00:00,1,-10.60,8,3,-1.4,112,96,113,12.09,9.9,00032
0001,2010/07/01 03:00:00,2,-9.60,0.9,-2.6,0.5,94,77,97,12.09,9.9,00032
