STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2017/07/04 11:00:00,1,-10.60,4.2,-3.5,-1.1,127,125,126,26.91,10.2,00016
0001,2017/07/04 11:00:00,2,-9.60,2.3,-2.7,0.3,115,114,146,26.91,10.2,00016
0001,2017/07/04 11:00:00,3,-8.60,4.7,-2.9,1.1,107,106,114,26.91,10.2,00016
0001,2017/07/04 11:00:00,4,-7.60,10.8,6.2,0.4,104,99,103,26.91,10.2,00016
0001,2017/07/04 11:00:00,5,-6.60,13.8,18.9,3.3,110,95,97,26.91,10.2,00016
0001,2017/07/04 11:00:00,6,-5.60,9.4,19.3,3.4,110,93,92,26.91,10.2,00016
0001,2017/07/04 11:00:00,7,-4.60,4.7,13.2,2.6,101,91,91,26.91,10.2,00016
0001,2017/07/04 11:00:00,8,-3.60,1.9,3.5,0.2,94,99,92,26.91,10.2,00016
0001,2017/07/04 11:00:00,9,-2.60,-3.9,-2.3,0.9,88,122,109,26.91,10.2,00016
0001,2017/07/04 11:00:00,10,-1.60,-2.7,-5,1,97,127,129,26.91,10.2,00016
