STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2005/07/01 00:00:00,1,-10.60,0,5.1,0.2,118,120,125,12.46,9.8,00016
0001,2005/07/01 00:00:00,2,-9.60,3.1,6.1,1.5,106,107,124,12.46,9.8,00016
0001,2005/07/01 00:00:00,3,-8.60,6.6,1.3,0.6,104,97,27,12.46,9.8,00016
0001,2005/07/01 00:00:00,4,-7.60,6.2,2.2,-0.1,98,92,252,12.46,9.8,00016
0001,2005/07/01 00:00:00,5,-6.60,4.3,0.8,1,85,86,172,12.46,9.8,00016
0001,2005/07/01 00:00:00,6,-5.60,4.9,1.1,0.5,83,85,122,12.46,9.8,00016
0001,2005/07/01 00:00:00,7,-4.60,0,0,1.6,78,77,223,12.46,9.8,00016
0001,2005/07/01 00:00:00,8,-3.60,-4.1,-5.2,1.2,83,80,79,12.46,9.8,00016
0001,2005/07/01 00:00:00,9,-2.60,-0.5,-11.8,1.7,90,78,255,12.46,9.8,00016
0001,2005/07/01 00:00:00,10,-1.60,-4.7,-12.6,0.8,97,77,255,12.46,9.8,00016
0001,2005/07/01 01:00:00,1,-10.60,3.9,3.2,1.8,119,119,120,12.40,9.8,00016
0001,2005/07/01 01:00:00,2,-9.60,1.1,1.3,2.7,113,107,107,12.40,9.8,00016
0001,2005/07/01 01:00:00,3,-8.60,3.3,0.7,1.5,100,99,27,12.40,9.8,00016
0001,2005/07/01 01:00:00,4,-7.60,4,4,0.3,93,91,252,12.40,9.8,00016
0001,2005/07/01 01:00:00,5,-6.60,4.7,1.1,0.7,85,83,172,12.40,9.8,00016
0001,2005/07/01 01:00:00,6,-5.60,3.3,1.1,1.6,80,79,122,12.40,9.8,00016
0001,2005/07/01 01:00:00,7,-4.60,1,-3,1.9,76,80,223,12.40,9.8,00016
0001,2005/07/01 01:00:00,8,-3.60,-3.5,-7.6,2,73,78,79,12.40,9.8,00016
0001,2005/07/01 01:00:00,9,-2.60,-1.1,-14.3,3.1,70,81,255,12.40,9.8,00016
0001,2005/07/01 01:00:00,10,-1.60,-7.7,-12.7,2.7,76,81,255,12.40,9.8,00016
0001,2005/07/01 02:00:00,1,-10.60,0.8,-0.4,1.6,119,121,120,12.23,9.8,00016
0001,2005/07/01 02:00:00,2,-9.60,-2.1,0.5,0.4,107,108,109,12.23,9.8,00016
0001,2005/07/01 02:00:00,3,-8.60,0.6,1.1,0.8,97,99,27,12.23,9.8,00016
0001,2005/07/01 02:00:00,4,-7.60,1.6,0.6,0.6,91,92,252,12.23,9.8,00016
0001,2005/07/01 02:00:00,5,-6.60,0.2,-0.7,0.6,84,87,172,12.23,9.8,00016
0001,2005/07/01 02:00:00,6,-5.60,1.2,-1.7,0.1,80,80,122,12.23,9.8,00016
0001,2005/07/01 02:00:00,7,-4.60,-3.1,-2,2.3,88,82,223,12.23,9.8,00016
0001,2005/07/01 02:00:00,8,-3.60,-0.6,-6.3,3.6,83,76,79,12.23,9.8,00016
0001,2005/07/01 02:00:00,9,-2.60,-1.4,-3,1.4,110,74,255,12.23,9.8,00016
0001,2005/07/01 02:00:00,10,-1.60,-1.1,0.9,2.8,96,88,255,12.23,9.8,00016
0001,2005/07/01 03:00:00,1,-10.60,0,0.1,1.3,116,118,118,12.06,9.8,00016
0001,2005/07/01 03:00:00,2,-9.60,2.2,3.7,0.2,105,104,104,12.06,9.8,00016
0001,2005/07/01 03:00:00,3,-8.60,1.2,1.2,1.5,96,97,27,12.06,9.8,00016
0001,2005/07/01 03:00:00,4,-7.60,-0.9,-1.7,1.6,93,90,252,12.06,9.8,00016
0001,2005/07/01 03:00:00,5,-6.60,-0.2,0.5,1.4,88,84,172,12.06,9.8,00016
0001,2005/07/01 03:00:00,6,-5.60,0,1.8,0.5,82,81,122,12.06,9.8,00016
0001,2005/07/01 03:00:00,7,-4.60,-3,0.9,1.9,81,81,223,12.06,9.8,00016
0001,2005/07/01 03:00:00,8,-3.60,-2.3,-3,1.2,80,75,79,12.06,9.8,00016
0001,2005/07/01 03:00:00,9,-2.60,-1.2,-8.6,1.2,77,73,255,12.06,9.8,00016
0001,2005/07/01 03:00:00,10,-1.60,0.2,-9.2,3.2,77,84,255,12.06,9.8,00016
0001,2005/07/01 04:00:00,1,-10.60,-6.4,1.6,1.6,119,120,120,11.81,9.8,00016
0001,2005/07/01 04:00:00,2,-9.60,-1.4,3.9,1,107,107,108,11.81,9.8,00016
0001,2005/07/01 04:00:00,3,-8.60,-0.6,-0.4,1.1,99,96,27,11.81,9.8,00016
0001,2005/07/01 04:00:00,4,-7.60,0.8,-1.1,1.3,93,92,252,11.81,9.8,00016
0001,2005/07/01 04:00:00,5,-6.60,-4,-8.1,1.4,88,88,172,11.81,9.8,00016
0001,2005/07/01 04:00:00,6,-5.60,-8.3,0.4,2.7,85,88,122,11.81,9.8,00016
0001,2005/07/01 04:00:00,7,-4.60,-3.7,2.6,1.2,83,84,223,11.81,9.8,00016
0001,2005/07/01 04:00:00,8,-3.60,-1.4,-9.6,3.3,84,77,79,11.81,9.8,00016
0001,2005/07/01 04:00:00,9,-2.60,-9.1,-14.8,3.3,78,83,255,11.81,9.8,00016
0001,2005/07/01 04:00:00,10,-1.60,-8.7,-8.5,1.4,76,82,255,11.81,9.8,00016
0001,2005/07/01 05:00:00,1,-10.60,-3.1,1.8,0.8,119,119,120,11.59,9.8,00016
0001,2005/07/01 05:00:00,2,-9.60,-1.7,-0.5,0.5,110,114,108,11.59,9.8,00016
0001,2005/07/01 05:00:00,3,-8.60,-6.4,1.2,1.1,116,108,27,11.59,9.8,00016
0001,2005/07/01 05:00:00,4,-7.60,0,1.1,0,103,93,252,11.59,9.8,00016
0001,2005/07/01 05:00:00,5,-6.60,-4.8,6.4,-1.5,92,92,172,11.59,9.8,00016
0001,2005/07/01 05:00:00,6,-5.60,-9.2,5.3,-0.1,83,92,122,11.59,9.8,00016
0001,2005/07/01 05:00:00,7,-4.60,-4.1,-7.2,1,85,94,223,11.59,9.8,00016
0001,2005/07/01 05:00:00,8,-3.60,-4.9,-8.2,1.5,83,88,79,11.59,9.8,00016
0001,2005/07/01 05:00:00,9,-2.60,3.6,-11.5,1.6,74,84,255,11.59,9.8,00016
0001,2005/07/01 05:00:00,10,-1.60,-1.1,-7.9,2.8,92,102,255,11.59,9.8,00016
0001,2005/07/01 06:00:00,1,-10.60,3.8,0,1.1,119,119,118,11.43,9.8,00016
0001,2005/07/01 06:00:00,2,-9.60,1.2,-0.6,1,105,105,104,11.43,9.8,00016
0001,2005/07/01 06:00:00,3,-8.60,0.5,1.7,0.9,94,97,27,11.43,9.8,00016
0001,2005/07/01 06:00:00,4,-7.60,1.1,3.6,1.1,87,88,252,11.43,9.8,00016
0001,2005/07/01 06:00:00,5,-6.60,-1.1,-0.3,-1.1,85,84,172,11.43,9.8,00016
0001,2005/07/01 06:00:00,6,-5.60,1.9,-2.3,1.7,80,82,122,11.43,9.8,00016
0001,2005/07/01 06:00:00,7,-4.60,-2.9,0.8,2.1,81,82,223,11.43,9.8,00016
0001,2005/07/01 06:00:00,8,-3.60,-2.9,-6.5,1.8,81,86,79,11.43,9.8,00016
0001,2005/07/01 06:00:00,9,-2.60,-6.6,-11.4,2.9,77,85,255,11.43,9.8,00016
0001,2005/07/01 06:00:00,10,-1.60,-4,-3.3,2.1,91,110,255,11.43,9.8,00016
0001,2005/07/01 07:00:00,1,-10.60,4.6,0,1,124,117,118,11.42,9.8,00016
0001,2005/07/01 07:00:00,2,-9.60,6.8,4.8,1.7,139,104,105,11.42,9.8,00016
0001,2005/07/01 07:00:00,3,-8.60,-0.3,-1.1,0.6,97,96,27,11.42,9.8,00016
0001,2005/07/01 07:00:00,4,-7.60,3.6,1.1,0.2,92,90,252,11.42,9.8,00016
