STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2016/11/01 00:00:00,3.1,2.0,50,42,11.5,00
0001,2016/11/01 00:15:00,3.7,2.6,25,36,11.5,00
0001,2016/11/01 00:30:00,4.0,3.0,336,352,11.5,00
0001,2016/11/01 00:45:00,3.7,2.2,341,5,11.5,00
0001,2016/11/01 01:00:00,3.3,2.2,12,15,11.5,00
0001,2016/11/01 01:15:00,3.1,2.2,352,352,11.5,00
0001,2016/11/01 01:30:00,4.0,2.6,348,357,11.5,00
0001,2016/11/01 01:45:00,4.0,3.2,348,343,11.5,00
0001,2016/11/01 02:00:00,4.0,3.0,322,331,11.5,00
0001,2016/11/01 02:15:00,3.8,2.8,320,337,11.5,00
0001,2016/11/01 02:30:00,3.9,2.8,355,347,11.5,00
0001,2016/11/01 02:45:00,4.4,3.0,355,351,11.5,00
0001,2016/11/01 03:00:00,4.6,3.6,347,347,11.5,00
0001,2016/11/01 03:15:00,4.9,4.2,1,350,11.5,00
0001,2016/11/01 03:30:00,5.4,4.6,345,350,11.5,00
0001,2016/11/01 03:45:00,5.0,4.0,0,4,11.5,00
0001,2016/11/01 04:00:00,4.9,4.0,4,0,11.5,00
0001,2016/11/01 04:15:00,5.3,4.0,340,350,11.5,00
0001,2016/11/01 04:30:00,4.0,3.0,355,352,11.5,00
0001,2016/11/01 04:45:00,5.5,3.8,9,5,11.5,00
0001,2016/11/01 05:00:00,4.6,3.4,358,1,11.5,00
0001,2016/11/01 05:15:00,5.3,4.0,7,5,11.5,00
0001,2016/11/01 05:45:00,6.0,4.6,354,5,11.5,00
0001,2016/11/01 06:00:00,7.2,5.2,341,348,11.5,00
0001,2016/11/01 06:15:00,8.2,6.8,326,324,11.5,00
0001,2016/11/01 06:30:00,8.9,7.4,326,324,11.5,00
0001,2016/11/01 06:45:00,9.5,7.8,315,313,11.5,00
0001,2016/11/01 07:00:00,8.4,6.2,331,313,11.5,00
0001,2016/11/01 07:15:00,6.2,4.8,315,312,11.5,00
0001,2016/11/01 07:30:00,5.5,3.6,320,2,11.5,00
0001,2016/11/01 07:45:00,5.3,4.0,338,340,11.5,00
0001,2016/11/01 08:00:00,7.3,5.0,316,317,11.5,00
0001,2016/11/01 08:15:00,6.7,5.2,324,320,11.5,00
0001,2016/11/01 08:30:00,5.9,4.0,327,352,11.5,00
0001,2016/11/01 08:45:00,4.6,2.6,8,42,11.5,00
0001,2016/11/01 09:00:00,3.3,1.8,68,67,11.5,00
0001,2016/11/01 09:15:00,2.7,0.8,50,87,11.5,00
0001,2016/11/01 09:30:00,1.9,0.6,120,11,11.5,00
0001,2016/11/01 09:45:00,2.1,0.8,203,199,11.5,00
0001,2016/11/01 10:00:00,2.1,0.6,182,246,11.5,00
0001,2016/11/01 10:15:00,2.9,0.4,130,154,11.5,00
0001,2016/11/01 10:30:00,5.0,3.0,295,289,11.5,00
0001,2016/11/01 10:45:00,4.5,2.8,331,317,11.5,00
0001,2016/11/01 11:00:00,8.7,6.4,331,341,11.5,00
0001,2016/11/01 11:15:00,7.6,4.9,355,1,11.5,00
0001,2016/11/01 11:30:00,5.3,2.7,341,336,11.5,00
0001,2016/11/01 11:45:00,3.3,2.0,344,320,11.5,00
0001,2016/11/01 12:00:00,4.3,2.8,326,329,11.5,00
0001,2016/11/01 12:15:00,4.3,2.2,357,352,11.5,00
0001,2016/11/01 12:30:00,2.5,0.4,324,345,11.5,00
0001,2016/11/01 12:45:00,1.8,0.4,23,70,11.5,00
0001,2016/11/01 13:00:00,2.3,1.2,1,352,11.5,00
0001,2016/11/01 13:15:00,4.0,2.6,358,350,11.5,00
0001,2016/11/01 13:30:00,4.0,2.8,8,5,11.5,00
0001,2016/11/01 13:45:00,3.0,2.0,16,5,11.5,00
0001,2016/11/01 14:00:00,2.4,1.4,16,35,11.5,00
0001,2016/11/01 14:15:00,1.8,1.0,19,15,11.5,00
0001,2016/11/01 14:30:00,2.0,1.2,8,5,11.5,00
0001,2016/11/01 15:00:00,1.0,0.0,71,64,11.5,00
0001,2016/11/01 15:15:00,1.0,0.0,45,57,11.5,00
0001,2016/11/01 15:30:00,1.6,0.2,64,53,11.5,00
0001,2016/11/01 15:45:00,1.2,0.4,53,39,11.5,00
0001,2016/11/01 16:00:00,1.7,1.0,29,30,11.5,00
0001,2016/11/01 16:15:00,1.6,0.6,37,43,11.5,00
0001,2016/11/01 16:30:00,2.1,1.2,53,50,11.5,00
0001,2016/11/01 16:45:00,2.3,1.6,18,30,11.5,00
0001,2016/11/01 17:15:00,6.0,5.0,19,11,11.5,00
0001,2016/11/01 17:30:00,6.2,4.6,30,28,11.5,00
0001,2016/11/01 17:45:00,6.9,5.6,32,30,11.5,00
0001,2016/11/01 18:00:00,8.6,6.4,33,32,11.5,00
0001,2016/11/01 18:15:00,9.1,6.4,32,30,11.5,00
0001,2016/11/01 18:30:00,8.2,6.6,37,36,11.5,00
0001,2016/11/01 18:45:00,7.6,5.6,35,35,11.5,00
0001,2016/11/01 19:00:00,9.1,5.7,36,30,11.5,00
0001,2016/11/01 19:15:00,13.5,9.8,37,45,11.5,00
0001,2016/11/01 19:30:00,14.0,10.5,45,43,11.5,00
0001,2016/11/01 19:45:00,14.3,11.0,36,45,11.5,00
0001,2016/11/01 20:00:00,13.9,9.6,37,42,11.5,00
0001,2016/11/01 20:15:00,12.5,8.8,37,42,11.5,00
0001,2016/11/01 20:30:00,13.1,9.4,40,39,11.5,00
0001,2016/11/01 20:45:00,13.5,9.8,33,40,11.5,00
0001,2016/11/01 21:00:00,11.7,8.8,33,37,11.5,00
0001,2016/11/01 21:15:00,12.6,9.4,40,32,11.5,00
0001,2016/11/01 21:30:00,11.2,8.6,30,30,11.5,00
0001,2016/11/01 21:45:00,11.7,8.2,33,29,11.5,00
0001,2016/11/01 22:00:00,10.0,7.6,37,32,11.5,00
0001,2016/11/01 22:15:00,9.7,7.0,28,25,11.5,00
0001,2016/11/01 22:30:00,9.0,6.8,30,28,11.5,00
0001,2016/11/01 22:45:00,9.3,6.6,37,29,11.5,00
0001,2016/11/01 23:00:00,10.0,7.2,49,43,11.5,00
0001,2016/11/01 23:15:00,9.4,6.4,39,43,11.5,00
0001,2016/11/01 23:30:00,9.2,6.8,36,35,11.5,00
0001,2016/11/01 23:45:00,8.9,6.8,33,35,11.5,00
0001,2016/11/02 00:00:00,10.0,6.8,45,28,11.5,00
0001,2016/11/02 00:15:00,8.5,6.2,37,28,11.5,00
0001,2016/11/02 00:30:00,8.0,5.6,37,35,11.5,00
0001,2016/11/02 00:45:00,8.4,6.4,32,30,11.5,00
0001,2016/11/02 01:00:00,8.2,6.2,30,32,11.5,00
0001,2016/11/02 01:15:00,7.9,5.8,28,30,11.5,00
0001,2016/11/02 01:30:00,8.6,6.8,30,30,11.5,00
0001,2016/11/02 01:45:00,8.5,6.0,40,37,11.5,00
0001,2016/11/02 02:00:00,9.5,6.6,33,39,11.5,00
0001,2016/11/02 02:15:00,8.4,6.6,54,39,11.5,00
0001,2016/11/02 02:30:00,9.5,6.8,47,42,11.5,00
0001,2016/11/02 02:45:00,9.8,6.8,33,45,11.5,00
0001,2016/11/02 03:00:00,9.0,6.8,45,43,11.5,00
0001,2016/11/02 03:15:00,9.4,7.0,50,40,11.5,00
0001,2016/11/02 03:30:00,9.1,6.8,45,39,11.5,00
0001,2016/11/02 03:45:00,10.1,6.8,40,35,11.5,00
0001,2016/11/02 04:00:00,9.8,7.0,30,29,11.5,00
0001,2016/11/02 04:15:00,9.1,7.2,30,29,11.5,00
0001,2016/11/02 04:30:00,9.2,7.4,29,29,11.5,00
0001,2016/11/02 04:45:00,9.1,7.2,36,29,11.5,00
0001,2016/11/02 05:00:00,8.5,6.4,36,30,11.5,00
0001,2016/11/02 05:15:00,8.9,6.2,33,28,11.5,00
0001,2016/11/02 05:30:00,9.3,6.8,25,25,11.5,00
0001,2016/11/02 05:45:00,10.2,6.8,29,26,11.5,00
0001,2016/11/02 06:00:00,9.0,7.0,30,29,11.5,00
0001,2016/11/02 06:15:00,9.7,7.2,30,25,11.5,00
0001,2016/11/02 06:30:00,9.2,7.0,29,19,11.5,00
0001,2016/11/02 06:45:00,10.2,8.0,21,25,11.5,00
0001,2016/11/02 07:00:00,9.0,7.4,29,18,11.5,00
0001,2016/11/02 07:15:00,10.2,7.6,33,28,11.5,00
0001,2016/11/02 07:30:00,9.1,6.8,18,32,11.5,00
0001,2016/11/02 07:45:00,9.8,6.6,30,29,11.5,00
0001,2016/11/02 08:00:00,9.2,6.8,35,29,11.5,00
0001,2016/11/02 08:15:00,9.8,7.2,25,23,11.5,00
0001,2016/11/02 08:30:00,9.2,7.2,25,23,11.5,00
0001,2016/11/02 08:45:00,10.4,8.2,26,29,11.5,00
0001,2016/11/02 09:00:00,10.3,7.4,28,28,11.5,00
0001,2016/11/02 09:15:00,9.1,7.0,16,22,11.5,00
