STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2007/09/01 00:00:00,1,-10.60,-4.2,1,1.4,108,108,110,11.24,9.7,00016
0001,2007/09/01 00:00:00,2,-9.60,-1.8,7.1,0.7,114,113,115,11.24,9.7,00016
0001,2007/09/01 00:00:00,3,-8.60,5,6.3,1.8,108,103,27,11.24,9.7,00016
0001,2007/09/01 00:00:00,4,-7.60,1.7,-1.9,0.7,104,94,252,11.24,9.7,00016
0001,2007/09/01 00:00:00,5,-6.60,-1.6,-1,0.6,96,87,172,11.24,9.7,00016
0001,2007/09/01 00:00:00,6,-5.60,-8.3,-4.7,1.1,88,84,122,11.24,9.7,00016
0001,2007/09/01 00:00:00,7,-4.60,-6.3,-2.4,0.9,84,84,223,11.24,9.7,00016
0001,2007/09/01 00:00:00,8,-3.60,-7.9,-4.7,0.1,75,81,95,11.24,9.7,00016
0001,2007/09/01 00:00:00,9,-2.60,-3,-0.8,1,78,84,2,11.24,9.7,00016
0001,2007/09/01 00:00:00,10,-1.60,-6.6,-35.9,-2.1,125,141,2,11.24,9.7,00016
0001,2007/09/01 01:00:00,1,-10.60,0.5,1.2,-0.5,106,103,107,11.08,9.7,00016
0001,2007/09/01 01:00:00,2,-9.60,-2.6,4.9,1.1,110,111,114,11.08,9.7,00016
0001,2007/09/01 01:00:00,3,-8.60,4.9,5.4,1.5,105,103,27,11.08,9.7,00016
0001,2007/09/01 01:00:00,4,-7.60,2.5,0.9,1.4,99,94,252,11.08,9.7,00016
0001,2007/09/01 01:00:00,5,-6.60,-3.4,-3.6,-0.6,89,77,172,11.08,9.7,00016
0001,2007/09/01 01:00:00,6,-5.60,-7.7,-4.2,0.3,86,74,122,11.08,9.7,00016
0001,2007/09/01 01:00:00,7,-4.60,-7.9,-1.7,1,84,74,223,11.08,9.7,00016
0001,2007/09/01 01:00:00,8,-3.60,-7.9,2,-0.2,91,78,95,11.08,9.7,00016
0001,2007/09/01 01:00:00,9,-2.60,-1.3,-1.1,1.7,103,102,2,11.08,9.7,00016
0001,2007/09/01 01:00:00,10,-1.60,4,-32.5,-1.2,142,148,2,11.08,9.7,00016
0001,2007/09/01 02:00:00,1,-10.60,-0.6,1.5,0.9,103,101,104,11.18,9.7,00016
0001,2007/09/01 02:00:00,2,-9.60,-4.2,2.5,-0.4,93,94,98,11.18,9.7,00016
0001,2007/09/01 02:00:00,3,-8.60,-1.3,3,0,100,102,27,11.18,9.7,00016
0001,2007/09/01 02:00:00,4,-7.60,0.1,0.7,0.1,94,91,252,11.18,9.7,00016
0001,2007/09/01 02:00:00,5,-6.60,0.3,1.3,-1.5,85,83,172,11.18,9.7,00016
0001,2007/09/01 02:00:00,6,-5.60,0.3,2.1,-0.5,76,77,122,11.18,9.7,00016
0001,2007/09/01 02:00:00,7,-4.60,-4.1,-1,-1.7,71,71,223,11.18,9.7,00016
0001,2007/09/01 02:00:00,8,-3.60,-3,0,0,71,70,95,11.18,9.7,00016
0001,2007/09/01 02:00:00,9,-2.60,-5.7,0.2,-0.8,93,84,2,11.18,9.7,00016
0001,2007/09/01 02:00:00,10,-1.60,-29,-12.8,-4,150,154,2,11.18,9.7,00016
0001,2007/09/01 03:00:00,1,-10.60,4.3,3,-1,102,102,108,11.44,9.7,00016
0001,2007/09/01 03:00:00,2,-9.60,6.8,1.1,0.6,86,85,93,11.44,9.7,00016
0001,2007/09/01 03:00:00,3,-8.60,10.9,1.9,0.5,74,75,27,11.44,9.7,00016
0001,2007/09/01 03:00:00,4,-7.60,8.7,-1.5,0.1,75,81,252,11.44,9.7,00016
0001,2007/09/01 03:00:00,5,-6.60,5.7,0.3,-0.6,88,93,172,11.44,9.7,00016
0001,2007/09/01 03:00:00,6,-5.60,-3.5,0.7,-2.1,85,85,122,11.44,9.7,00016
0001,2007/09/01 03:00:00,7,-4.60,-7.1,1.8,-0.6,92,71,223,11.44,9.7,00016
0001,2007/09/01 03:00:00,8,-3.60,-6.3,1.7,-1.8,102,63,95,11.44,9.7,00016
0001,2007/09/01 03:00:00,9,-2.60,-6.3,1.1,-0.1,107,75,2,11.44,9.7,00016
0001,2007/09/01 03:00:00,10,-1.60,-18.9,-2.1,-5.8,138,148,2,11.44,9.7,00016
0001,2007/09/01 04:00:00,1,-10.60,-0.4,-3.2,1,98,96,99,11.83,9.7,00016
0001,2007/09/01 04:00:00,2,-9.60,0.7,2.2,1.3,82,88,81,11.83,9.7,00016
