STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2007/07/01 00:00:00,5.3,3.0,75,70,11.5,00
0001,2007/07/01 00:15:00,4.4,3.0,75,57,11.5,00
0001,2007/07/01 00:30:00,4.9,3.4,52,54,11.5,00
0001,2007/07/01 00:45:00,5.0,2.4,60,53,11.5,00
0001,2007/07/01 01:00:00,3.7,2.4,61,54,11.5,00
0001,2007/07/01 01:15:00,3.0,2.2,71,57,11.5,00
0001,2007/07/01 01:30:00,2.6,1.8,67,42,11.5,00
0001,2007/07/01 01:45:00,3.2,1.6,47,32,11.5,00
0001,2007/07/01 02:00:00,3.4,1.8,25,42,11.5,00
0001,2007/07/01 02:15:00,3.1,2.2,46,43,11.5,00
0001,2007/07/01 02:30:00,3.1,2.0,54,45,11.5,00
0001,2007/07/01 02:45:00,4.1,2.4,357,37,11.5,00
0001,2007/07/01 03:00:00,3.7,2.4,53,50,11.5,00
0001,2007/07/01 03:15:00,3.3,2.0,42,59,11.5,00
0001,2007/07/01 03:30:00,3.7,2.4,23,26,11.5,00
0001,2007/07/01 03:45:00,4.0,2.6,15,18,11.5,00
0001,2007/07/01 04:00:00,3.4,2.4,23,22,11.5,00
0001,2007/07/01 04:15:00,3.4,2.4,37,36,11.5,00
0001,2007/07/01 04:30:00,2.8,1.6,30,21,11.5,00
0001,2007/07/01 04:45:00,2.2,1.2,16,14,11.5,00
0001,2007/07/01 05:00:00,2.3,1.2,21,29,11.5,00
0001,2007/07/01 05:15:00,2.5,1.4,16,30,11.5,00
0001,2007/07/01 05:30:00,2.3,1.4,37,42,11.5,00
0001,2007/07/01 05:45:00,2.1,1.4,39,45,11.5,00
0001,2007/07/01 06:00:00,3.0,2.0,11,19,11.5,00
0001,2007/07/01 06:15:00,2.8,1.8,42,33,11.5,00
0001,2007/07/01 06:30:00,2.5,1.0,30,35,11.5,00
0001,2007/07/01 06:45:00,1.6,0.6,37,42,11.5,00
0001,2007/07/01 07:00:00,1.5,0.6,91,49,11.5,00
0001,2007/07/01 07:15:00,1.2,0.6,22,52,11.5,00
0001,2007/07/01 07:30:00,1.7,0.6,39,73,11.5,00
0001,2007/07/01 07:45:00,1.7,0.8,77,82,11.5,00
0001,2007/07/01 08:00:00,2.0,0.2,98,56,11.5,00
0001,2007/07/01 08:15:00,2.1,1.0,81,78,11.5,00
0001,2007/07/01 08:30:00,1.9,0.6,80,75,11.5,00
0001,2007/07/01 08:45:00,2.0,0.6,113,95,11.5,00
0001,2007/07/01 09:00:00,1.4,0.0,90,106,11.5,00
0001,2007/07/01 09:15:00,1.7,1.0,68,54,11.5,00
0001,2007/07/01 09:30:00,1.6,0.6,59,70,11.5,00
0001,2007/07/01 09:45:00,2.4,1.0,95,101,11.5,00
0001,2007/07/01 10:00:00,2.3,1.4,111,84,11.5,00
0001,2007/07/01 10:15:00,1.1,0.4,75,74,11.5,00
0001,2007/07/01 10:30:00,1.2,0.4,90,70,11.5,00
0001,2007/07/01 10:45:00,1.2,0.2,61,67,11.5,00
0001,2007/07/01 11:00:00,0.9,0.2,46,49,11.5,00
0001,2007/07/01 11:15:00,1.0,0.2,68,50,11.5,00
0001,2007/07/01 11:30:00,1.0,0.0,60,49,11.5,00
0001,2007/07/01 11:45:00,1.4,0.8,88,47,11.5,00
0001,2007/07/01 12:00:00,1.1,0.0,43,12,11.5,00
0001,2007/07/01 12:15:00,1.6,0.4,251,239,11.5,00
0001,2007/07/01 12:30:00,1.2,0.6,260,253,11.5,00
0001,2007/07/01 12:45:00,1.5,0.6,258,271,11.5,00
0001,2007/07/01 13:00:00,2.6,1.8,282,272,11.5,00
0001,2007/07/01 13:15:00,3.0,2.2,279,278,11.5,00
0001,2007/07/01 13:30:00,3.4,2.6,277,274,11.5,00
0001,2007/07/01 13:45:00,4.0,2.8,275,278,11.5,00
0001,2007/07/01 14:00:00,3.5,2.8,260,265,11.5,00
0001,2007/07/01 14:15:00,4.9,4.0,253,247,11.5,00
0001,2007/07/01 14:30:00,4.5,3.6,237,239,11.5,00
0001,2007/07/01 14:45:00,5.2,4.0,226,239,11.5,00
0001,2007/07/01 15:00:00,5.2,4.4,243,240,11.5,00
0001,2007/07/01 15:15:00,5.6,4.6,243,244,11.5,00
0001,2007/07/01 15:30:00,7.2,6.0,234,234,11.5,00
0001,2007/07/01 15:45:00,7.1,6.0,232,236,11.5,00
0001,2007/07/01 16:00:00,8.4,2.7,230,215,11.5,00
0001,2007/07/01 16:15:00,5.9,3.4,129,125,11.5,00
0001,2007/07/01 16:30:00,6.4,2.8,140,135,11.5,00
0001,2007/07/01 16:45:00,6.5,3.1,140,135,11.5,00
0001,2007/07/01 17:00:00,5.6,1.4,143,147,11.5,00
0001,2007/07/01 17:15:00,4.2,1.1,122,144,11.5,00
0001,2007/07/01 17:30:00,2.7,0.7,125,241,11.5,00
0001,2007/07/01 17:45:00,5.6,2.0,175,178,11.5,00
0001,2007/07/01 18:00:00,4.2,1.0,209,164,11.5,00
0001,2007/07/01 18:15:00,5.0,1.3,113,150,11.5,00
0001,2007/07/01 18:30:00,7.4,1.6,129,154,11.5,00
0001,2007/07/01 18:45:00,7.7,2.6,135,137,11.5,00
0001,2007/07/01 19:00:00,6.5,1.8,95,140,11.5,00
0001,2007/07/01 19:15:00,6.9,2.0,178,161,11.5,00
0001,2007/07/01 19:30:00,7.9,4.6,170,170,11.5,00
0001,2007/07/01 19:45:00,7.6,3.8,170,171,11.5,00
0001,2007/07/01 20:00:00,7.9,4.8,177,170,11.5,00
0001,2007/07/01 20:15:00,6.1,2.3,177,163,11.5,00
0001,2007/07/01 20:30:00,4.9,1.0,135,149,11.5,00
0001,2007/07/01 20:45:00,5.6,2.0,123,135,11.5,00
0001,2007/07/01 21:00:00,6.5,2.6,119,130,11.5,00
0001,2007/07/01 21:15:00,5.8,2.4,136,137,11.5,00
0001,2007/07/01 21:30:00,5.6,2.8,112,135,11.5,00
0001,2007/07/01 21:45:00,6.1,2.8,122,132,11.5,00
0001,2007/07/01 22:00:00,6.5,2.8,147,137,11.5,00
0001,2007/07/01 22:15:00,6.5,1.8,123,137,11.5,00
0001,2007/07/01 22:30:00,7.1,1.4,127,144,11.5,00
0001,2007/07/01 22:45:00,5.6,1.0,113,157,11.5,00
0001,2007/07/01 23:00:00,6.4,1.8,172,164,11.5,00
0001,2007/07/01 23:15:00,6.2,2.9,185,174,11.5,00
0001,2007/07/01 23:30:00,5.5,2.0,168,178,11.5,00
0001,2007/07/01 23:45:00,5.1,2.9,184,171,11.5,00
0001,2007/07/02 00:00:00,4.8,2.6,187,170,11.5,00
0001,2007/07/02 00:15:00,5.0,2.8,172,171,11.5,00
0001,2007/07/02 00:30:00,4.3,1.8,184,175,11.5,00
0001,2007/07/02 00:45:00,4.0,1.4,220,222,11.5,00
0001,2007/07/02 01:00:00,2.1,0.4,135,156,11.5,00
0001,2007/07/02 01:15:00,2.7,0.6,161,139,11.5,00
0001,2007/07/02 01:30:00,4.4,0.7,122,147,11.5,00
0001,2007/07/02 01:45:00,3.8,1.1,119,139,11.5,00
0001,2007/07/02 02:00:00,4.8,2.4,116,116,11.5,00
0001,2007/07/02 02:15:00,5.7,4.0,119,112,11.5,00
0001,2007/07/02 02:30:00,5.6,2.8,135,120,11.5,00
0001,2007/07/02 02:45:00,5.6,2.8,136,133,11.5,00
0001,2007/07/02 03:00:00,5.7,2.6,135,135,11.5,00
0001,2007/07/02 03:15:00,6.4,2.6,123,135,11.5,00
0001,2007/07/02 03:30:00,5.8,1.6,184,146,11.5,00
0001,2007/07/02 03:45:00,8.1,3.4,168,168,11.5,00
0001,2007/07/02 04:00:00,8.3,3.8,170,167,11.5,00
0001,2007/07/02 04:15:00,9.6,5.0,181,171,11.5,00
0001,2007/07/02 04:30:00,9.1,3.0,167,165,11.5,00
0001,2007/07/02 04:45:00,7.9,1.6,174,156,11.5,00
0001,2007/07/02 05:00:00,7.9,2.2,122,140,11.5,00
0001,2007/07/02 05:15:00,7.8,1.8,125,142,11.5,00
0001,2007/07/02 05:30:00,8.7,2.4,122,142,11.5,00
0001,2007/07/02 05:45:00,9.0,2.4,123,140,11.5,00
0001,2007/07/02 06:00:00,7.6,1.8,80,146,11.5,00
0001,2007/07/02 06:15:00,8.7,2.2,118,146,11.5,00
0001,2007/07/02 06:30:00,10.1,2.4,122,139,11.5,00
0001,2007/07/02 06:45:00,9.0,2.6,122,137,11.5,00
0001,2007/07/02 07:00:00,8.7,2.4,127,140,11.5,00
0001,2007/07/02 07:15:00,7.4,2.2,120,136,11.5,00
0001,2007/07/02 07:30:00,7.7,2.8,167,164,11.5,00
0001,2007/07/02 07:45:00,7.5,1.8,195,157,11.5,00
0001,2007/07/02 08:00:00,5.8,1.2,132,151,11.5,00
0001,2007/07/02 08:15:00,7.0,1.4,123,151,11.5,00
0001,2007/07/02 08:30:00,7.8,1.8,178,157,11.5,00
0001,2007/07/02 08:45:00,7.2,1.4,184,156,11.5,00
0001,2007/07/02 09:00:00,6.3,1.6,192,157,11.5,00
0001,2007/07/02 09:15:00,7.5,3.6,185,167,11.5,00
0001,2007/07/02 09:30:00,6.8,3.0,181,168,11.5,00
0001,2007/07/02 09:45:00,6.3,3.2,187,170,11.5,00
0001,2007/07/02 10:00:00,5.8,2.2,175,177,11.5,00
0001,2007/07/02 10:15:00,5.6,2.8,175,170,11.5,00
0001,2007/07/02 10:30:00,5.8,2.4,168,167,11.5,00
0001,2007/07/02 10:45:00,7.0,2.2,191,167,11.5,00
0001,2007/07/02 11:00:00,7.4,4.0,170,170,11.5,00
0001,2007/07/02 11:15:00,5.8,2.4,210,188,11.5,00
0001,2007/07/02 11:30:00,7.9,6.2,209,216,11.5,00
0001,2007/07/02 11:45:00,7.4,5.4,215,219,11.5,00
0001,2007/07/02 12:00:00,5.8,4.4,219,223,11.5,00
0001,2007/07/02 12:15:00,5.3,3.8,217,215,11.5,00
0001,2007/07/02 12:30:00,5.6,4.2,217,219,11.5,00
0001,2007/07/02 12:45:00,5.3,4.2,222,220,11.5,00
0001,2007/07/02 13:00:00,5.0,3.6,225,232,11.5,00
0001,2007/07/02 13:15:00,5.9,5.0,244,240,11.5,00
0001,2007/07/02 13:30:00,5.0,3.6,233,225,11.5,00
0001,2007/07/02 13:45:00,4.4,3.0,210,220,11.5,00
0001,2007/07/02 14:00:00,3.7,2.8,222,233,11.5,00
0001,2007/07/02 14:15:00,3.5,1.8,191,196,11.5,00
0001,2007/07/02 14:30:00,3.5,1.6,133,129,11.5,00
0001,2007/07/02 14:45:00,3.9,2.0,133,132,11.5,00
0001,2007/07/02 15:00:00,5.0,4.0,101,104,11.5,00
0001,2007/07/02 15:15:00,5.1,3.6,122,112,11.5,00
0001,2007/07/02 15:30:00,4.7,3.6,129,97,11.5,00
0001,2007/07/02 15:45:00,4.3,3.2,95,70,11.5,00
0001,2007/07/02 16:00:00,4.5,3.4,43,60,11.5,00
0001,2007/07/02 16:15:00,4.6,3.6,57,53,11.5,00
0001,2007/07/02 16:30:00,5.1,4.0,37,32,11.5,00
0001,2007/07/02 16:45:00,5.1,4.0,35,32,11.5,00
0001,2007/07/02 17:00:00,5.4,4.6,28,28,11.5,00
0001,2007/07/02 17:15:00,4.7,3.4,42,37,11.5,00
