STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2018/03/01 00:00:00,0,-0.37,0.00,20.3,43.36,3.61,131.6,14.29,10.10,9.6,0000000
0001,2018/03/01 00:00:00,1,-0.87,0.00,21.3,43.40,3.67,131.6,14.28,10.10,9.6,0000000
0001,2018/03/01 00:00:00,2,-1.87,0.00,22.2,43.39,3.81,131.5,14.27,10.10,9.6,0000000
0001,2018/03/01 00:00:00,3,-2.87,0.00,23.1,43.36,3.84,131.7,14.30,10.10,9.6,0000000
0001,2018/03/01 00:00:00,4,-3.87,0.00,23.6,43.19,3.69,133.4,14.50,10.10,9.6,0000000
0001,2018/03/01 00:00:00,5,-4.87,0.00,24.9,43.11,3.81,134.5,14.63,10.10,9.6,0000000
0001,2018/03/01 00:00:00,6,-5.87,0.00,24.7,43.03,3.74,135.2,14.71,10.10,9.6,0000000
0001,2018/03/01 00:00:00,7,-6.87,0.00,24.0,42.91,3.75,134.4,14.63,10.10,9.6,0000000
0001,2018/03/01 00:00:00,8,-7.87,0.00,24.3,43.04,4.50,102.4,11.14,10.10,9.6,0000000
0001,2018/03/01 00:00:00,9,-8.87,0.00,13.8,43.77,3.85,87.3,9.45,10.10,9.6,0000000
0001,2018/03/01 00:00:00,10,-9.87,0.00,9.3,44.35,3.27,79.6,8.58,10.10,9.6,0000000
0001,2018/03/01 00:00:00,11,-9.97,0.00,7.5,44.65,6.09,77.7,8.36,10.10,9.6,0000000
0001,2018/03/01 01:00:00,0,-0.07,0.00,17.0,42.71,3.77,130.2,14.20,10.40,9.6,0000000
0001,2018/03/01 01:00:00,1,-0.57,0.00,21.4,43.07,3.81,135.0,14.69,10.40,9.6,0000000
0001,2018/03/01 01:00:00,2,-1.57,0.00,23.9,43.07,3.78,135.4,14.73,10.40,9.6,0000000
