STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2016/07/01 00:00:00,1,-10.60,2.1,3.4,-0.8,119,109,116,12.39,10.7,00016
0001,2016/07/01 00:00:00,2,-9.60,4.4,5.3,1.2,102,90,97,12.39,10.7,00016
0001,2016/07/01 00:00:00,3,-8.60,9.3,8.1,0,96,81,89,12.39,10.7,00016
0001,2016/07/01 00:00:00,4,-7.60,7.1,1.1,-0.7,99,83,92,12.39,10.7,00016
0001,2016/07/01 00:00:00,5,-6.60,3.8,-2.1,-0.3,97,87,91,12.39,10.7,00016
0001,2016/07/01 00:00:00,6,-5.60,0.1,-1.3,-1.6,94,107,88,12.39,10.7,00016
0001,2016/07/01 00:00:00,7,-4.60,3.8,-2.2,-0.1,96,87,83,12.39,10.7,00016
0001,2016/07/01 00:00:00,8,-3.60,3.8,2.7,-1.2,94,97,86,12.39,10.7,00016
0001,2016/07/01 00:00:00,9,-2.60,0,-2.5,-1.7,97,93,99,12.39,10.7,00016
0001,2016/07/01 00:00:00,10,-1.60,-3.7,-7.3,-1.5,93,91,123,12.39,10.7,00016
0001,2016/07/01 01:00:00,1,-10.60,0.7,8.7,0.6,117,103,114,12.59,10.7,00016
0001,2016/07/01 01:00:00,2,-9.60,5.7,1.8,0.5,102,88,99,12.59,10.7,00016
0001,2016/07/01 01:00:00,3,-8.60,2.1,1,-0.4,95,79,91,12.59,10.7,00016
0001,2016/07/01 01:00:00,4,-7.60,0.4,-1.4,-0.7,97,82,89,12.59,10.7,00016
0001,2016/07/01 01:00:00,5,-6.60,3.2,-1.3,0.6,99,79,92,12.59,10.7,00016
0001,2016/07/01 01:00:00,6,-5.60,1.5,-3.2,0.3,96,76,87,12.59,10.7,00016
0001,2016/07/01 01:00:00,7,-4.60,1.7,-0.5,1.5,94,92,83,12.59,10.7,00016
0001,2016/07/01 01:00:00,8,-3.60,-2.7,0.2,0,97,111,84,12.59,10.7,00016
0001,2016/07/01 01:00:00,9,-2.60,-5.6,-10.9,0.5,97,79,100,12.59,10.7,00016
0001,2016/07/01 01:00:00,10,-1.60,6.7,-7,-1.7,95,84,121,12.59,10.7,00016
0001,2016/07/01 02:00:00,1,-10.60,2,2.8,0,117,111,117,12.37,10.7,00016
0001,2016/07/01 02:00:00,2,-9.60,4.2,2.1,-0.2,105,96,105,12.37,10.7,00016
0001,2016/07/01 02:00:00,3,-8.60,1.3,4,0.6,98,91,96,12.37,10.7,00016
0001,2016/07/01 02:00:00,4,-7.60,-4.1,1.5,-0.5,101,92,100,12.37,10.7,00016
0001,2016/07/01 02:00:00,5,-6.60,1.3,0.5,-1.2,97,91,105,12.37,10.7,00016
0001,2016/07/01 02:00:00,6,-5.60,1.1,-6.4,0.4,91,84,123,12.37,10.7,00016
0001,2016/07/01 02:00:00,7,-4.60,0.6,0.3,-0.4,91,95,96,12.37,10.7,00016
0001,2016/07/01 02:00:00,8,-3.60,1.7,-0.5,-1.3,96,84,94,12.37,10.7,00016
0001,2016/07/01 02:00:00,9,-2.60,4.8,-2.2,1.4,110,80,95,12.37,10.7,00016
0001,2016/07/01 02:00:00,10,-1.60,4.4,-7,-0.9,103,90,112,12.37,10.7,00016
0001,2016/07/01 03:00:00,1,-10.60,-1.9,1,-1.3,115,112,113,11.97,10.7,00016
0001,2016/07/01 03:00:00,2,-9.60,2.1,2.1,-0.9,103,101,103,11.97,10.7,00016
0001,2016/07/01 03:00:00,3,-8.60,-4.4,-0.3,-0.8,104,104,102,11.97,10.7,00016
0001,2016/07/01 03:00:00,4,-7.60,-6.1,1.7,0.3,101,101,100,11.97,10.7,00016
0001,2016/07/01 03:00:00,5,-6.60,-4.9,-0.4,0,94,94,97,11.97,10.7,00016
0001,2016/07/01 03:00:00,6,-5.60,-4.3,-3.4,-0.6,87,92,90,11.97,10.7,00016
0001,2016/07/01 03:00:00,7,-4.60,1.6,-6.7,1.2,84,85,84,11.97,10.7,00016
0001,2016/07/01 03:00:00,8,-3.60,4.4,-7.6,-0.8,92,86,88,11.97,10.7,00016
0001,2016/07/01 03:00:00,9,-2.60,4.7,-4.4,1.7,108,84,111,11.97,10.7,00016
0001,2016/07/01 03:00:00,10,-1.60,2,0.1,-0.5,107,89,119,11.97,10.7,00016
0001,2016/07/01 04:00:00,1,-10.60,0.6,4.5,-0.1,115,116,112,11.71,10.7,00016
0001,2016/07/01 04:00:00,2,-9.60,-0.3,0,0.4,106,104,100,11.71,10.7,00016
0001,2016/07/01 04:00:00,3,-8.60,-2.3,1.7,-0.2,104,103,96,11.71,10.7,00016
0001,2016/07/01 04:00:00,4,-7.60,-6.5,0.4,-0.9,101,99,97,11.71,10.7,00016
0001,2016/07/01 04:00:00,5,-6.60,-9,-2.9,-1.5,97,95,90,11.71,10.7,00016
0001,2016/07/01 04:00:00,6,-5.60,-3.5,-1.1,-0.7,94,98,107,11.71,10.7,00016
