STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2010/09/01 00:00:00,1,-10.60,12.2,-11,4,115,84,111,12.02,9.9,00032
0001,2010/09/01 00:00:00,2,-9.60,3.6,-6,3.3,102,35,99,12.02,9.9,00032
0001,2010/09/01 00:00:00,3,-8.60,-10,3,0.6,102,29,94,12.02,9.9,00032
0001,2010/09/01 00:00:00,4,-7.60,7.9,-9.4,4.6,94,39,92,12.02,9.9,00032
0001,2010/09/01 00:00:00,5,-6.60,2.2,-4.1,2,92,61,85,12.02,9.9,00032
0001,2010/09/01 00:00:00,6,-5.60,-12,7.1,-2.5,90,64,86,12.02,9.9,00032
0001,2010/09/01 00:00:00,7,-4.60,-18.3,6.2,-3.2,89,55,88,12.02,9.9,00032
0001,2010/09/01 00:00:00,8,-3.60,-8.1,-4.6,1.1,85,45,83,12.02,9.9,00032
0001,2010/09/01 00:00:00,9,-2.60,-3.6,-11.6,3.6,77,39,83,12.02,9.9,00032
0001,2010/09/01 00:00:00,10,-1.60,0.7,-6.8,0.8,96,74,96,12.02,9.9,00032
0001,2010/09/01 01:00:00,1,-10.60,21.3,-14.3,6.4,115,79,118,11.79,9.9,00032
0001,2010/09/01 01:00:00,2,-9.60,-5.8,-1.9,0.6,112,33,100,11.79,9.9,00032
0001,2010/09/01 01:00:00,3,-8.60,4.4,-2.6,3.6,103,31,96,11.79,9.9,00032
0001,2010/09/01 01:00:00,4,-7.60,17.6,-18.7,7.4,96,43,88,11.79,9.9,00032
0001,2010/09/01 01:00:00,5,-6.60,3.7,-9.5,1.4,92,68,88,11.79,9.9,00032
0001,2010/09/01 01:00:00,6,-5.60,-3,-6.2,-0.5,104,68,92,11.79,9.9,00032
0001,2010/09/01 01:00:00,7,-4.60,-1.2,-3.2,0,92,58,94,11.79,9.9,00032
0001,2010/09/01 01:00:00,8,-3.60,-3.9,-2,1.7,77,47,86,11.79,9.9,00032
0001,2010/09/01 01:00:00,9,-2.60,-5.1,-0.9,1.4,80,40,69,11.79,9.9,00032
0001,2010/09/01 01:00:00,10,-1.60,1.7,13.2,1.8,109,82,103,11.79,9.9,00032
0001,2010/09/01 02:00:00,1,-10.60,21.7,-13.9,5.3,109,78,107,11.48,9.9,00032
0001,2010/09/01 02:00:00,2,-9.60,-15.3,8.9,-2.6,98,37,91,11.48,9.9,00032
0001,2010/09/01 02:00:00,3,-8.60,-14.4,12.3,-3.3,95,30,91,11.48,9.9,00032
0001,2010/09/01 02:00:00,4,-7.60,-17.6,14.7,-2.9,91,39,83,11.48,9.9,00032
0001,2010/09/01 02:00:00,5,-6.60,-1.3,-2.5,-0.3,86,62,83,11.48,9.9,00032
0001,2010/09/01 02:00:00,6,-5.60,-22.6,19.1,-6.1,105,74,83,11.48,9.9,00032
0001,2010/09/01 02:00:00,7,-4.60,-13.5,8.5,-2,112,57,81,11.48,9.9,00032
0001,2010/09/01 02:00:00,8,-3.60,-8.6,-5.9,-0.7,76,45,72,11.48,9.9,00032
0001,2010/09/01 02:00:00,9,-2.60,-6.8,-8.5,2.4,79,48,90,11.48,9.9,00032
0001,2010/09/01 02:00:00,10,-1.60,1.3,16.9,1.1,128,81,118,11.48,9.9,00032
0001,2010/09/01 03:00:00,1,-10.60,3.6,-2.3,2.1,108,82,108,11.29,9.9,00032
0001,2010/09/01 03:00:00,2,-9.60,-13.8,14.1,-4.3,97,36,97,11.29,9.9,00032
0001,2010/09/01 03:00:00,3,-8.60,-15.9,16.7,-3.9,90,31,86,11.29,9.9,00032
0001,2010/09/01 03:00:00,4,-7.60,-31.2,17.1,-7.5,94,44,88,11.29,9.9,00032
0001,2010/09/01 03:00:00,5,-6.60,3.6,-7.4,2.5,86,67,84,11.29,9.9,00032
0001,2010/09/01 03:00:00,6,-5.60,21.4,-15.5,5.7,89,73,86,11.29,9.9,00032
0001,2010/09/01 03:00:00,7,-4.60,-13.5,5.7,-3.5,88,56,93,11.29,9.9,00032
0001,2010/09/01 03:00:00,8,-3.60,1.2,-11.7,2.2,74,47,73,11.29,9.9,00032
0001,2010/09/01 03:00:00,9,-2.60,0.9,-5.7,2.3,82,52,77,11.29,9.9,00032
0001,2010/09/01 03:00:00,10,-1.60,-2.7,1.1,2.3,122,77,112,11.29,9.9,00032
0001,2010/09/01 04:00:00,1,-10.60,16.6,-6.2,3.3,114,81,110,11.62,9.9,00032
0001,2010/09/01 04:00:00,2,-9.60,-9.6,12.2,-1.2,101,36,97,11.62,9.9,00032
0001,2010/09/01 04:00:00,3,-8.60,-5.7,9.5,-1.7,92,31,88,11.62,9.9,00032
0001,2010/09/01 04:00:00,4,-7.60,-16.5,10.4,-2.3,94,40,91,11.62,9.9,00032
0001,2010/09/01 04:00:00,5,-6.60,-13.5,8.9,-3,93,68,91,11.62,9.9,00032
0001,2010/09/01 04:00:00,6,-5.60,14.3,-11.2,4.3,95,73,90,11.62,9.9,00032
0001,2010/09/01 04:00:00,7,-4.60,11.8,-12.3,3.6,93,61,87,11.62,9.9,00032
0001,2010/09/01 04:00:00,8,-3.60,-7,-0.7,-1.6,82,48,79,11.62,9.9,00032
0001,2010/09/01 04:00:00,9,-2.60,-1.2,-7.2,1,77,44,74,11.62,9.9,00032
0001,2010/09/01 04:00:00,10,-1.60,1.4,22.1,1.7,129,83,110,11.62,9.9,00032
0001,2010/09/01 05:00:00,1,-10.60,27.9,-14,7.4,123,77,119,11.82,9.9,00032
0001,2010/09/01 05:00:00,2,-9.60,-3,7.5,-0.4,104,35,99,11.82,9.9,00032
0001,2010/09/01 05:00:00,3,-8.60,5.3,-4.1,2.7,98,30,90,11.82,9.9,00032
0001,2010/09/01 05:00:00,4,-7.60,-8,-1.7,0.5,99,39,95,11.82,9.9,00032
0001,2010/09/01 05:00:00,5,-6.60,3.8,-4.8,2.1,90,68,89,11.82,9.9,00032
0001,2010/09/01 05:00:00,6,-5.60,6.3,-1.7,1.5,90,65,85,11.82,9.9,00032
0001,2010/09/01 05:00:00,7,-4.60,-2.5,1.2,-0.1,84,56,80,11.82,9.9,00032
0001,2010/09/01 05:00:00,8,-3.60,0,-0.4,-0.5,76,48,75,11.82,9.9,00032
0001,2010/09/01 05:00:00,9,-2.60,1.5,-6.1,2.3,69,41,67,11.82,9.9,00032
0001,2010/09/01 05:00:00,10,-1.60,1.8,5.2,1.1,110,82,98,11.82,9.9,00032
0001,2010/09/01 06:00:00,1,-10.60,44.3,-31.7,12.1,112,79,113,12.01,9.9,00032
0001,2010/09/01 06:00:00,2,-9.60,1.7,6.8,1.5,101,35,97,12.01,9.9,00032
0001,2010/09/01 06:00:00,3,-8.60,-20.6,23.1,-5.5,91,30,86,12.01,9.9,00032
0001,2010/09/01 06:00:00,4,-7.60,-2.6,2.2,-0.4,102,45,99,12.01,9.9,00032
0001,2010/09/01 06:00:00,5,-6.60,-11.5,2.4,-0.1,91,67,89,12.01,9.9,00032
0001,2010/09/01 06:00:00,6,-5.60,1.2,-0.7,1,88,71,87,12.01,9.9,00032
0001,2010/09/01 06:00:00,7,-4.60,-5.9,2.7,-1,84,54,79,12.01,9.9,00032
