STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2013/05/01 00:00:00,0,0.83,15.83,10.2,30.11,2.85,108.5,8.93,11.30,9.5,0000000
0001,2013/05/01 00:00:00,1,0.33,15.83,10.2,30.12,2.85,108.4,8.92,11.30,9.5,0000000
0001,2013/05/01 00:00:00,2,-0.67,15.83,10.6,30.12,2.86,108.1,8.90,11.30,9.5,0000000
0001,2013/05/01 00:00:00,3,-1.67,15.83,11.1,30.12,2.89,108.3,8.92,11.30,9.5,0000000
0001,2013/05/01 00:00:00,4,-2.67,15.83,11.7,30.12,2.86,108.3,8.92,11.30,9.5,0000000
0001,2013/05/01 00:00:00,5,-3.67,15.82,11.5,30.16,3.04,108.0,8.89,11.30,9.5,0000000
0001,2013/05/01 00:00:00,6,-4.67,15.81,11.8,30.21,3.42,107.3,8.84,11.30,9.5,0000000
0001,2013/05/01 00:00:00,7,-5.67,15.82,11.7,30.21,3.18,107.6,8.86,11.30,9.5,0000000
0001,2013/05/01 00:00:00,8,-6.67,15.80,11.5,30.23,3.38,107.1,8.82,11.30,9.5,0000000
0001,2013/05/01 00:00:00,9,-7.67,15.80,11.5,30.23,3.73,106.9,8.80,11.30,9.5,0000000
0001,2013/05/01 00:00:00,10,-8.67,15.81,11.4,30.23,3.51,107.1,8.82,11.30,9.5,0000000
0001,2013/05/01 00:00:00,11,-9.67,15.78,10.9,30.25,3.95,106.1,8.74,11.30,9.5,0000000
0001,2013/05/01 00:00:00,12,-9.97,15.78,10.6,30.25,11.50,106.1,8.73,11.30,9.5,0000000
0001,2013/05/01 01:00:00,0,0.73,15.83,10.3,30.11,2.72,108.5,8.94,11.20,9.5,0000000
0001,2013/05/01 01:00:00,1,0.23,15.83,10.9,30.12,2.72,108.3,8.92,11.20,9.5,0000000
0001,2013/05/01 01:00:00,2,-0.77,15.84,11.3,30.12,2.80,108.1,8.90,11.20,9.5,0000000
0001,2013/05/01 01:00:00,3,-1.77,15.83,11.5,30.13,2.79,108.0,8.89,11.20,9.5,0000000
0001,2013/05/01 01:00:00,4,-2.77,15.82,11.9,30.14,2.75,107.8,8.88,11.20,9.5,0000000
0001,2013/05/01 01:00:00,5,-3.77,15.79,12.2,30.21,2.99,106.9,8.80,11.20,9.5,0000000
0001,2013/05/01 01:00:00,6,-4.77,15.79,12.3,30.21,2.91,107.1,8.82,11.20,9.5,0000000
0001,2013/05/01 01:00:00,7,-5.77,15.77,12.0,30.23,2.88,107.0,8.82,11.20,9.5,0000000
0001,2013/05/01 01:00:00,8,-6.77,15.74,11.4,30.24,2.86,107.1,8.83,11.20,9.5,0000000
0001,2013/05/01 01:00:00,9,-7.77,15.70,11.4,30.26,2.67,107.5,8.87,11.20,9.5,0000000
0001,2013/05/01 01:00:00,10,-8.77,15.68,11.2,30.27,3.16,107.3,8.85,11.20,9.5,0000000
0001,2013/05/01 01:00:00,11,-9.77,15.67,11.3,30.27,3.49,107.2,8.85,11.20,9.5,0000000
0001,2013/05/01 01:00:00,12,-9.97,15.67,11.4,30.27,10.55,106.8,8.81,11.20,9.5,0000000
0001,2013/05/01 02:00:00,0,0.53,15.96,10.4,30.13,2.99,106.6,8.76,11.00,9.5,0000000
0001,2013/05/01 02:00:00,1,0.03,15.95,10.9,30.13,2.95,106.8,8.77,11.00,9.5,0000000
0001,2013/05/01 02:00:00,2,-0.97,15.96,11.7,30.13,3.04,106.6,8.75,11.00,9.5,0000000
0001,2013/05/01 02:00:00,3,-1.97,15.94,12.0,30.13,2.98,106.4,8.74,11.00,9.5,0000000
0001,2013/05/01 02:00:00,4,-2.97,15.83,12.2,30.19,2.85,106.2,8.74,11.00,9.5,0000000
0001,2013/05/01 02:00:00,5,-3.97,15.80,12.7,30.21,2.93,106.5,8.77,11.00,9.5,0000000
0001,2013/05/01 02:00:00,6,-4.97,15.80,12.5,30.21,2.89,106.5,8.77,11.00,9.5,0000000
0001,2013/05/01 02:00:00,7,-5.97,15.78,12.1,30.22,3.07,106.6,8.78,11.00,9.5,0000000
0001,2013/05/01 02:00:00,8,-6.97,15.75,11.4,30.24,2.81,106.6,8.79,11.00,9.5,0000000
0001,2013/05/01 02:00:00,9,-7.97,15.73,11.5,30.24,2.73,106.8,8.81,11.00,9.5,0000000
0001,2013/05/01 02:00:00,10,-8.97,15.69,10.6,30.26,2.97,106.7,8.80,11.00,9.5,0000000
0001,2013/05/01 02:00:00,11,-9.97,15.68,10.7,30.26,3.34,106.2,8.76,11.00,9.5,0000000
0001,2013/05/01 02:00:00,12,-9.97,15.68,10.6,30.26,11.00,105.7,8.72,11.00,9.5,0000000
0001,2013/05/01 03:00:00,0,0.53,15.95,10.4,30.13,2.95,104.6,8.59,11.00,9.5,0000000
0001,2013/05/01 03:00:00,1,0.03,15.93,10.9,30.13,3.03,105.0,8.63,11.00,9.5,0000000
0001,2013/05/01 03:00:00,2,-0.97,15.85,12.1,30.16,2.96,105.5,8.68,11.00,9.5,0000000
0001,2013/05/01 03:00:00,3,-1.97,15.81,12.4,30.17,2.96,105.8,8.71,11.00,9.5,0000000
0001,2013/05/01 03:00:00,4,-2.97,15.79,12.2,30.18,2.95,105.7,8.70,11.00,9.5,0000000
0001,2013/05/01 03:00:00,5,-3.97,15.78,11.9,30.20,2.98,105.6,8.70,11.00,9.5,0000000
0001,2013/05/01 03:00:00,6,-4.97,15.78,11.4,30.21,2.83,105.6,8.70,11.00,9.5,0000000
0001,2013/05/01 03:00:00,7,-5.97,15.78,11.5,30.22,3.19,105.8,8.72,11.00,9.5,0000000
0001,2013/05/01 03:00:00,8,-6.97,15.77,11.1,30.22,2.83,105.8,8.72,11.00,9.5,0000000
0001,2013/05/01 03:00:00,9,-7.97,15.69,10.4,30.25,2.90,105.7,8.72,11.00,9.5,0000000
0001,2013/05/01 03:00:00,10,-8.97,15.69,10.4,30.26,3.28,105.4,8.70,11.00,9.5,0000000
0001,2013/05/01 03:00:00,11,-9.97,15.68,10.3,30.26,4.01,105.2,8.68,11.00,9.5,0000000
0001,2013/05/01 03:00:00,12,-9.97,15.69,10.8,30.26,11.42,105.1,8.67,11.00,9.5,0000000
0001,2013/05/01 04:00:00,0,0.73,15.97,10.6,30.11,3.17,105.4,8.65,11.20,9.5,0000000
0001,2013/05/01 04:00:00,1,0.23,15.90,11.0,30.15,3.06,104.9,8.63,11.20,9.5,0000000
0001,2013/05/01 04:00:00,2,-0.77,15.85,13.0,30.16,2.89,104.5,8.60,11.20,9.5,0000000
0001,2013/05/01 04:00:00,3,-1.77,15.75,12.2,30.20,2.86,105.0,8.65,11.20,9.5,0000000
0001,2013/05/01 04:00:00,4,-2.77,15.73,12.2,30.22,2.57,105.1,8.66,11.20,9.5,0000000
0001,2013/05/01 04:00:00,5,-3.77,15.72,11.6,30.23,2.59,105.3,8.68,11.20,9.5,0000000
0001,2013/05/01 04:00:00,6,-4.77,15.73,11.6,30.22,2.56,105.5,8.70,11.20,9.5,0000000
0001,2013/05/01 04:00:00,7,-5.77,15.72,11.4,30.23,2.44,105.5,8.70,11.20,9.5,0000000
0001,2013/05/01 04:00:00,8,-6.77,15.63,9.5,30.29,2.65,104.7,8.65,11.20,9.5,0000000
0001,2013/05/01 04:00:00,9,-7.77,15.63,10.0,30.29,2.64,104.6,8.64,11.20,9.5,0000000
0001,2013/05/01 04:00:00,10,-8.77,15.63,9.8,30.29,3.00,104.6,8.63,11.20,9.5,0000000
0001,2013/05/01 04:00:00,11,-9.77,15.63,9.9,30.29,3.10,104.6,8.64,11.20,9.5,0000000
0001,2013/05/01 04:00:00,12,-9.97,15.63,10.4,30.29,10.63,104.5,8.63,11.20,9.5,0000000
0001,2013/05/01 05:00:00,0,0.93,17.14,8.3,30.08,5.54,102.3,8.21,11.40,9.6,0000000
0001,2013/05/01 05:00:00,1,0.43,17.15,8.3,30.08,2.65,102.5,8.22,11.40,9.6,0000000
0001,2013/05/01 05:00:00,2,-0.57,17.10,8.7,30.09,2.45,102.2,8.21,11.40,9.6,0000000
0001,2013/05/01 05:00:00,3,-1.57,16.52,11.0,30.10,2.78,103.4,8.40,11.40,9.6,0000000
0001,2013/05/01 05:00:00,4,-2.57,15.82,13.0,30.18,2.80,104.7,8.62,11.40,9.6,0000000
0001,2013/05/01 05:00:00,5,-3.57,15.82,12.6,30.17,2.79,104.9,8.64,11.40,9.6,0000000
0001,2013/05/01 05:00:00,6,-4.57,15.81,12.6,30.18,2.83,105.1,8.65,11.40,9.6,0000000
0001,2013/05/01 05:00:00,7,-5.57,15.82,12.5,30.18,2.71,105.1,8.66,11.40,9.6,0000000
0001,2013/05/01 05:00:00,8,-6.57,15.78,12.0,30.19,2.77,105.2,8.67,11.40,9.6,0000000
0001,2013/05/01 05:00:00,9,-7.57,15.75,11.7,30.20,2.68,105.3,8.68,11.40,9.6,0000000
0001,2013/05/01 05:00:00,10,-8.57,15.66,10.0,30.27,2.60,104.9,8.66,11.40,9.6,0000000
0001,2013/05/01 05:00:00,11,-9.57,15.65,9.8,30.29,2.79,104.3,8.61,11.40,9.6,0000000
0001,2013/05/01 05:00:00,12,-9.97,15.65,10.1,30.30,10.53,104.2,8.60,11.40,9.6,0000000
0001,2013/05/01 06:00:00,0,1.03,16.79,8.6,30.10,2.50,102.8,8.31,11.50,9.5,0000000
0001,2013/05/01 06:00:00,1,0.53,16.81,8.7,30.10,2.58,102.5,8.28,11.50,9.5,0000000
0001,2013/05/01 06:00:00,2,-0.47,16.84,9.0,30.10,5.89,102.4,8.27,11.50,9.5,0000000
