STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2005/01/01 00:00:00,2.3,0.4,170,153,11.6,00
0001,2005/01/01 00:15:00,1.8,0.4,172,167,11.6,00
0001,2005/01/01 00:30:00,1.5,0.2,125,143,11.6,00
0001,2005/01/01 00:45:00,2.5,1.0,46,40,11.6,00
0001,2005/01/01 01:00:00,4.4,3.0,30,42,11.6,00
0001,2005/01/01 01:15:00,4.3,3.0,47,45,11.6,00
0001,2005/01/01 01:30:00,4.0,2.3,56,52,11.6,00
0001,2005/01/01 01:45:00,4.7,1.2,181,158,11.6,00
0001,2005/01/01 02:00:00,4.8,1.4,191,160,11.6,00
0001,2005/01/01 02:15:00,3.8,1.2,126,119,11.6,00
0001,2005/01/01 02:30:00,4.6,3.0,102,99,11.6,00
0001,2005/01/01 02:45:00,5.4,3.8,120,108,11.6,00
0001,2005/01/01 03:00:00,5.5,3.8,113,94,11.6,00
0001,2005/01/01 03:15:00,5.6,3.8,101,77,11.6,00
0001,2005/01/01 03:30:00,5.2,3.6,92,97,11.6,00
0001,2005/01/01 03:45:00,6.5,3.8,113,120,11.6,00
0001,2005/01/01 04:00:00,6.5,3.0,135,126,11.6,00
0001,2005/01/01 04:15:00,5.9,3.6,120,109,11.6,00
0001,2005/01/01 04:30:00,5.1,3.6,68,75,11.6,00
0001,2005/01/01 04:45:00,6.8,4.0,23,36,11.6,00
0001,2005/01/01 05:00:00,6.2,4.2,26,40,11.6,00
0001,2005/01/01 05:15:00,7.1,4.9,43,50,11.6,00
0001,2005/01/01 05:30:00,7.9,6.0,57,53,11.6,00
0001,2005/01/01 05:45:00,7.6,5.9,56,53,11.6,00
0001,2005/01/01 06:00:00,7.1,5.4,53,52,11.6,00
0001,2005/01/01 06:15:00,8.3,5.6,348,12,11.6,00
0001,2005/01/01 06:30:00,9.7,8.0,351,344,11.6,00
0001,2005/01/01 06:45:00,10.2,8.2,323,330,11.6,00
0001,2005/01/01 07:00:00,11.7,8.9,345,340,11.6,00
0001,2005/01/01 07:15:00,10.2,8.0,336,338,11.6,00
0001,2005/01/01 07:30:00,8.6,5.8,329,351,11.6,00
0001,2005/01/01 07:45:00,7.4,5.2,355,357,11.6,00
0001,2005/01/01 08:00:00,10.9,8.0,324,331,11.6,00
0001,2005/01/01 08:15:00,13.7,10.2,319,323,11.6,00
0001,2005/01/01 08:30:00,15.8,11.8,316,322,11.6,00
0001,2005/01/01 08:45:00,13.3,10.0,323,329,11.6,00
0001,2005/01/01 09:00:00,13.4,10.3,341,336,11.6,00
0001,2005/01/01 09:15:00,13.1,11.0,344,334,11.6,00
0001,2005/01/01 09:30:00,12.6,10.4,330,331,11.6,00
0001,2005/01/01 09:45:00,13.0,10.6,333,327,11.6,00
0001,2005/01/01 10:00:00,12.5,10.0,340,333,11.6,00
0001,2005/01/01 10:15:00,12.6,10.0,320,327,11.6,00
0001,2005/01/01 10:30:00,11.2,9.2,344,334,11.6,00
0001,2005/01/01 10:45:00,10.8,8.4,333,340,11.6,00
0001,2005/01/01 11:00:00,10.8,9.0,337,341,11.6,00
0001,2005/01/01 11:15:00,12.3,9.0,347,340,11.6,00
0001,2005/01/01 11:30:00,11.2,7.6,341,334,11.6,00
0001,2005/01/01 11:45:00,11.2,8.0,330,333,11.6,00
0001,2005/01/01 12:00:00,10.9,8.4,345,330,11.6,00
0001,2005/01/01 12:15:00,11.0,8.9,334,324,11.6,00
0001,2005/01/01 12:30:00,11.8,9.0,330,323,11.6,00
0001,2005/01/01 12:45:00,10.4,8.0,324,329,11.6,00
0001,2005/01/01 13:00:00,13.5,9.0,331,333,11.6,00
0001,2005/01/01 13:15:00,11.4,7.8,323,331,11.6,00
0001,2005/01/01 13:30:00,11.9,8.6,324,334,11.6,00
