STATION,DATE & TIME,SEQ_NO,DEPTH(m.DL),V-E(cm/s),V-N(cm/s),V-UD(cm/s),R-E( ),R-N( ),R-UD( ),BOTTOM(m),VOLT(V),STATUS
0001,2007/01/01 00:00:00,1,-10.60,-0.2,-3.5,1.1,121,122,123,11.77,9.9,00016
0001,2007/01/01 00:00:00,2,-9.60,-0.7,-0.5,1.8,110,112,111,11.77,9.9,00016
0001,2007/01/01 00:00:00,3,-8.60,4.2,-0.4,1.8,103,104,27,11.77,9.9,00016
0001,2007/01/01 00:00:00,4,-7.60,4.9,-2.6,1.8,96,97,252,11.77,9.9,00016
0001,2007/01/01 00:00:00,5,-6.60,7.2,-2.9,1.3,90,89,172,11.77,9.9,00016
0001,2007/01/01 00:00:00,6,-5.60,11.1,-6.4,0.5,81,81,122,11.77,9.9,00016
0001,2007/01/01 00:00:00,7,-4.60,15.6,-2.3,-0.3,74,77,166,11.77,9.9,00016
0001,2007/01/01 00:00:00,8,-3.60,14.3,-0.3,-0.4,68,79,95,11.77,9.9,00016
0001,2007/01/01 00:00:00,9,-2.60,19.3,-0.1,-0.6,73,79,111,11.77,9.9,00016
0001,2007/01/01 00:00:00,10,-1.60,10.3,-2.1,-1.7,100,110,76,11.77,9.9,00016
0001,2007/01/01 01:00:00,1,-10.60,-1,4.1,1.9,122,122,123,12.02,9.9,00016
0001,2007/01/01 01:00:00,2,-9.60,-2,1.3,1.3,110,110,109,12.02,9.9,00016
0001,2007/01/01 01:00:00,3,-8.60,0.9,0.8,1,101,102,27,12.02,9.9,00016
0001,2007/01/01 01:00:00,4,-7.60,10.7,-6.2,1.8,94,94,252,12.02,9.9,00016
0001,2007/01/01 01:00:00,5,-6.60,8.4,-2.7,0.8,88,90,172,12.02,9.9,00016
0001,2007/01/01 01:00:00,6,-5.60,17.1,-7.3,0.1,83,88,122,12.02,9.9,00016
0001,2007/01/01 01:00:00,7,-4.60,18,-5.6,0.3,78,83,166,12.02,9.9,00016
0001,2007/01/01 01:00:00,8,-3.60,18,-5.8,-0.9,77,77,95,12.02,9.9,00016
0001,2007/01/01 01:00:00,9,-2.60,16.3,-8.9,-0.8,80,72,111,12.02,9.9,00016
0001,2007/01/01 01:00:00,10,-1.60,6.2,-6,1,88,89,76,12.02,9.9,00016
0001,2007/01/01 02:00:00,1,-10.60,-1.3,0.4,1.3,122,122,122,12.25,9.9,00016
0001,2007/01/01 02:00:00,2,-9.60,2.5,-0.8,1.5,110,110,112,12.25,9.9,00016
0001,2007/01/01 02:00:00,3,-8.60,6.9,1.5,1.6,103,103,27,12.25,9.9,00016
0001,2007/01/01 02:00:00,4,-7.60,10.5,1.2,2.3,94,96,252,12.25,9.9,00016
0001,2007/01/01 02:00:00,5,-6.60,16.8,-4.1,2.1,87,90,172,12.25,9.9,00016
0001,2007/01/01 02:00:00,6,-5.60,16.6,-2.2,2,82,87,122,12.25,9.9,00016
0001,2007/01/01 02:00:00,7,-4.60,13.3,-8.6,1,86,78,166,12.25,9.9,00016
0001,2007/01/01 02:00:00,8,-3.60,16.2,-11.9,1.7,87,72,95,12.25,9.9,00016
0001,2007/01/01 02:00:00,9,-2.60,11.3,-4.5,1.9,79,72,111,12.25,9.9,00016
0001,2007/01/01 02:00:00,10,-1.60,4.7,-10.8,0.7,78,85,76,12.25,9.9,00016
0001,2007/01/01 03:00:00,1,-10.60,2.7,6.9,1.3,122,120,121,12.41,9.9,00016
0001,2007/01/01 03:00:00,2,-9.60,1.6,0.7,1.4,110,109,110,12.41,9.9,00016
0001,2007/01/01 03:00:00,3,-8.60,1,3.1,1.3,103,103,27,12.41,9.9,00016
0001,2007/01/01 03:00:00,4,-7.60,4.3,7.9,1.1,96,95,252,12.41,9.9,00016
0001,2007/01/01 03:00:00,5,-6.60,4.7,5,3.2,90,90,172,12.41,9.9,00016
0001,2007/01/01 03:00:00,6,-5.60,7.2,3.8,3.2,82,88,122,12.41,9.9,00016
0001,2007/01/01 03:00:00,7,-4.60,10.9,-1,3.2,82,81,166,12.41,9.9,00016
0001,2007/01/01 03:00:00,8,-3.60,12.6,-7.4,1.5,91,78,95,12.41,9.9,00016
0001,2007/01/01 03:00:00,9,-2.60,7.2,-17,-2,82,81,111,12.41,9.9,00016
0001,2007/01/01 03:00:00,10,-1.60,3.7,-20.1,-1.7,77,84,76,12.41,9.9,00016
0001,2007/01/01 04:00:00,1,-10.60,1.1,7.9,-0.2,124,121,122,12.52,9.9,00016
0001,2007/01/01 04:00:00,2,-9.60,4.7,6.7,0.7,110,110,109,12.52,9.9,00016
0001,2007/01/01 04:00:00,3,-8.60,3.7,1.9,0,103,103,27,12.52,9.9,00016
0001,2007/01/01 04:00:00,4,-7.60,-1.4,1.6,1.5,96,96,252,12.52,9.9,00016
0001,2007/01/01 04:00:00,5,-6.60,3.9,4.4,3.7,92,91,172,12.52,9.9,00016
0001,2007/01/01 04:00:00,6,-5.60,6.5,5.7,4.9,86,88,122,12.52,9.9,00016
0001,2007/01/01 04:00:00,7,-4.60,6.4,-3,3.5,80,82,166,12.52,9.9,00016
0001,2007/01/01 04:00:00,8,-3.60,9.5,-7.8,2.3,82,72,95,12.52,9.9,00016
0001,2007/01/01 04:00:00,9,-2.60,6.5,-15.8,0.9,79,71,111,12.52,9.9,00016
0001,2007/01/01 04:00:00,10,-1.60,6.7,-12.1,0.1,72,77,76,12.52,9.9,00016
0001,2007/01/01 05:00:00,1,-10.60,-0.6,9.1,0.8,122,120,121,12.51,9.9,00016
0001,2007/01/01 05:00:00,2,-9.60,2.5,5.8,0.6,109,108,111,12.51,9.9,00016
0001,2007/01/01 05:00:00,3,-8.60,1.8,7.9,0.7,102,100,27,12.51,9.9,00016
0001,2007/01/01 05:00:00,4,-7.60,1.8,1.1,-0.9,95,94,252,12.51,9.9,00016
0001,2007/01/01 05:00:00,5,-6.60,-2.2,5.5,-0.5,91,89,172,12.51,9.9,00016
0001,2007/01/01 05:00:00,6,-5.60,0.2,4,1.9,86,85,122,12.51,9.9,00016
0001,2007/01/01 05:00:00,7,-4.60,5.5,-3.3,1.3,82,79,166,12.51,9.9,00016
0001,2007/01/01 05:00:00,8,-3.60,7.1,-5.8,0.9,82,74,95,12.51,9.9,00016
0001,2007/01/01 05:00:00,9,-2.60,6.2,-11.6,-0.8,71,70,111,12.51,9.9,00016
0001,2007/01/01 05:00:00,10,-1.60,3.3,-10.7,-1.2,69,76,76,12.51,9.9,00016
0001,2007/01/01 06:00:00,1,-10.60,2.4,7.5,1.6,122,122,121,12.45,9.9,00016
0001,2007/01/01 06:00:00,2,-9.60,-1.3,5.1,0,111,112,111,12.45,9.9,00016
0001,2007/01/01 06:00:00,3,-8.60,0.8,4.2,0.1,108,103,27,12.45,9.9,00016
0001,2007/01/01 06:00:00,4,-7.60,-0.4,6.4,1.5,101,94,252,12.45,9.9,00016
0001,2007/01/01 06:00:00,5,-6.60,6.1,4.1,0.4,91,88,172,12.45,9.9,00016
0001,2007/01/01 06:00:00,6,-5.60,0,1.5,0.1,85,84,122,12.45,9.9,00016
0001,2007/01/01 06:00:00,7,-4.60,0.2,0,0.3,80,79,166,12.45,9.9,00016
0001,2007/01/01 06:00:00,8,-3.60,3.5,-7.2,0.6,82,73,95,12.45,9.9,00016
0001,2007/01/01 06:00:00,9,-2.60,2.9,-6.6,0.8,78,73,111,12.45,9.9,00016
0001,2007/01/01 06:00:00,10,-1.60,2.4,-9,0,73,77,76,12.45,9.9,00016
0001,2007/01/01 07:00:00,1,-10.60,-2,5.3,2.8,122,122,122,12.25,9.9,00016
