STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2015/01/01 00:00:00,0,0.73,11.07,2.6,31.52,1.09,124.2,11.20,11.20,9.6,0000000
0001,2015/01/01 00:00:00,1,0.23,11.07,2.7,31.52,1.10,124.2,11.19,11.20,9.6,0000000
0001,2015/01/01 00:00:00,2,-0.77,11.07,2.8,31.52,1.14,124.1,11.19,11.20,9.6,0000000
0001,2015/01/01 00:00:00,3,-1.77,11.08,3.0,31.52,1.13,123.9,11.17,11.20,9.6,0000000
0001,2015/01/01 00:00:00,4,-2.77,11.08,2.8,31.52,1.14,123.9,11.17,11.20,9.6,0000000
0001,2015/01/01 00:00:00,5,-3.77,11.08,2.8,31.52,1.10,123.6,11.14,11.20,9.6,0000000
0001,2015/01/01 00:00:00,6,-4.77,11.11,3.2,31.54,1.14,123.2,11.10,11.20,9.6,0000000
0001,2015/01/01 00:00:00,7,-5.77,11.12,3.1,31.55,1.18,122.9,11.06,11.20,9.6,0000000
0001,2015/01/01 00:00:00,8,-6.77,11.20,3.2,31.58,1.19,121.2,10.89,11.20,9.6,0000000
0001,2015/01/01 00:00:00,9,-7.77,11.25,3.7,31.62,1.24,120.0,10.77,11.20,9.6,0000000
0001,2015/01/01 00:00:00,10,-8.77,11.26,3.4,31.67,1.36,114.7,10.29,11.20,9.6,0000000
0001,2015/01/01 00:00:00,11,-9.77,11.84,3.0,31.97,1.86,97.7,8.64,11.20,9.6,0000000
0001,2015/01/01 00:00:00,12,-9.97,12.15,3.0,32.17,8.44,83.1,7.29,11.20,9.6,0000000
0001,2015/01/01 01:00:00,0,0.83,11.07,2.4,31.54,1.18,123.6,11.14,11.30,9.6,0000000
0001,2015/01/01 01:00:00,1,0.33,11.06,2.5,31.54,1.17,123.6,11.15,11.30,9.6,0000000
0001,2015/01/01 01:00:00,2,-0.67,11.05,2.6,31.53,1.19,123.6,11.14,11.30,9.6,0000000
0001,2015/01/01 01:00:00,3,-1.67,11.05,2.8,31.53,1.25,123.3,11.11,11.30,9.6,0000000
0001,2015/01/01 01:00:00,4,-2.67,11.09,2.7,31.54,1.10,122.8,11.06,11.30,9.6,0000000
0001,2015/01/01 01:00:00,5,-3.67,11.08,2.9,31.54,1.14,122.8,11.07,11.30,9.6,0000000
