STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2005/07/01 00:00:00,3.9,1.0,189,167,11.5,00
0001,2005/07/01 00:15:00,3.5,1.0,188,165,11.5,00
0001,2005/07/01 00:30:00,2.5,1.0,181,171,11.5,00
0001,2005/07/01 00:45:00,2.5,0.6,130,143,11.5,00
0001,2005/07/01 01:00:00,3.3,2.4,78,67,11.5,00
0001,2005/07/01 01:15:00,3.4,2.0,78,92,11.5,00
0001,2005/07/01 01:30:00,2.7,1.8,105,102,11.5,00
0001,2005/07/01 01:45:00,5.0,1.4,180,137,11.5,00
0001,2005/07/01 02:00:00,5.4,2.2,122,136,11.5,00
0001,2005/07/01 02:15:00,3.9,1.4,130,118,11.5,00
0001,2005/07/01 02:30:00,3.3,2.0,120,120,11.5,00
0001,2005/07/01 02:45:00,3.1,2.6,92,94,11.5,00
0001,2005/07/01 03:00:00,2.7,1.2,94,122,11.5,00
0001,2005/07/01 03:15:00,2.3,1.0,116,113,11.5,00
0001,2005/07/01 03:30:00,2.0,0.0,133,123,11.5,00
0001,2005/07/01 03:45:00,0.9,0.0,120,73,11.5,00
0001,2005/07/01 04:00:00,2.7,1.8,105,91,11.5,00
0001,2005/07/01 04:15:00,2.8,2.2,92,91,11.5,00
0001,2005/07/01 04:30:00,3.3,2.0,85,80,11.5,00
0001,2005/07/01 04:45:00,4.6,3.6,87,87,11.5,00
0001,2005/07/01 05:00:00,5.1,4.0,94,90,11.5,00
0001,2005/07/01 05:15:00,6.2,3.6,147,116,11.5,00
0001,2005/07/01 05:30:00,6.3,2.8,132,136,11.5,00
0001,2005/07/01 05:45:00,5.6,2.6,120,105,11.5,00
0001,2005/07/01 06:00:00,3.1,1.6,94,111,11.5,00
0001,2005/07/01 06:15:00,3.1,1.0,136,139,11.5,00
0001,2005/07/01 06:30:00,6.0,2.1,185,185,11.5,00
0001,2005/07/01 06:45:00,5.6,3.6,210,201,11.5,00
0001,2005/07/01 07:00:00,5.0,3.2,222,234,11.5,00
0001,2005/07/01 07:15:00,3.2,1.2,241,248,11.5,00
0001,2005/07/01 07:30:00,1.5,1.0,279,281,11.5,00
0001,2005/07/01 07:45:00,1.4,1.0,329,327,11.5,00
0001,2005/07/01 08:00:00,1.7,1.0,329,324,11.5,00
0001,2005/07/01 08:15:00,2.0,1.4,64,45,11.5,00
0001,2005/07/01 08:30:00,1.3,0.4,293,33,11.5,00
0001,2005/07/01 08:45:00,2.3,1.6,260,271,11.5,00
0001,2005/07/01 09:00:00,3.2,2.6,253,248,11.5,00
0001,2005/07/01 09:15:00,3.0,2.4,243,243,11.5,00
0001,2005/07/01 09:30:00,2.0,1.6,253,261,11.5,00
0001,2005/07/01 09:45:00,1.5,0.6,258,292,11.5,00
0001,2005/07/01 10:00:00,0.0,0.0,0,40,11.5,00
0001,2005/07/01 10:15:00,1.3,0.4,237,205,11.5,00
0001,2005/07/01 10:30:00,3.3,2.6,247,250,11.5,00
0001,2005/07/01 10:45:00,3.5,2.6,271,271,11.5,00
0001,2005/07/01 11:00:00,4.0,3.2,268,271,11.5,00
0001,2005/07/01 11:15:00,5.4,4.4,248,251,11.5,00
0001,2005/07/01 11:30:00,5.4,4.4,240,239,11.5,00
0001,2005/07/01 11:45:00,5.5,4.6,229,230,11.5,00
0001,2005/07/01 12:00:00,5.8,4.4,226,222,11.5,00
0001,2005/07/01 12:15:00,4.8,2.8,232,217,11.5,00
0001,2005/07/01 12:30:00,7.3,5.1,241,247,11.5,00
0001,2005/07/01 12:45:00,8.7,7.4,227,234,11.5,00
0001,2005/07/01 13:00:00,8.6,7.2,230,234,11.5,00
0001,2005/07/01 13:15:00,10.1,8.6,229,227,11.5,00
0001,2005/07/01 13:30:00,11.7,8.4,223,227,11.5,00
0001,2005/07/01 13:45:00,10.9,8.0,223,223,11.5,00
0001,2005/07/01 14:00:00,11.7,6.8,199,201,11.5,00
0001,2005/07/01 14:15:00,13.4,8.6,198,196,11.5,00
0001,2005/07/01 14:30:00,14.8,5.0,163,185,11.5,00
0001,2005/07/01 14:45:00,13.5,6.6,189,191,11.5,00
0001,2005/07/01 15:00:00,11.8,6.8,196,199,11.5,00
0001,2005/07/01 15:15:00,12.6,9.4,210,213,11.5,00
0001,2005/07/01 15:30:00,13.1,10.8,215,220,11.5,00
0001,2005/07/01 15:45:00,12.8,10.2,217,222,11.5,00
0001,2005/07/01 16:00:00,13.8,11.4,212,222,11.5,00
0001,2005/07/01 16:15:00,13.7,10.6,222,225,11.5,00
0001,2005/07/01 16:30:00,13.1,10.4,220,225,11.5,00
0001,2005/07/01 16:45:00,13.2,10.2,219,225,11.5,00
0001,2005/07/01 17:00:00,12.6,10.2,222,223,11.5,00
0001,2005/07/01 17:15:00,13.3,9.8,209,220,11.5,00
0001,2005/07/01 17:30:00,12.7,10.0,217,223,11.5,00
0001,2005/07/01 17:45:00,12.3,9.6,217,223,11.5,00
0001,2005/07/01 18:00:00,11.7,9.0,213,217,11.5,00
0001,2005/07/01 18:15:00,12.3,9.8,219,215,11.5,00
0001,2005/07/01 18:30:00,12.4,9.8,215,215,11.5,00
0001,2005/07/01 18:45:00,12.1,8.7,215,210,11.5,00
0001,2005/07/01 19:00:00,10.1,7.6,208,219,11.5,00
0001,2005/07/01 19:15:00,11.0,8.4,210,215,11.5,00
0001,2005/07/01 19:30:00,11.1,8.8,212,216,11.5,00
0001,2005/07/01 19:45:00,10.9,8.8,210,215,11.5,00
0001,2005/07/01 20:00:00,10.9,8.8,212,216,11.5,00
0001,2005/07/01 20:15:00,10.9,8.8,215,208,11.5,00
0001,2005/07/01 20:30:00,10.3,7.8,212,213,11.5,00
0001,2005/07/01 20:45:00,10.2,7.4,223,216,11.5,00
0001,2005/07/01 21:00:00,9.6,7.6,212,222,11.5,00
0001,2005/07/01 21:15:00,9.1,7.2,223,220,11.5,00
0001,2005/07/01 21:30:00,8.4,6.6,215,222,11.5,00
0001,2005/07/01 21:45:00,8.9,7.0,219,220,11.5,00
0001,2005/07/01 22:00:00,9.9,7.8,217,220,11.5,00
0001,2005/07/01 22:15:00,10.9,8.7,212,219,11.5,00
0001,2005/07/01 22:30:00,11.2,9.4,213,219,11.5,00
0001,2005/07/01 22:45:00,10.9,7.8,226,227,11.5,00
0001,2005/07/01 23:00:00,9.4,8.0,229,234,11.5,00
0001,2005/07/01 23:15:00,10.2,8.4,223,225,11.5,00
0001,2005/07/01 23:30:00,9.0,5.7,213,205,11.5,00
0001,2005/07/01 23:45:00,7.3,5.6,210,210,11.5,00
0001,2005/07/02 00:00:00,6.3,5.2,223,223,11.5,00
0001,2005/07/02 00:15:00,6.5,5.0,195,202,11.5,00
0001,2005/07/02 00:30:00,6.6,5.4,212,203,11.5,00
