STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2010/01/01 00:00:00,9.1,6.8,303,302,11.6,00
0001,2010/01/01 00:15:00,9.0,6.0,312,300,11.6,00
0001,2010/01/01 00:30:00,7.5,5.8,307,306,11.6,00
0001,2010/01/01 00:45:00,6.9,5.0,307,299,11.6,00
0001,2010/01/01 01:00:00,8.3,5.4,296,291,11.6,00
0001,2010/01/01 01:15:00,7.3,4.0,288,272,11.6,00
0001,2010/01/01 01:30:00,8.3,3.3,289,270,11.6,00
0001,2010/01/01 01:45:00,5.4,3.8,295,302,11.6,00
0001,2010/01/01 02:00:00,5.1,3.2,307,306,11.6,00
0001,2010/01/01 02:15:00,5.4,3.8,317,319,11.6,00
0001,2010/01/01 02:30:00,5.0,2.6,299,322,11.6,00
0001,2010/01/01 02:45:00,5.5,3.6,30,12,11.6,00
0001,2010/01/01 03:00:00,4.9,2.2,12,350,11.6,00
0001,2010/01/01 03:15:00,4.8,2.0,338,351,11.6,00
0001,2010/01/01 03:30:00,4.1,0.8,307,46,11.6,00
0001,2010/01/01 03:45:00,4.7,1.1,36,66,11.6,00
0001,2010/01/01 04:00:00,3.4,1.8,9,19,11.6,00
0001,2010/01/01 04:15:00,2.0,0.5,5,47,11.6,00
0001,2010/01/01 04:30:00,2.1,1.2,57,64,11.6,00
0001,2010/01/01 04:45:00,3.0,2.0,35,18,11.6,00
0001,2010/01/01 05:00:00,3.1,2.0,39,25,11.6,00
0001,2010/01/01 05:15:00,2.8,1.5,2,344,11.6,00
0001,2010/01/01 05:30:00,3.4,2.2,327,338,11.6,00
0001,2010/01/01 05:45:00,5.0,1.5,267,315,11.6,00
0001,2010/01/01 06:00:00,5.8,4.6,265,260,11.6,00
0001,2010/01/01 06:15:00,6.8,5.2,248,253,11.6,00
0001,2010/01/01 06:30:00,7.8,5.6,239,250,11.6,00
0001,2010/01/01 06:45:00,8.5,6.2,248,244,11.6,00
0001,2010/01/01 07:00:00,7.8,5.4,233,244,11.6,00
0001,2010/01/01 07:15:00,8.7,6.1,240,250,11.6,00
0001,2010/01/01 07:30:00,9.6,6.8,239,247,11.6,00
0001,2010/01/01 07:45:00,10.4,8.0,240,244,11.6,00
0001,2010/01/01 08:00:00,10.8,8.0,244,246,11.6,00
0001,2010/01/01 08:15:00,10.4,8.1,248,241,11.6,00
0001,2010/01/01 08:30:00,10.4,7.6,251,250,11.6,00
0001,2010/01/01 08:45:00,10.3,7.8,241,246,11.6,00
0001,2010/01/01 09:00:00,9.8,7.4,244,240,11.6,00
0001,2010/01/01 09:15:00,9.3,7.2,240,248,11.6,00
0001,2010/01/01 09:30:00,10.5,6.6,260,253,11.6,00
0001,2010/01/01 09:45:00,9.8,6.8,251,251,11.6,00
0001,2010/01/01 10:00:00,10.0,7.2,244,246,11.6,00
0001,2010/01/01 10:15:00,9.6,6.8,230,240,11.6,00
0001,2010/01/01 10:30:00,9.3,6.8,241,239,11.6,00
0001,2010/01/01 10:45:00,9.8,6.8,239,244,11.6,00
0001,2010/01/01 11:00:00,9.3,7.0,248,247,11.6,00
0001,2010/01/01 11:15:00,9.6,6.8,236,239,11.6,00
0001,2010/01/01 11:30:00,8.3,6.7,236,240,11.6,00
0001,2010/01/01 11:45:00,8.2,5.6,241,246,11.6,00
0001,2010/01/01 12:00:00,11.4,8.0,227,232,11.6,00
0001,2010/01/01 12:15:00,11.1,8.2,233,227,11.6,00
0001,2010/01/01 12:30:00,10.8,8.6,229,229,11.6,00
0001,2010/01/01 12:45:00,11.5,8.4,215,234,11.6,00
0001,2010/01/01 13:00:00,11.3,7.8,223,227,11.6,00
0001,2010/01/01 13:15:00,11.9,6.6,225,234,11.6,00
0001,2010/01/01 13:30:00,9.8,7.0,220,234,11.6,00
0001,2010/01/01 13:45:00,7.0,4.6,234,257,11.6,00
0001,2010/01/01 14:00:00,5.6,4.0,255,257,11.6,00
0001,2010/01/01 14:15:00,5.8,4.4,244,247,11.6,00
0001,2010/01/01 14:30:00,5.4,3.6,257,248,11.6,00
0001,2010/01/01 14:45:00,4.4,2.8,247,251,11.6,00
0001,2010/01/01 15:00:00,4.8,3.4,243,241,11.6,00
0001,2010/01/01 15:15:00,5.1,3.4,237,239,11.6,00
0001,2010/01/01 15:30:00,4.9,3.1,236,239,11.6,00
