STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2014/09/01 00:00:00,0,0.23,22.40,3.9,31.58,2.26,55.4,3.99,10.70,9.5,0000000
0001,2014/09/01 00:00:00,1,-0.27,22.41,4.1,31.58,2.25,55.4,3.99,10.70,9.5,0000000
0001,2014/09/01 00:00:00,2,-1.27,22.44,5.2,31.62,2.13,56.9,4.10,10.70,9.5,0000000
0001,2014/09/01 00:00:00,3,-2.27,22.50,7.3,31.79,1.87,58.3,4.19,10.70,9.5,0000000
0001,2014/09/01 00:00:00,4,-3.27,22.55,4.3,32.08,2.89,40.0,2.87,10.70,9.5,0000000
0001,2014/09/01 00:00:00,5,-4.27,22.85,1.8,32.24,2.72,30.9,2.20,10.70,9.5,0000000
0001,2014/09/01 00:00:00,6,-5.27,21.19,1.9,32.81,1.77,25.7,1.88,10.70,9.5,0000000
0001,2014/09/01 00:00:00,7,-6.27,20.99,1.3,32.92,1.27,16.4,1.20,10.70,9.5,0000000
0001,2014/09/01 00:00:00,8,-7.27,20.97,1.2,32.95,1.25,13.2,0.97,10.70,9.5,0000000
0001,2014/09/01 00:00:00,9,-8.27,20.85,1.1,33.01,1.23,12.5,0.92,10.70,9.5,0000000
0001,2014/09/01 00:00:00,10,-9.27,20.69,1.1,33.10,3.92,9.1,0.67,10.70,9.5,0000000
0001,2014/09/01 00:00:00,11,-9.97,20.38,1.0,33.29,8.69,3.9,0.29,10.70,9.5,0000000
0001,2014/09/01 01:00:00,0,0.03,22.40,4.8,31.65,1.94,58.6,4.22,10.50,9.5,0000000
0001,2014/09/01 01:00:00,1,-0.47,22.41,5.1,31.66,1.89,58.7,4.23,10.50,9.5,0000000
0001,2014/09/01 01:00:00,2,-1.47,22.42,5.3,31.66,1.90,59.0,4.25,10.50,9.5,0000000
0001,2014/09/01 01:00:00,3,-2.47,22.47,7.0,31.80,1.78,56.8,4.08,10.50,9.5,0000000
0001,2014/09/01 01:00:00,4,-3.47,22.52,4.9,32.08,2.16,43.9,3.15,10.50,9.5,0000000
0001,2014/09/01 01:00:00,5,-4.47,21.71,2.5,32.58,1.87,27.8,2.02,10.50,9.5,0000000
0001,2014/09/01 01:00:00,6,-5.47,21.42,2.2,32.72,1.58,28.1,2.05,10.50,9.5,0000000
0001,2014/09/01 01:00:00,7,-6.47,21.19,1.6,32.80,1.29,20.7,1.52,10.50,9.5,0000000
0001,2014/09/01 01:00:00,8,-7.47,21.20,1.4,32.83,1.23,17.3,1.26,10.50,9.5,0000000
0001,2014/09/01 01:00:00,9,-8.47,21.19,1.4,32.84,1.24,16.7,1.22,10.50,9.5,0000000
0001,2014/09/01 01:00:00,10,-9.47,21.01,1.4,32.92,1.05,18.1,1.32,10.50,9.5,0000000
0001,2014/09/01 01:00:00,11,-9.97,20.83,1.1,33.00,1.56,17.0,1.25,10.50,9.5,0000000
0001,2014/09/01 02:00:00,0,0.03,22.41,6.4,31.75,1.64,62.7,4.51,10.50,9.5,0000000
0001,2014/09/01 02:00:00,1,-0.47,22.41,6.4,31.75,1.60,62.8,4.52,10.50,9.5,0000000
0001,2014/09/01 02:00:00,2,-1.47,22.42,7.0,31.75,1.59,62.4,4.49,10.50,9.5,0000000
0001,2014/09/01 02:00:00,3,-2.47,22.61,2.8,32.09,2.34,34.6,2.48,10.50,9.5,0000000
0001,2014/09/01 02:00:00,4,-3.47,22.59,3.3,32.05,2.51,36.4,2.61,10.50,9.5,0000000
0001,2014/09/01 02:00:00,5,-4.47,22.63,2.2,32.12,2.27,31.7,2.27,10.50,9.5,0000000
0001,2014/09/01 02:00:00,6,-5.47,21.82,2.7,32.55,1.82,32.1,2.32,10.50,9.5,0000000
0001,2014/09/01 02:00:00,7,-6.47,21.34,1.6,32.75,1.12,20.9,1.53,10.50,9.5,0000000
0001,2014/09/01 02:00:00,8,-7.47,20.92,1.4,32.96,1.04,17.3,1.27,10.50,9.5,0000000
