STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2004/05/01 00:00:00,6.9,5.2,191,198,11.5,00
0001,2004/05/01 00:15:00,6.5,5.2,192,203,11.5,00
0001,2004/05/01 00:30:00,5.8,4.6,212,208,11.5,00
0001,2004/05/01 00:45:00,3.9,1.2,198,160,11.5,00
0001,2004/05/01 01:00:00,3.1,1.2,125,137,11.5,00
0001,2004/05/01 01:15:00,2.9,1.0,136,130,11.5,00
0001,2004/05/01 01:30:00,2.8,1.2,187,174,11.5,00
0001,2004/05/01 01:45:00,2.9,1.2,172,184,11.5,00
0001,2004/05/01 02:00:00,1.7,0.9,244,247,11.5,00
0001,2004/05/01 02:15:00,2.4,1.6,202,215,11.5,00
0001,2004/05/01 02:30:00,2.7,1.8,210,222,11.5,00
0001,2004/05/01 02:45:00,1.6,0.8,233,254,11.5,00
0001,2004/05/01 03:00:00,1.3,0.8,281,278,11.5,00
0001,2004/05/01 03:15:00,0.8,0.0,260,251,11.5,00
0001,2004/05/01 03:30:00,1.4,0.4,188,188,11.5,00
0001,2004/05/01 03:45:00,1.3,0.0,167,315,11.5,00
0001,2004/05/01 04:00:00,1.6,0.2,188,158,11.5,00
0001,2004/05/01 04:15:00,1.1,0.2,136,132,11.5,00
0001,2004/05/01 04:30:00,1.6,0.6,123,196,11.5,00
0001,2004/05/01 04:45:00,0.8,0.2,217,47,11.5,00
0001,2004/05/01 05:00:00,2.0,1.3,320,336,11.5,00
0001,2004/05/01 05:15:00,2.8,2.4,337,334,11.5,00
0001,2004/05/01 05:30:00,3.5,2.7,2,352,11.5,00
0001,2004/05/01 05:45:00,3.7,3.0,21,28,11.5,00
0001,2004/05/01 06:00:00,3.6,3.1,43,47,11.5,00
0001,2004/05/01 06:15:00,2.8,2.2,56,49,11.5,00
0001,2004/05/01 06:30:00,2.3,1.6,47,33,11.5,00
0001,2004/05/01 06:45:00,2.8,2.0,1,5,11.5,00
0001,2004/05/01 07:00:00,3.4,2.6,57,54,11.5,00
0001,2004/05/01 07:15:00,3.5,2.6,60,61,11.5,00
