STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2006/05/01 00:00:00,16.9,13.0,208,208,11.5,00
0001,2006/05/01 00:15:00,16.1,12.0,213,203,11.5,00
0001,2006/05/01 00:30:00,17.2,12.8,215,205,11.5,00
0001,2006/05/01 00:45:00,16.2,12.0,209,206,11.5,00
0001,2006/05/01 01:00:00,14.4,11.0,196,203,11.5,00
0001,2006/05/01 01:15:00,15.3,11.8,206,205,11.5,00
0001,2006/05/01 01:30:00,16.8,11.0,215,205,11.5,00
0001,2006/05/01 01:45:00,16.8,12.4,210,203,11.5,00
0001,2006/05/01 02:00:00,15.3,11.8,213,205,11.5,00
0001,2006/05/01 02:15:00,14.9,10.4,199,202,11.5,00
0001,2006/05/01 02:30:00,16.7,12.2,212,208,11.5,00
0001,2006/05/01 02:45:00,16.3,12.6,212,209,11.5,00
0001,2006/05/01 03:00:00,16.5,12.8,209,208,11.5,00
0001,2006/05/01 03:15:00,17.2,13.2,209,205,11.5,00
0001,2006/05/01 03:30:00,18.3,13.2,212,206,11.5,00
0001,2006/05/01 03:45:00,17.9,12.6,210,206,11.5,00
0001,2006/05/01 04:00:00,16.7,12.6,209,206,11.5,00
0001,2006/05/01 04:15:00,14.7,10.8,203,208,11.5,00
0001,2006/05/01 04:30:00,14.6,11.6,212,209,11.5,00
0001,2006/05/01 04:45:00,16.2,12.4,210,210,11.5,00
0001,2006/05/01 05:00:00,15.9,12.6,212,210,11.5,00
0001,2006/05/01 05:15:00,15.3,11.2,210,212,11.5,00
0001,2006/05/01 05:30:00,13.4,10.4,209,212,11.5,00
0001,2006/05/01 05:45:00,11.7,8.8,210,209,11.5,00
0001,2006/05/01 06:00:00,10.0,6.0,199,210,11.5,00
0001,2006/05/01 06:15:00,6.5,1.8,198,303,11.5,00
0001,2006/05/01 06:30:00,7.0,4.2,330,341,11.5,00
0001,2006/05/01 06:45:00,4.5,1.8,336,244,11.5,00
0001,2006/05/01 07:00:00,9.4,7.2,215,213,11.5,00
0001,2006/05/01 07:15:00,10.9,8.4,209,208,11.5,00
0001,2006/05/01 07:30:00,14.6,10.0,195,202,11.5,00
0001,2006/05/01 07:45:00,15.4,11.2,195,202,11.5,00
0001,2006/05/01 08:00:00,14.1,11.4,203,202,11.5,00
0001,2006/05/01 08:15:00,14.9,12.2,203,205,11.5,00
0001,2006/05/01 08:30:00,16.3,12.8,208,210,11.5,00
0001,2006/05/01 08:45:00,17.1,11.2,217,206,11.5,00
0001,2006/05/01 09:00:00,15.5,12.6,203,209,11.5,00
0001,2006/05/01 09:15:00,16.2,12.4,212,216,11.5,00
0001,2006/05/01 09:30:00,13.6,11.0,203,216,11.5,00
0001,2006/05/01 09:45:00,13.9,11.0,215,215,11.5,00
0001,2006/05/01 10:00:00,14.2,11.0,217,216,11.5,00
0001,2006/05/01 10:15:00,13.7,10.8,217,216,11.5,00
0001,2006/05/01 10:30:00,13.8,11.5,212,219,11.5,00
0001,2006/05/01 10:45:00,15.9,12.6,212,217,11.5,00
0001,2006/05/01 11:00:00,17.3,14.2,212,212,11.5,00
0001,2006/05/01 11:15:00,17.0,13.8,210,210,11.5,00
0001,2006/05/01 11:30:00,17.2,13.6,217,212,11.5,00
0001,2006/05/01 11:45:00,17.3,14.4,208,213,11.5,00
0001,2006/05/01 12:00:00,19.5,15.0,215,216,11.5,00
0001,2006/05/01 12:15:00,19.3,15.8,217,216,11.5,00
0001,2006/05/01 12:30:00,19.9,16.4,213,216,11.5,00
0001,2006/05/01 12:45:00,20.3,15.8,212,215,11.5,00
0001,2006/05/01 13:00:00,21.1,17.4,215,213,11.5,00
0001,2006/05/01 13:15:00,21.2,18.0,215,213,11.5,00
0001,2006/05/01 13:30:00,22.6,17.6,210,215,11.5,00
0001,2006/05/01 13:45:00,20.7,17.2,213,215,11.5,00
0001,2006/05/01 14:00:00,21.3,16.4,210,212,11.5,00
0001,2006/05/01 14:15:00,21.1,16.4,215,212,11.5,00
0001,2006/05/01 14:30:00,21.0,16.2,210,212,11.5,00
0001,2006/05/01 14:45:00,21.1,16.6,210,212,11.5,00
0001,2006/05/01 15:00:00,20.9,15.6,217,210,11.5,00
0001,2006/05/01 15:15:00,21.8,15.8,201,210,11.5,00
0001,2006/05/01 15:30:00,20.9,15.6,208,209,11.5,00
0001,2006/05/01 15:45:00,19.5,15.0,208,208,11.5,00
0001,2006/05/01 16:00:00,21.7,15.8,210,210,11.5,00
0001,2006/05/01 16:15:00,19.4,15.0,208,212,11.5,00
0001,2006/05/01 16:30:00,20.8,15.8,212,213,11.5,00
0001,2006/05/01 16:45:00,20.8,15.6,212,213,11.5,00
0001,2006/05/01 17:00:00,20.5,15.8,215,215,11.5,00
0001,2006/05/01 17:15:00,20.7,15.8,219,212,11.5,00
0001,2006/05/01 17:30:00,20.1,15.0,213,210,11.5,00
0001,2006/05/01 17:45:00,18.9,14.2,212,212,11.5,00
0001,2006/05/01 18:00:00,19.5,14.8,195,202,11.5,00
0001,2006/05/01 18:15:00,19.3,13.6,192,199,11.5,00
0001,2006/05/01 18:30:00,19.7,14.0,199,199,11.5,00
0001,2006/05/01 18:45:00,18.1,12.8,195,199,11.5,00
0001,2006/05/01 19:00:00,17.1,12.2,208,202,11.5,00
0001,2006/05/01 19:15:00,16.1,12.4,201,202,11.5,00
0001,2006/05/01 19:30:00,15.9,12.4,203,205,11.5,00
0001,2006/05/01 19:45:00,14.4,11.0,203,209,11.5,00
0001,2006/05/01 20:00:00,13.8,10.6,199,201,11.5,00
0001,2006/05/01 20:15:00,15.3,11.7,201,201,11.5,00
0001,2006/05/01 20:30:00,16.0,12.6,202,203,11.5,00
0001,2006/05/01 20:45:00,17.7,14.0,210,209,11.5,00
0001,2006/05/01 21:00:00,18.0,15.2,208,210,11.5,00
0001,2006/05/01 21:15:00,19.6,14.8,212,206,11.5,00
0001,2006/05/01 21:30:00,17.0,13.6,215,209,11.5,00
0001,2006/05/01 21:45:00,17.5,13.6,210,215,11.5,00
0001,2006/05/01 22:00:00,17.8,14.2,215,210,11.5,00
0001,2006/05/01 22:15:00,18.5,14.4,202,210,11.5,00
0001,2006/05/01 22:30:00,16.1,12.8,208,209,11.5,00
0001,2006/05/01 22:45:00,15.1,11.0,203,199,11.5,00
0001,2006/05/01 23:00:00,14.2,10.0,202,199,11.5,00
0001,2006/05/01 23:15:00,13.1,8.6,198,201,11.5,00
0001,2006/05/01 23:30:00,12.2,9.4,201,202,11.5,00
0001,2006/05/01 23:45:00,12.4,10.0,209,205,11.5,00
0001,2006/05/02 00:00:00,11.9,9.6,198,202,11.5,00
0001,2006/05/02 00:15:00,12.0,9.6,210,206,11.5,00
0001,2006/05/02 00:30:00,12.2,10.0,206,209,11.5,00
0001,2006/05/02 00:45:00,11.8,9.2,208,205,11.5,00
0001,2006/05/02 01:00:00,10.7,8.4,212,208,11.5,00
0001,2006/05/02 01:15:00,9.1,7.4,212,208,11.5,00
0001,2006/05/02 01:30:00,8.2,6.6,212,203,11.5,00
0001,2006/05/02 01:45:00,9.0,6.7,208,201,11.5,00
0001,2006/05/02 02:00:00,9.3,7.6,210,206,11.5,00
0001,2006/05/02 02:15:00,8.6,7.0,213,209,11.5,00
0001,2006/05/02 02:30:00,8.4,6.4,199,199,11.5,00
0001,2006/05/02 02:45:00,7.8,5.8,196,196,11.5,00
0001,2006/05/02 03:00:00,6.5,5.4,203,210,11.5,00
0001,2006/05/02 03:15:00,6.2,5.2,212,209,11.5,00
0001,2006/05/02 03:30:00,6.3,5.6,208,208,11.5,00
0001,2006/05/02 03:45:00,6.5,4.8,230,226,11.5,00
0001,2006/05/02 04:00:00,5.7,3.0,240,255,11.5,00
0001,2006/05/02 04:15:00,4.1,2.6,248,293,11.5,00
0001,2006/05/02 04:30:00,2.9,1.4,320,309,11.5,00
0001,2006/05/02 04:45:00,3.6,2.8,350,336,11.5,00
0001,2006/05/02 05:00:00,3.6,3.0,354,357,11.5,00
0001,2006/05/02 05:15:00,4.6,3.6,347,334,11.5,00
0001,2006/05/02 05:30:00,5.5,4.8,4,354,11.5,00
0001,2006/05/02 05:45:00,5.7,4.8,9,15,11.5,00
0001,2006/05/02 06:00:00,6.6,5.6,4,5,11.5,00
0001,2006/05/02 06:15:00,9.1,6.8,19,7,11.5,00
0001,2006/05/02 06:30:00,11.2,9.4,35,32,11.5,00
0001,2006/05/02 06:45:00,12.4,9.8,47,45,11.5,00
0001,2006/05/02 07:00:00,10.6,8.6,43,49,11.5,00
0001,2006/05/02 07:15:00,9.8,7.6,53,56,11.5,00
0001,2006/05/02 07:30:00,10.3,8.2,61,61,11.5,00
0001,2006/05/02 07:45:00,10.9,8.2,67,63,11.5,00
0001,2006/05/02 08:00:00,9.9,6.8,71,66,11.5,00
0001,2006/05/02 08:15:00,10.2,7.6,67,71,11.5,00
0001,2006/05/02 08:30:00,12.4,9.0,87,84,11.5,00
0001,2006/05/02 08:45:00,9.3,7.2,94,94,11.5,00
0001,2006/05/02 09:00:00,8.6,6.6,108,94,11.5,00
0001,2006/05/02 09:15:00,8.3,5.8,68,82,11.5,00
0001,2006/05/02 09:30:00,9.1,6.0,60,54,11.5,00
0001,2006/05/02 09:45:00,7.9,5.8,43,42,11.5,00
0001,2006/05/02 10:00:00,7.3,5.4,73,56,11.5,00
0001,2006/05/02 10:15:00,10.2,7.3,32,37,11.5,00
0001,2006/05/02 10:30:00,11.5,9.6,30,35,11.5,00
0001,2006/05/02 10:45:00,11.6,9.2,21,14,11.5,00
0001,2006/05/02 11:00:00,14.1,10.2,315,336,11.5,00
0001,2006/05/02 11:15:00,14.8,12.0,75,77,11.5,00
0001,2006/05/02 11:30:00,13.3,9.6,92,85,11.5,00
0001,2006/05/02 11:45:00,15.4,8.7,73,60,11.5,00
0001,2006/05/02 12:00:00,10.9,7.0,54,37,11.5,00
0001,2006/05/02 12:15:00,10.5,7.9,33,33,11.5,00
0001,2006/05/02 12:30:00,13.5,10.4,53,40,11.5,00
0001,2006/05/02 12:45:00,13.4,10.4,42,36,11.5,00
0001,2006/05/02 13:00:00,11.7,8.6,49,45,11.5,00
0001,2006/05/02 13:15:00,12.2,9.0,42,43,11.5,00
0001,2006/05/02 13:30:00,12.7,8.6,53,45,11.5,00
0001,2006/05/02 13:45:00,12.1,9.4,53,40,11.5,00
0001,2006/05/02 14:00:00,10.9,8.8,53,43,11.5,00
0001,2006/05/02 14:15:00,10.0,7.6,35,39,11.5,00
0001,2006/05/02 14:30:00,9.5,7.0,47,45,11.5,00
0001,2006/05/02 14:45:00,11.3,8.2,57,52,11.5,00
0001,2006/05/02 15:00:00,10.9,7.7,59,52,11.5,00
0001,2006/05/02 15:15:00,10.9,7.4,42,42,11.5,00
0001,2006/05/02 15:30:00,11.1,9.0,47,45,11.5,00
0001,2006/05/02 15:45:00,11.1,8.8,35,37,11.5,00
0001,2006/05/02 16:00:00,12.0,8.4,37,46,11.5,00
0001,2006/05/02 16:15:00,9.7,6.7,49,47,11.5,00
0001,2006/05/02 16:30:00,9.5,6.8,53,50,11.5,00
0001,2006/05/02 16:45:00,9.7,7.0,64,52,11.5,00
0001,2006/05/02 17:00:00,12.8,8.8,53,53,11.5,00
0001,2006/05/02 17:15:00,13.0,9.8,37,47,11.5,00
0001,2006/05/02 17:30:00,12.1,8.6,53,53,11.5,00
0001,2006/05/02 17:45:00,10.9,7.9,56,49,11.5,00
0001,2006/05/02 18:00:00,9.8,7.8,56,52,11.5,00
0001,2006/05/02 18:15:00,11.5,8.6,43,53,11.5,00
0001,2006/05/02 18:30:00,12.1,8.6,49,46,11.5,00
