STATION0,DATE & TIME,SEQ_NO,DEPTH(m.DL),TEMP(deg),Chl-a(ug/l),SAL(psu),SS(mg/l),DO(%),DO(mg/l),BOTTOM(m),VOLT(V),STATUS
0001,2009/01/29 17:00:00,0,1.13,10.26,28.6,31.52,3.80,134.6,12.35,11.60,9.6,0000000
0001,2009/01/29 17:00:00,1,0.63,10.26,27.5,31.52,3.74,135.2,12.41,11.60,9.6,0000000
0001,2009/01/29 17:00:00,2,-0.37,10.26,28.5,31.52,4.02,133.8,12.28,11.60,9.6,0000000
0001,2009/01/29 17:00:00,3,-1.37,10.27,28.9,31.53,3.95,130.3,11.95,11.60,9.6,0000000
0001,2009/01/29 17:00:00,4,-2.37,10.34,29.2,31.58,4.04,125.9,11.53,11.60,9.6,0000000
0001,2009/01/29 17:00:00,5,-3.37,10.48,24.4,31.70,3.99,113.7,10.37,11.60,9.6,0000000
0001,2009/01/29 17:00:00,6,-4.37,10.49,22.8,31.78,3.84,103.1,9.40,11.60,9.6,0000000
0001,2009/01/29 17:00:00,7,-5.37,11.18,21.1,32.23,3.65,76.5,6.85,11.60,9.6,0000000
0001,2009/01/29 17:00:00,8,-6.37,11.86,16.2,32.74,3.41,68.8,6.05,11.60,9.6,0000000
0001,2009/01/29 17:00:00,9,-7.37,12.07,12.5,32.93,3.05,66.1,5.78,11.60,9.6,0000000
0001,2009/01/29 17:00:00,10,-8.37,12.90,5.3,33.37,2.58,57.9,4.96,11.60,9.6,0000000
0001,2009/01/29 17:00:00,11,-9.37,12.95,4.1,33.40,4.27,57.7,4.93,11.60,9.6,0000000
0001,2009/01/29 17:00:00,12,-9.97,12.96,3.9,33.39,3.10,58.0,4.96,11.60,9.6,0000000
0001,2009/01/29 18:00:00,0,1.23,10.24,24.9,31.55,3.62,130.7,12.00,11.70,9.6,0000000
0001,2009/01/29 18:00:00,1,0.73,10.24,26.6,31.54,3.58,130.9,12.01,11.70,9.6,0000000
0001,2009/01/29 18:00:00,2,-0.27,10.25,28.1,31.55,3.87,129.2,11.86,11.70,9.6,0000000
0001,2009/01/29 18:00:00,3,-1.27,10.30,28.3,31.58,3.91,127.5,11.68,11.70,9.6,0000000
0001,2009/01/29 18:00:00,4,-2.27,10.29,28.5,31.58,3.83,126.1,11.55,11.70,9.6,0000000
0001,2009/01/29 18:00:00,5,-3.27,10.41,28.4,31.66,3.98,120.2,10.99,11.70,9.6,0000000
0001,2009/01/29 18:00:00,6,-4.27,10.44,27.8,31.72,4.15,118.2,10.79,11.70,9.6,0000000
0001,2009/01/29 18:00:00,7,-5.27,11.69,17.9,32.62,4.02,71.8,6.34,11.70,9.6,0000000
0001,2009/01/29 18:00:00,8,-6.27,11.97,13.3,32.88,3.17,69.2,6.07,11.70,9.6,0000000
0001,2009/01/29 18:00:00,9,-7.27,12.70,7.9,33.30,2.70,58.3,5.02,11.70,9.6,0000000
0001,2009/01/29 18:00:00,10,-8.27,12.96,3.4,33.41,2.66,57.3,4.90,11.70,9.6,0000000
0001,2009/01/29 18:00:00,11,-9.27,12.97,3.9,33.40,2.95,57.7,4.94,11.70,9.6,0000000
0001,2009/01/29 18:00:00,12,-9.97,12.97,4.3,33.38,3.51,58.1,4.98,11.70,9.6,0000000
0001,2009/01/29 19:00:00,0,1.13,10.45,21.8,31.62,3.35,119.9,10.94,11.60,9.6,0000000
0001,2009/01/29 19:00:00,1,0.63,10.48,22.7,31.63,3.40,119.7,10.93,11.60,9.6,0000000
0001,2009/01/29 19:00:00,2,-0.37,10.48,22.8,31.63,3.53,119.4,10.90,11.60,9.6,0000000
0001,2009/01/29 19:00:00,3,-1.37,10.50,24.9,31.64,3.60,118.8,10.83,11.60,9.6,0000000
0001,2009/01/29 19:00:00,4,-2.37,10.52,24.4,31.64,3.39,118.1,10.77,11.60,9.6,0000000
0001,2009/01/29 19:00:00,5,-3.37,10.53,24.4,31.66,3.62,116.8,10.64,11.60,9.6,0000000
0001,2009/01/29 19:00:00,6,-4.37,10.56,23.5,31.67,3.39,115.7,10.53,11.60,9.6,0000000
