STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2011/03/01 00:00:00,10.6,8.8,348,343,11.6,00
0001,2011/03/01 00:15:00,10.9,9.2,343,343,11.6,00
0001,2011/03/01 00:30:00,11.3,9.2,354,351,11.6,00
0001,2011/03/01 00:45:00,11.0,9.0,354,350,11.6,00
0001,2011/03/01 01:00:00,10.8,9.0,341,341,11.6,00
0001,2011/03/01 01:15:00,10.6,8.8,357,345,11.6,00
0001,2011/03/01 01:30:00,10.1,8.0,357,351,11.6,00
0001,2011/03/01 01:45:00,9.6,7.6,355,348,11.6,00
0001,2011/03/01 02:00:00,9.0,7.0,352,358,11.6,00
0001,2011/03/01 02:15:00,8.6,7.2,22,18,11.6,00
0001,2011/03/01 02:30:00,8.9,6.2,33,30,11.6,00
0001,2011/03/01 02:45:00,8.4,6.2,33,33,11.6,00
0001,2011/03/01 03:00:00,9.0,6.6,45,42,11.6,00
0001,2011/03/01 03:15:00,10.6,7.2,42,42,11.6,00
0001,2011/03/01 03:30:00,8.7,5.4,37,11,11.6,00
0001,2011/03/01 03:45:00,7.1,5.2,4,351,11.6,00
0001,2011/03/01 04:00:00,7.7,5.4,341,348,11.6,00
0001,2011/03/01 04:15:00,6.5,5.2,354,338,11.6,00
0001,2011/03/01 04:30:00,6.6,4.8,358,354,11.6,00
0001,2011/03/01 04:45:00,6.4,4.8,358,348,11.6,00
0001,2011/03/01 05:00:00,7.2,5.6,0,1,11.6,00
0001,2011/03/01 05:15:00,7.9,6.0,15,12,11.6,00
0001,2011/03/01 05:30:00,8.3,5.6,9,11,11.6,00
0001,2011/03/01 05:45:00,7.3,5.8,16,12,11.6,00
0001,2011/03/01 06:00:00,8.0,6.0,26,25,11.6,00
0001,2011/03/01 06:15:00,8.0,6.4,22,26,11.6,00
0001,2011/03/01 06:30:00,7.7,5.4,40,25,11.6,00
0001,2011/03/01 06:45:00,6.8,5.4,16,29,11.6,00
0001,2011/03/01 07:00:00,6.5,4.8,30,18,11.6,00
0001,2011/03/01 07:15:00,5.9,4.2,2,358,11.6,00
0001,2011/03/01 07:30:00,5.4,3.8,350,350,11.6,00
0001,2011/03/01 07:45:00,6.1,4.2,355,350,11.6,00
0001,2011/03/01 08:00:00,5.8,4.2,357,354,11.6,00
0001,2011/03/01 08:15:00,5.8,4.4,2,355,11.6,00
0001,2011/03/01 08:30:00,5.6,4.2,14,4,11.6,00
0001,2011/03/01 08:45:00,6.6,5.4,15,15,11.6,00
0001,2011/03/01 09:00:00,6.5,5.2,18,12,11.6,00
0001,2011/03/01 09:15:00,6.6,5.0,5,11,11.6,00
0001,2011/03/01 09:30:00,6.9,5.2,19,19,11.6,00
0001,2011/03/01 09:45:00,7.1,5.6,16,22,11.6,00
0001,2011/03/01 10:00:00,6.6,5.3,23,23,11.6,00
0001,2011/03/01 10:15:00,5.9,4.4,18,30,11.6,00
0001,2011/03/01 10:30:00,5.2,3.6,37,35,11.6,00
0001,2011/03/01 10:45:00,3.6,2.4,50,47,11.6,00
0001,2011/03/01 11:00:00,3.1,2.2,47,47,11.6,00
0001,2011/03/01 11:15:00,3.0,2.2,47,30,11.6,00
0001,2011/03/01 11:30:00,3.3,2.0,28,40,11.6,00
0001,2011/03/01 11:45:00,2.8,1.4,49,45,11.6,00
0001,2011/03/01 12:00:00,3.9,2.4,40,37,11.6,00
0001,2011/03/01 12:15:00,4.4,3.2,46,40,11.6,00
0001,2011/03/01 12:30:00,4.4,2.8,40,40,11.6,00
0001,2011/03/01 12:45:00,4.0,2.6,37,37,11.6,00
0001,2011/03/01 13:00:00,3.5,2.0,50,30,11.6,00
0001,2011/03/01 13:15:00,3.3,2.2,57,47,11.6,00
0001,2011/03/01 13:30:00,2.8,1.6,53,46,11.6,00
0001,2011/03/01 13:45:00,2.8,1.8,61,52,11.6,00
0001,2011/03/01 14:00:00,2.7,1.2,61,61,11.6,00
0001,2011/03/01 14:15:00,3.2,1.8,71,67,11.6,00
0001,2011/03/01 14:30:00,3.3,1.0,94,123,11.6,00
0001,2011/03/01 14:45:00,2.6,1.0,91,102,11.6,00
0001,2011/03/01 15:00:00,2.7,1.4,90,82,11.6,00
0001,2011/03/01 15:15:00,3.4,2.0,54,43,11.6,00
0001,2011/03/01 15:45:00,3.1,2.2,26,15,11.6,00
0001,2011/03/01 16:00:00,3.3,2.4,315,343,11.6,00
0001,2011/03/01 16:15:00,4.3,3.0,341,350,11.6,00
0001,2011/03/01 16:30:00,5.6,4.4,15,12,11.6,00
0001,2011/03/01 16:45:00,5.8,5.0,8,1,11.6,00
0001,2011/03/01 17:00:00,6.5,5.6,2,0,11.6,00
0001,2011/03/01 17:15:00,7.2,5.8,7,12,11.6,00
0001,2011/03/01 17:30:00,6.9,5.4,16,23,11.6,00
0001,2011/03/01 17:45:00,7.4,6.0,23,18,11.6,00
0001,2011/03/01 18:00:00,9.2,7.2,7,11,11.6,00
0001,2011/03/01 18:15:00,9.1,7.6,5,5,11.6,00
0001,2011/03/01 18:30:00,8.5,6.8,9,9,11.6,00
0001,2011/03/01 18:45:00,10.0,7.2,12,7,11.6,00
0001,2011/03/01 19:00:00,9.2,7.6,14,11,11.6,00
0001,2011/03/01 19:15:00,9.1,7.4,9,14,11.6,00
0001,2011/03/01 19:30:00,8.5,6.8,11,11,11.6,00
0001,2011/03/01 19:45:00,9.1,7.0,11,14,11.6,00
0001,2011/03/01 20:00:00,9.4,7.8,5,9,11.6,00
0001,2011/03/01 20:15:00,9.0,5.6,9,14,11.6,00
0001,2011/03/01 20:30:00,10.1,7.5,26,23,11.6,00
0001,2011/03/01 20:45:00,8.7,7.2,14,16,11.6,00
0001,2011/03/01 22:00:00,7.5,6.2,16,16,11.6,00
0001,2011/03/01 22:15:00,8.2,6.8,21,8,11.6,00
0001,2011/03/01 22:30:00,8.7,7.0,0,5,11.6,00
0001,2011/03/01 22:45:00,7.9,5.9,12,12,11.6,00
0001,2011/03/01 23:00:00,6.5,4.2,7,354,11.6,00
0001,2011/03/01 23:15:00,6.4,4.4,12,0,11.6,00
0001,2011/03/01 23:30:00,6.6,4.7,4,12,11.6,00
0001,2011/03/01 23:45:00,6.1,4.8,14,7,11.6,00
0001,2011/03/02 00:00:00,5.9,4.8,4,0,11.6,00
0001,2011/03/02 00:15:00,7.1,5.6,338,329,11.6,00
0001,2011/03/02 00:30:00,8.3,6.0,317,326,11.6,00
0001,2011/03/02 00:45:00,7.1,5.8,341,337,11.6,00
0001,2011/03/02 01:00:00,7.1,5.2,338,337,11.6,00
0001,2011/03/02 01:15:00,6.2,5.0,345,330,11.6,00
0001,2011/03/02 01:30:00,5.6,4.4,329,330,11.6,00
0001,2011/03/02 01:45:00,5.4,4.2,343,334,11.6,00
0001,2011/03/02 02:00:00,5.9,5.0,352,340,11.6,00
0001,2011/03/02 02:15:00,5.8,5.0,354,355,11.6,00
0001,2011/03/02 02:30:00,6.1,4.4,7,5,11.6,00
0001,2011/03/02 02:45:00,4.3,3.2,23,25,11.6,00
0001,2011/03/02 03:00:00,4.4,3.0,16,14,11.6,00
0001,2011/03/02 03:15:00,4.9,3.4,4,5,11.6,00
0001,2011/03/02 03:30:00,4.4,3.0,355,5,11.6,00
0001,2011/03/02 03:45:00,5.4,3.4,7,15,11.6,00
0001,2011/03/02 04:00:00,5.6,4.4,25,21,11.6,00
0001,2011/03/02 04:15:00,5.2,3.8,21,22,11.6,00
0001,2011/03/02 04:30:00,4.2,3.0,22,14,11.6,00
0001,2011/03/02 04:45:00,3.6,2.8,22,22,11.6,00
0001,2011/03/02 05:00:00,4.1,2.8,21,30,11.6,00
0001,2011/03/02 05:15:00,3.9,2.4,33,43,11.6,00
0001,2011/03/02 05:30:00,5.2,3.6,57,53,11.6,00
0001,2011/03/02 05:45:00,5.4,3.8,63,59,11.6,00
0001,2011/03/02 06:00:00,5.4,3.8,61,61,11.6,00
0001,2011/03/02 06:15:00,4.4,3.2,64,50,11.6,00
0001,2011/03/02 06:30:00,4.6,3.4,52,57,11.6,00
0001,2011/03/02 06:45:00,4.0,2.8,68,53,11.6,00
0001,2011/03/02 07:00:00,3.6,2.6,54,56,11.6,00
0001,2011/03/02 07:15:00,4.7,3.4,57,59,11.6,00
0001,2011/03/02 07:30:00,5.0,3.4,53,54,11.6,00
0001,2011/03/02 07:45:00,5.9,4.2,57,54,11.6,00
0001,2011/03/02 08:00:00,7.3,4.8,57,57,11.6,00
0001,2011/03/02 08:15:00,6.4,3.6,50,45,11.6,00
0001,2011/03/02 08:30:00,7.6,4.9,67,60,11.6,00
0001,2011/03/02 08:45:00,7.0,5.4,70,73,11.6,00
0001,2011/03/02 09:00:00,8.4,6.4,88,82,11.6,00
0001,2011/03/02 09:15:00,9.1,6.2,99,102,11.6,00
0001,2011/03/02 09:30:00,7.9,5.0,104,101,11.6,00
0001,2011/03/02 09:45:00,7.1,4.4,104,102,11.6,00
0001,2011/03/02 10:00:00,6.8,4.2,99,102,11.6,00
0001,2011/03/02 10:15:00,6.8,4.1,99,101,11.6,00
0001,2011/03/02 10:30:00,5.4,2.6,113,113,11.6,00
0001,2011/03/02 10:45:00,5.6,2.6,125,122,11.6,00
0001,2011/03/02 11:00:00,4.8,2.2,120,122,11.6,00
0001,2011/03/02 11:15:00,4.0,2.0,130,132,11.6,00
0001,2011/03/02 11:30:00,4.7,1.6,106,120,11.6,00
0001,2011/03/02 11:45:00,2.5,0.2,153,150,11.6,00
0001,2011/03/02 12:00:00,3.6,1.2,157,154,11.6,00
0001,2011/03/02 12:15:00,3.5,0.8,175,164,11.6,00
0001,2011/03/02 12:30:00,4.6,2.0,168,165,11.6,00
0001,2011/03/02 12:45:00,5.0,1.6,189,157,11.6,00
0001,2011/03/02 13:00:00,5.2,2.2,164,164,11.6,00
0001,2011/03/02 13:15:00,4.4,1.6,161,160,11.6,00
0001,2011/03/02 13:30:00,5.4,1.6,158,167,11.6,00
0001,2011/03/02 13:45:00,4.8,2.0,154,164,11.6,00
0001,2011/03/02 14:00:00,4.2,1.6,177,171,11.6,00
0001,2011/03/02 14:15:00,3.3,1.4,199,189,11.6,00
0001,2011/03/02 14:30:00,2.8,2.0,185,225,11.6,00
0001,2011/03/02 14:45:00,4.0,2.8,234,230,11.6,00
0001,2011/03/02 15:00:00,4.7,3.5,244,239,11.6,00
0001,2011/03/02 15:15:00,5.2,3.8,239,240,11.6,00
0001,2011/03/02 15:30:00,5.1,3.3,241,230,11.6,00
0001,2011/03/02 15:45:00,4.0,2.8,225,229,11.6,00
0001,2011/03/02 16:00:00,4.0,3.0,230,234,11.6,00
0001,2011/03/02 16:15:00,4.8,3.0,255,248,11.6,00
0001,2011/03/02 16:30:00,11.6,5.6,331,284,11.6,00
0001,2011/03/02 16:45:00,13.5,11.0,323,319,11.6,00
0001,2011/03/02 17:00:00,14.6,11.4,327,317,11.6,00
0001,2011/03/02 17:15:00,14.7,11.5,334,331,11.6,00
0001,2011/03/02 17:30:00,13.9,10.4,327,330,11.6,00
0001,2011/03/02 17:45:00,14.4,10.8,4,355,11.6,00
0001,2011/03/02 18:00:00,15.3,12.0,326,336,11.6,00
0001,2011/03/02 18:15:00,15.6,11.2,336,334,11.6,00
0001,2011/03/02 18:30:00,16.5,11.4,341,354,11.6,00
0001,2011/03/02 18:45:00,16.9,11.8,338,326,11.6,00
0001,2011/03/02 19:00:00,15.3,11.2,338,330,11.6,00
0001,2011/03/02 19:15:00,14.6,11.3,313,337,11.6,00
0001,2011/03/02 19:30:00,16.0,10.6,348,341,11.6,00
0001,2011/03/02 19:45:00,14.5,11.0,350,344,11.6,00
0001,2011/03/02 20:00:00,16.5,12.0,348,337,11.6,00
0001,2011/03/02 20:15:00,18.2,10.8,348,337,11.6,00
0001,2011/03/02 20:30:00,13.6,10.8,352,343,11.6,00
0001,2011/03/02 20:45:00,13.7,10.2,331,338,11.6,00
0001,2011/03/02 21:00:00,11.4,8.6,355,347,11.6,00
0001,2011/03/02 21:15:00,10.7,7.6,326,345,11.6,00
0001,2011/03/02 21:30:00,11.8,8.2,352,355,11.6,00
0001,2011/03/02 21:45:00,10.0,7.2,355,348,11.6,00
0001,2011/03/02 22:00:00,9.4,6.4,7,358,11.6,00
0001,2011/03/02 22:15:00,9.0,6.4,355,354,11.6,00
0001,2011/03/02 22:30:00,8.9,5.6,0,350,11.6,00
0001,2011/03/02 22:45:00,8.7,5.4,331,330,11.6,00
0001,2011/03/02 23:00:00,6.4,4.0,320,331,11.6,00
0001,2011/03/02 23:15:00,9.4,5.5,316,322,11.6,00
0001,2011/03/02 23:30:00,9.2,6.2,312,323,11.6,00
0001,2011/03/02 23:45:00,7.4,5.2,338,323,11.6,00
0001,2011/03/03 00:00:00,7.6,5.2,307,312,11.6,00
0001,2011/03/03 00:15:00,8.3,5.6,305,315,11.6,00
0001,2011/03/03 00:30:00,9.0,6.2,317,320,11.6,00
0001,2011/03/03 00:45:00,9.8,7.0,305,315,11.6,00
0001,2011/03/03 01:00:00,9.0,6.4,315,312,11.6,00
0001,2011/03/03 01:15:00,10.5,7.2,329,317,11.6,00
0001,2011/03/03 01:30:00,9.4,7.4,340,329,11.6,00
0001,2011/03/03 01:45:00,10.5,8.8,340,336,11.6,00
0001,2011/03/03 02:00:00,13.5,8.4,326,333,11.6,00
0001,2011/03/03 02:15:00,10.4,8.2,330,338,11.6,00
0001,2011/03/03 02:30:00,11.6,8.4,334,340,11.6,00
0001,2011/03/03 02:45:00,11.4,8.4,357,345,11.6,00
0001,2011/03/03 03:00:00,9.2,7.0,336,351,11.6,00
0001,2011/03/03 03:15:00,9.1,6.8,2,7,11.6,00
0001,2011/03/03 03:30:00,10.4,7.2,358,7,11.6,00
0001,2011/03/03 03:45:00,10.4,7.4,352,354,11.6,00
0001,2011/03/03 04:00:00,12.7,9.2,352,348,11.6,00
0001,2011/03/03 04:15:00,13.2,9.6,348,343,11.6,00
0001,2011/03/03 04:30:00,15.1,10.4,341,337,11.6,00
0001,2011/03/03 04:45:00,14.5,11.0,334,336,11.6,00
0001,2011/03/03 05:00:00,14.9,11.4,334,336,11.6,00
0001,2011/03/03 05:15:00,13.9,10.8,348,337,11.6,00
0001,2011/03/03 05:30:00,13.7,10.6,347,337,11.6,00
0001,2011/03/03 05:45:00,13.7,10.2,341,341,11.6,00
0001,2011/03/03 06:00:00,13.0,10.4,341,343,11.6,00
0001,2011/03/03 06:15:00,11.1,9.0,345,351,11.6,00
0001,2011/03/03 06:30:00,11.1,9.2,348,348,11.6,00
0001,2011/03/03 06:45:00,13.4,10.0,352,344,11.6,00
0001,2011/03/03 07:00:00,13.5,10.4,338,343,11.6,00
0001,2011/03/03 07:15:00,13.6,10.6,352,343,11.6,00
0001,2011/03/03 07:30:00,14.2,10.2,348,341,11.6,00
0001,2011/03/03 07:45:00,14.9,11.0,352,345,11.6,00
0001,2011/03/03 08:00:00,15.5,11.2,345,344,11.6,00
0001,2011/03/03 08:15:00,13.6,10.2,320,334,11.6,00
0001,2011/03/03 08:30:00,14.2,11.2,341,340,11.6,00
0001,2011/03/03 08:45:00,16.4,12.2,348,336,11.6,00
0001,2011/03/03 09:00:00,15.5,12.0,333,329,11.6,00
0001,2011/03/03 09:15:00,17.2,13.2,333,323,11.6,00
0001,2011/03/03 09:30:00,17.6,12.8,340,331,11.6,00
0001,2011/03/03 09:45:00,17.7,14.0,331,330,11.6,00
0001,2011/03/03 10:00:00,17.5,14.0,326,333,11.6,00
0001,2011/03/03 10:15:00,16.8,13.4,338,331,11.6,00
0001,2011/03/03 10:30:00,17.0,13.4,334,329,11.6,00
0001,2011/03/03 10:45:00,16.7,13.2,330,326,11.6,00
0001,2011/03/03 11:00:00,14.2,10.6,334,337,11.6,00
0001,2011/03/03 11:15:00,13.5,10.1,338,337,11.6,00
0001,2011/03/03 11:30:00,13.9,11.2,352,334,11.6,00
0001,2011/03/03 11:45:00,12.9,10.4,352,345,11.6,00
0001,2011/03/03 12:00:00,12.5,9.6,338,327,11.6,00
0001,2011/03/03 12:15:00,12.6,9.4,343,337,11.6,00
0001,2011/03/03 12:30:00,12.2,9.8,337,333,11.6,00
0001,2011/03/03 12:45:00,11.6,9.0,334,337,11.6,00
0001,2011/03/03 13:00:00,10.4,8.1,331,348,11.6,00
0001,2011/03/03 13:15:00,11.1,8.6,341,334,11.6,00
0001,2011/03/03 13:30:00,11.2,7.9,345,343,11.6,00
0001,2011/03/03 13:45:00,10.0,8.0,334,330,11.6,00
0001,2011/03/03 14:00:00,10.4,7.6,343,324,11.6,00
0001,2011/03/03 14:15:00,9.9,7.4,334,333,11.6,00
0001,2011/03/03 14:30:00,10.6,7.8,358,333,11.6,00
0001,2011/03/03 14:45:00,9.3,6.8,338,343,11.6,00
0001,2011/03/03 15:00:00,9.1,6.4,0,351,11.6,00
0001,2011/03/03 15:15:00,9.2,6.8,5,355,11.6,00
0001,2011/03/03 15:30:00,9.2,6.2,0,344,11.6,00
0001,2011/03/03 15:45:00,9.0,6.2,348,333,11.6,00
0001,2011/03/03 16:00:00,7.9,5.8,322,331,11.6,00
0001,2011/03/03 16:15:00,8.3,5.8,16,8,11.6,00
0001,2011/03/03 16:30:00,8.5,6.8,9,357,11.6,00
0001,2011/03/03 16:45:00,8.2,6.2,5,358,11.6,00
0001,2011/03/03 17:00:00,8.6,6.8,9,0,11.6,00
0001,2011/03/03 17:15:00,10.7,8.0,16,358,11.6,00
0001,2011/03/03 17:30:00,9.9,7.2,350,351,11.6,00
0001,2011/03/03 17:45:00,10.8,8.6,7,8,11.6,00
0001,2011/03/03 18:00:00,10.1,7.6,0,354,11.6,00
0001,2011/03/03 18:15:00,9.4,7.4,16,9,11.6,00
0001,2011/03/03 18:30:00,10.1,7.8,15,12,11.6,00
0001,2011/03/03 18:45:00,9.2,6.8,18,358,11.6,00
0001,2011/03/03 19:00:00,9.3,6.8,12,358,11.6,00
0001,2011/03/03 19:15:00,8.4,6.2,2,357,11.6,00
0001,2011/03/03 19:30:00,8.9,6.8,4,352,11.6,00
0001,2011/03/03 19:45:00,10.4,7.6,355,352,11.6,00
0001,2011/03/03 20:00:00,12.6,8.8,355,358,11.6,00
0001,2011/03/03 20:15:00,12.1,9.0,355,358,11.6,00
0001,2011/03/03 20:30:00,11.9,8.2,7,357,11.6,00
0001,2011/03/03 20:45:00,9.3,7.0,355,354,11.6,00
0001,2011/03/03 21:00:00,10.4,7.2,343,336,11.6,00
0001,2011/03/03 21:15:00,9.9,7.4,345,334,11.6,00
0001,2011/03/03 21:30:00,10.5,7.4,352,340,11.6,00
0001,2011/03/03 21:45:00,8.6,6.0,348,337,11.6,00
0001,2011/03/03 22:00:00,8.9,6.6,338,341,11.6,00
0001,2011/03/03 22:15:00,8.7,6.2,324,343,11.6,00
0001,2011/03/03 22:30:00,9.6,5.5,355,338,11.6,00
0001,2011/03/03 22:45:00,11.0,7.4,340,331,11.6,00
0001,2011/03/03 23:00:00,10.1,7.6,350,331,11.6,00
0001,2011/03/03 23:15:00,11.2,8.4,357,326,11.6,00
0001,2011/03/03 23:30:00,11.3,7.7,310,337,11.6,00
0001,2011/03/03 23:45:00,10.1,7.6,317,340,11.6,00
0001,2011/03/04 00:00:00,10.5,7.6,330,337,11.6,00
0001,2011/03/04 00:15:00,10.6,7.6,341,340,11.6,00
0001,2011/03/04 00:30:00,11.1,8.2,345,341,11.6,00
0001,2011/03/04 00:45:00,12.6,9.0,350,344,11.6,00
0001,2011/03/04 01:00:00,12.1,9.5,344,333,11.6,00
0001,2011/03/04 01:15:00,12.1,8.4,320,338,11.6,00
0001,2011/03/04 01:30:00,12.3,8.8,331,333,11.6,00
0001,2011/03/04 01:45:00,11.4,8.8,344,326,11.6,00
0001,2011/03/04 02:00:00,10.6,7.8,345,334,11.6,00
0001,2011/03/04 02:15:00,9.7,7.4,333,338,11.6,00
0001,2011/03/04 02:30:00,10.0,7.6,354,341,11.6,00
0001,2011/03/04 02:45:00,10.3,7.2,358,336,11.6,00
0001,2011/03/04 03:00:00,10.4,7.8,348,345,11.6,00
0001,2011/03/04 03:15:00,10.6,7.8,334,347,11.6,00
0001,2011/03/04 03:30:00,10.7,8.2,9,0,11.6,00
0001,2011/03/04 03:45:00,10.9,8.2,2,5,11.6,00
0001,2011/03/04 04:00:00,12.8,9.5,347,352,11.6,00
0001,2011/03/04 04:15:00,13.5,9.2,336,348,11.6,00
0001,2011/03/04 04:30:00,10.8,8.6,355,344,11.6,00
0001,2011/03/04 04:45:00,12.7,8.8,350,343,11.6,00
0001,2011/03/04 05:00:00,11.2,8.6,0,352,11.6,00
0001,2011/03/04 05:15:00,10.7,8.1,11,358,11.6,00
0001,2011/03/04 05:30:00,9.9,6.8,351,340,11.6,00
0001,2011/03/04 05:45:00,10.7,7.6,341,337,11.6,00
0001,2011/03/04 06:00:00,12.8,9.9,338,334,11.6,00
0001,2011/03/04 06:15:00,14.3,11.0,358,354,11.6,00
