STATION,DATE & TIME,V-MAX(m/s),V-AVE(m/s),D-MAX(deg),D-AVE(deg),VOLT(V),STATUS
0001,2009/03/01 00:00:00,8.2,6.8,42,40,11.6,00
0001,2009/03/01 00:15:00,8.7,7.2,50,42,11.6,00
0001,2009/03/01 00:30:00,9.7,7.6,45,43,11.6,00
0001,2009/03/01 00:45:00,9.4,7.2,36,42,11.6,00
0001,2009/03/01 01:00:00,9.2,7.2,46,43,11.6,00
0001,2009/03/01 01:15:00,9.4,7.4,45,43,11.6,00
0001,2009/03/01 01:30:00,8.3,6.4,47,39,11.6,00
0001,2009/03/01 01:45:00,8.4,7.0,37,39,11.6,00
0001,2009/03/01 02:00:00,9.1,7.0,40,43,11.6,00
0001,2009/03/01 02:15:00,7.9,6.1,47,40,11.6,00
0001,2009/03/01 02:30:00,8.6,6.8,40,36,11.6,00
0001,2009/03/01 02:45:00,8.3,6.8,33,36,11.6,00
0001,2009/03/01 03:00:00,8.7,6.8,43,43,11.6,00
0001,2009/03/01 03:15:00,8.7,6.6,40,40,11.6,00
0001,2009/03/01 03:30:00,9.1,7.0,46,40,11.6,00
0001,2009/03/01 03:45:00,9.0,6.2,40,39,11.6,00
0001,2009/03/01 04:00:00,8.2,6.4,37,35,11.6,00
0001,2009/03/01 04:15:00,8.4,6.2,40,32,11.6,00
0001,2009/03/01 04:30:00,7.9,6.0,16,26,11.6,00
0001,2009/03/01 04:45:00,7.6,6.0,26,23,11.6,00
0001,2009/03/01 05:00:00,7.7,6.4,12,12,11.6,00
0001,2009/03/01 05:15:00,7.4,6.2,14,14,11.6,00
0001,2009/03/01 05:30:00,6.8,5.2,16,22,11.6,00
0001,2009/03/01 05:45:00,6.3,4.8,23,25,11.6,00
0001,2009/03/01 06:00:00,6.1,4.8,21,30,11.6,00
0001,2009/03/01 06:15:00,5.6,4.4,14,37,11.6,00
0001,2009/03/01 06:30:00,5.7,3.4,57,56,11.6,00
0001,2009/03/01 06:45:00,5.1,3.2,40,36,11.6,00
0001,2009/03/01 07:00:00,3.4,2.4,66,66,11.6,00
0001,2009/03/01 07:15:00,4.8,3.0,46,49,11.6,00
0001,2009/03/01 07:30:00,5.4,3.2,71,61,11.6,00
0001,2009/03/01 07:45:00,5.8,3.8,52,45,11.6,00
0001,2009/03/01 08:00:00,5.6,4.7,16,28,11.6,00
0001,2009/03/01 08:15:00,5.2,3.4,29,32,11.6,00
0001,2009/03/01 08:30:00,4.2,2.7,45,40,11.6,00
0001,2009/03/01 08:45:00,5.0,4.0,45,40,11.6,00
0001,2009/03/01 09:00:00,4.8,3.6,46,28,11.6,00
0001,2009/03/01 09:15:00,4.2,2.8,36,36,11.6,00
0001,2009/03/01 09:30:00,4.4,2.6,33,26,11.6,00
0001,2009/03/01 09:45:00,5.6,3.6,30,28,11.6,00
0001,2009/03/01 10:00:00,5.4,4.4,2,2,11.6,00
0001,2009/03/01 10:15:00,7.5,5.2,9,9,11.6,00
0001,2009/03/01 10:30:00,9.8,6.6,357,18,11.6,00
0001,2009/03/01 10:45:00,8.6,6.6,19,30,11.6,00
0001,2009/03/01 11:00:00,7.9,5.7,29,29,11.6,00
0001,2009/03/01 11:15:00,7.8,5.6,32,33,11.6,00
0001,2009/03/01 11:30:00,7.3,5.2,33,35,11.6,00
0001,2009/03/01 11:45:00,7.7,5.0,40,33,11.6,00
0001,2009/03/01 12:00:00,6.8,5.4,30,35,11.6,00
0001,2009/03/01 12:15:00,6.6,4.8,23,32,11.6,00
0001,2009/03/01 12:30:00,6.1,4.4,30,37,11.6,00
0001,2009/03/01 12:45:00,5.6,4.2,35,36,11.6,00
0001,2009/03/01 13:00:00,6.2,4.2,39,39,11.6,00
0001,2009/03/01 13:15:00,5.7,4.1,40,37,11.6,00
0001,2009/03/01 13:30:00,5.6,3.8,36,30,11.6,00
0001,2009/03/01 13:45:00,5.6,4.0,33,29,11.6,00
0001,2009/03/01 14:00:00,7.0,4.6,30,35,11.6,00
0001,2009/03/01 14:15:00,7.5,5.2,33,32,11.6,00
0001,2009/03/01 14:30:00,7.3,5.6,30,33,11.6,00
0001,2009/03/01 14:45:00,7.5,4.6,32,35,11.6,00
0001,2009/03/01 15:00:00,6.4,4.8,35,45,11.6,00
0001,2009/03/01 15:15:00,6.8,5.0,50,45,11.6,00
0001,2009/03/01 15:30:00,7.0,5.2,45,46,11.6,00
0001,2009/03/01 15:45:00,7.5,4.8,59,39,11.6,00
0001,2009/03/01 16:00:00,6.6,5.6,32,33,11.6,00
0001,2009/03/01 16:15:00,9.0,6.4,30,35,11.6,00
0001,2009/03/01 16:30:00,7.5,5.6,37,33,11.6,00
0001,2009/03/01 16:45:00,8.6,6.4,36,30,11.6,00
0001,2009/03/01 17:00:00,7.5,5.6,29,33,11.6,00
0001,2009/03/01 17:15:00,7.2,5.8,26,26,11.6,00
0001,2009/03/01 17:30:00,7.3,5.6,32,21,11.6,00
0001,2009/03/01 17:45:00,7.7,5.2,23,19,11.6,00
0001,2009/03/01 18:00:00,7.1,5.0,39,28,11.6,00
0001,2009/03/01 18:15:00,6.1,4.6,21,19,11.6,00
0001,2009/03/01 18:30:00,5.9,4.6,23,18,11.6,00
0001,2009/03/01 18:45:00,5.9,4.4,18,16,11.6,00
0001,2009/03/01 19:00:00,5.6,4.2,15,15,11.6,00
0001,2009/03/01 19:15:00,5.7,4.6,11,12,11.6,00
0001,2009/03/01 19:30:00,6.4,5.0,25,18,11.6,00
0001,2009/03/01 19:45:00,5.9,4.6,14,11,11.6,00
0001,2009/03/01 20:00:00,6.2,4.8,14,18,11.6,00
0001,2009/03/01 20:15:00,5.6,4.0,16,18,11.6,00
0001,2009/03/01 20:30:00,4.1,2.6,11,29,11.6,00
0001,2009/03/01 20:45:00,3.4,2.0,37,39,11.6,00
0001,2009/03/01 21:00:00,4.9,3.4,45,40,11.6,00
0001,2009/03/01 21:15:00,5.0,3.4,40,35,11.6,00
0001,2009/03/01 21:30:00,5.6,4.2,32,29,11.6,00
0001,2009/03/01 21:45:00,5.6,4.4,30,36,11.6,00
0001,2009/03/01 22:00:00,4.7,3.2,39,35,11.6,00
0001,2009/03/01 22:15:00,4.3,2.4,33,36,11.6,00
0001,2009/03/01 22:30:00,2.8,2.0,23,26,11.6,00
0001,2009/03/01 22:45:00,2.6,1.3,30,344,11.6,00
0001,2009/03/01 23:00:00,2.1,0.4,60,284,11.6,00
0001,2009/03/01 23:15:00,4.0,2.8,45,46,11.6,00
0001,2009/03/01 23:30:00,5.4,3.8,75,66,11.6,00
0001,2009/03/01 23:45:00,5.1,3.6,75,64,11.6,00
0001,2009/03/02 00:00:00,4.6,3.0,66,57,11.6,00
0001,2009/03/02 00:15:00,4.2,2.2,68,54,11.6,00
0001,2009/03/02 00:30:00,3.6,2.6,19,28,11.6,00
0001,2009/03/02 00:45:00,4.3,2.8,12,15,11.6,00
0001,2009/03/02 01:00:00,4.6,3.5,15,16,11.6,00
0001,2009/03/02 01:15:00,5.4,4.3,8,12,11.6,00
0001,2009/03/02 01:30:00,5.6,4.2,11,12,11.6,00
0001,2009/03/02 01:45:00,5.0,3.4,23,12,11.6,00
0001,2009/03/02 02:00:00,5.1,4.0,23,15,11.6,00
0001,2009/03/02 02:15:00,5.5,4.4,4,12,11.6,00
0001,2009/03/02 02:30:00,6.4,5.0,16,8,11.6,00
0001,2009/03/02 02:45:00,5.8,4.4,26,21,11.6,00
0001,2009/03/02 03:00:00,5.8,4.8,16,22,11.6,00
0001,2009/03/02 03:15:00,6.2,4.6,16,22,11.6,00
0001,2009/03/02 03:30:00,6.1,5.0,30,19,11.6,00
0001,2009/03/02 03:45:00,6.4,4.6,19,23,11.6,00
0001,2009/03/02 04:00:00,6.3,5.2,23,21,11.6,00
