DT,TEMa,WND_a,WND_deg,DEP_s,TEMw_s,SALw_s,DO_s,Chla_s,DEP_m,TEMw_m,SALw_m,DO_m,Chla_m,DEP_b,TEMw_b,SALw_b,DO_b,Chla_b,CRT_s,CRT_s_deg,CRT_m,CRT_m_deg,CRT_b,CRT_b_deg
2014-01-01 00:00:00,9.07,4.7,246.3,0.83,10.72,31.34,9.61,10.0,10.06,10.83,31.25,9.48,13.7,18.76,11.82,31.75,7.78,8.8,13.31,75.46,13.57,88.38,2.75,104.79
2014-01-01 01:00:00,8.78,4.9,259.9,1.18,10.65,31.31,9.59,7.5,10.41,10.76,31.25,9.4,10.8,19.11,11.8,31.74,7.84,7.6,18.8,88.6,17.92,73.13,3.5,35.36
2014-01-01 02:00:00,7.92,4.9,305.6,1.59,10.72,31.34,9.45,10.8,10.83,10.87,31.29,9.19,19.5,19.52,11.78,31.73,7.93,5.6,21.51,96.1,7.34,74.58,4.08,35.46
2014-01-01 03:00:00,7.89,5.2,271.9,1.98,10.7,31.35,9.39,8.5,11.22,10.8,31.32,9.24,15.6,19.92,11.99,31.8,7.57,9.3,14.48,100.35,8.14,51.89,5.23,47.85
2014-01-01 04:00:00,8.91,4.4,241.4,2.29,10.72,31.38,9.38,10.4,11.53,10.83,31.33,9.18,12.5,20.22,12.16,31.88,7.26,3.7,7.07,127.77,4.87,75.12,3.58,58.39
2014-01-01 05:00:00,9.84,6.8,221.2,2.44,10.75,31.4,9.25,13.4,11.69,10.81,31.32,9.17,11.9,20.38,12.27,31.96,7.02,4.5,5.01,122.91,5.81,136.51,2.08,39.52
2014-01-01 06:00:00,8.88,5.5,183.0,2.43,10.73,31.41,9.19,10.2,11.66,10.75,31.31,9.12,9.8,20.36,12.32,31.99,6.96,6.1,7.17,154.06,12.35,205.57,3.14,13.36
2014-01-01 07:00:00,11.2,9.7,216.6,2.27,10.72,31.4,9.35,10.8,11.51,10.74,31.3,9.19,11.9,20.21,12.25,31.93,7.1,4.1,10.0,200.56,8.23,208.69,4.75,53.57
2014-01-01 08:00:00,11.31,10.6,219.6,1.99,10.73,31.41,9.39,9.6,11.26,10.86,31.31,9.16,11.9,19.96,12.14,31.87,7.32,8.1,5.82,149.99,4.74,191.78,5.94,49.5
2014-01-01 09:00:00,11.54,12.2,218.0,1.74,10.7,31.4,9.45,10.9,11.01,10.71,31.3,9.22,12.7,19.72,12.1,31.86,7.38,4.6,4.56,158.6,1.93,253.35,2.55,353.29
2014-01-01 10:00:00,12.13,12.1,210.4,1.52,10.61,31.38,9.59,9.7,10.81,10.65,31.28,9.3,12.8,19.51,12.06,31.84,7.42,5.8,5.11,144.46,3.77,206.5,2.41,279.46
2014-01-01 11:00:00,12.58,13.5,204.1,1.69,10.61,31.36,9.68,10.8,10.78,10.61,31.25,9.44,12.6,19.48,11.97,31.81,7.49,7.0,10.02,98.53,4.43,76.67,1.66,217.84
2014-01-01 12:00:00,12.44,14.6,207.3,1.61,10.75,31.42,9.64,10.9,10.95,10.76,31.31,9.38,10.9,19.64,12.05,31.83,7.48,3.1,15.44,101.69,0.0,7.6,2.9,275.63
2014-01-01 13:00:00,12.6,14.7,204.8,1.81,10.88,31.48,9.45,12.5,11.28,10.99,31.41,9.09,12.1,19.93,11.79,31.71,7.78,7.2,29.17,106.67,14.53,21.97,3.35,339.83
2014-01-01 14:00:00,13.16,12.4,207.1,2.35,10.92,31.5,9.46,10.3,11.52,10.94,31.35,9.2,11.9,20.22,11.99,31.8,7.62,6.5,22.0,96.78,8.04,62.42,2.13,326.11
2014-01-01 15:00:00,13.4,12.2,213.2,2.67,10.97,31.52,9.39,9.9,11.68,11.07,31.43,9.0,10.5,20.43,12.08,31.85,7.57,5.3,6.88,59.86,13.96,29.95,3.97,309.09
2014-01-01 16:00:00,13.37,10.9,218.1,2.24,11.0,31.54,9.29,9.7,11.82,11.03,31.41,9.08,11.3,20.45,12.13,31.85,7.55,6.7,6.2,95.62,4.49,73.85,2.75,307.81
2014-01-01 17:00:00,13.14,11.6,228.5,2.44,11.03,31.54,9.24,10.1,11.67,11.04,31.43,9.08,12.6,20.38,12.0,31.76,7.67,6.6,7.84,173.08,5.12,55.44,7.18,255.41
2014-01-01 18:00:00,13.03,9.7,253.8,2.09,11.01,31.54,9.27,9.9,11.42,11.04,31.43,9.07,10.0,20.12,12.06,31.73,7.61,6.7,9.53,197.8,4.83,232.64,5.14,325.51
2014-01-01 19:00:00,12.58,6.0,265.9,1.83,11.03,31.5,9.23,7.9,11.05,11.04,31.39,9.05,9.2,19.72,12.11,31.87,7.45,8.2,7.92,306.9,6.01,265.71,7.3,353.47
2014-01-01 20:00:00,13.03,3.5,7.0,1.29,11.06,31.49,9.21,6.0,10.54,11.1,31.39,9.01,7.9,19.25,11.99,31.79,7.58,6.9,6.4,241.33,10.81,258.45,7.42,320.27
2014-01-01 21:00:00,12.52,1.7,335.7,0.86,11.26,31.55,9.09,6.2,10.08,11.23,31.42,8.92,10.3,18.78,11.93,31.72,7.74,7.7,24.26,121.74,7.49,200.01,11.83,233.02
2014-01-01 22:00:00,11.67,10.7,249.3,0.51,11.45,31.58,8.98,9.1,9.76,11.46,31.46,8.8,11.3,18.45,11.98,31.74,7.51,7.6,6.77,150.43,8.02,223.53,3.68,11.78
2014-01-01 23:00:00,11.44,12.0,233.7,0.58,11.56,31.63,8.87,10.2,9.66,11.57,31.5,8.68,11.9,18.36,12.08,31.8,7.41,6.3,8.99,119.75,14.64,122.66,0.0,8.9
2014-01-02 00:00:00,11.2,10.7,231.7,0.66,11.52,31.63,8.88,8.2,9.83,11.53,31.51,8.67,10.3,18.51,12.12,31.83,7.27,5.1,13.01,72.83,10.76,104.67,3.04,55.13
2014-01-02 01:00:00,10.86,6.3,316.1,0.93,11.51,31.64,8.85,9.1,10.12,11.52,31.51,8.66,11.3,18.82,12.11,31.81,7.25,5.0,7.93,84.44,9.96,80.77,4.69,41.99
2014-01-02 02:00:00,10.01,5.6,332.1,1.28,11.38,31.62,8.86,8.3,10.52,11.36,31.48,8.71,10.3,19.2,12.07,31.8,7.34,8.7,7.21,78.76,11.23,70.04,4.51,12.01
2014-01-02 03:00:00,9.88,3.4,319.4,1.71,11.19,31.59,8.95,12.1,10.93,11.21,31.46,8.79,11.4,19.62,11.88,31.72,7.6,4.8,2.91,192.15,8.6,68.95,5.89,22.94
2014-01-02 04:00:00,9.43,2.4,276.8,2.06,11.18,31.59,8.93,10.5,11.29,11.2,31.48,8.74,10.0,19.99,11.69,31.62,7.88,5.7,3.96,77.47,9.77,91.15,5.12,20.61
2014-01-02 05:00:00,9.21,1.2,216.1,2.35,11.11,31.59,8.89,9.1,11.58,11.14,31.47,8.74,13.4,20.28,11.63,31.62,7.77,8.4,2.33,157.14,4.62,59.25,0.0,8.1
2014-01-02 06:00:00,10.84,9.6,229.2,2.5,11.09,31.59,8.88,7.8,11.73,11.19,31.48,8.71,12.3,20.43,11.53,31.54,8.09,5.9,5.6,100.25,3.26,148.17,7.31,228.21
2014-01-02 07:00:00,11.25,10.5,232.9,2.6,11.09,31.59,8.92,10.8,11.7,11.1,31.46,8.77,10.5,20.38,11.17,31.4,8.7,9.9,7.78,150.94,4.22,193.54,4.97,238.0
2014-01-02 08:00:00,11.41,9.3,241.5,2.25,11.31,31.58,8.71,10.4,11.52,11.35,31.51,8.61,11.1,20.2,11.31,31.43,8.61,7.7,8.37,146.54,7.02,214.72,14.57,237.55
2014-01-02 09:00:00,11.02,4.6,269.9,2.03,11.28,31.55,8.84,10.2,11.18,11.35,31.51,8.57,8.9,19.89,11.37,31.46,8.52,10.0,15.91,229.64,4.47,309.45,6.07,242.49
2014-01-02 10:00:00,10.3,4.6,25.3,1.61,11.29,31.51,9.12,5.5,10.88,11.15,31.47,8.71,11.5,19.56,11.22,31.42,8.48,9.1,13.8,227.24,4.84,304.04,3.85,283.27
2014-01-02 11:00:00,10.89,5.5,334.0,1.42,11.28,31.49,9.26,12.1,10.66,11.16,31.42,8.75,8.6,19.35,11.57,31.67,7.92,7.8,6.98,209.96,3.91,44.31,1.65,350.46
2014-01-02 12:00:00,11.51,4.9,355.0,1.41,11.33,31.5,9.41,10.5,10.64,11.14,31.47,8.7,9.3,19.34,11.28,31.53,8.4,10.1,4.41,188.4,7.14,50.07,8.36,11.37
2014-01-02 13:00:00,11.95,6.2,341.6,1.61,11.36,31.48,9.59,12.4,10.86,11.16,31.45,8.77,9.2,19.55,11.47,31.74,8.2,8.5,2.92,153.74,8.07,38.59,10.12,21.35
2014-01-02 14:00:00,12.37,6.3,7.2,1.97,11.33,31.48,9.58,13.9,11.21,11.17,31.48,8.66,7.1,19.9,11.57,31.79,8.12,8.2,4.04,136.69,13.56,69.84,9.24,17.83
2014-01-02 15:00:00,11.78,7.6,358.2,2.3,11.3,31.46,9.52,16.3,11.57,11.06,31.44,8.82,11.7,20.25,11.67,31.81,7.94,8.2,4.32,226.78,10.16,69.55,2.97,37.22
2014-01-02 16:00:00,11.56,8.3,349.3,2.54,11.24,31.48,9.44,13.5,11.77,10.99,31.42,8.94,8.7,20.44,11.69,31.81,7.87,10.9,5.8,220.48,3.21,98.18,3.81,71.4
2014-01-02 17:00:00,10.53,9.0,353.8,2.59,11.19,31.51,9.43,9.5,11.78,11.18,31.48,8.78,9.9,20.49,11.73,31.77,7.77,10.7,7.43,245.42,5.58,259.87,0.0,4.4
2014-01-02 18:00:00,9.76,8.7,348.1,2.39,11.14,31.52,9.28,12.5,11.62,11.16,31.41,9.1,11.6,20.32,11.7,31.81,7.91,5.4,8.63,231.28,9.46,241.05,2.19,321.25
2014-01-02 19:00:00,9.6,9.0,337.7,2.11,11.1,31.51,9.3,9.0,11.31,11.11,31.4,9.09,13.1,20.0,11.67,31.82,7.95,10.3,10.69,256.88,13.56,245.66,3.74,330.19
2014-01-02 20:00:00,8.75,6.9,346.7,1.67,11.1,31.53,9.22,7.7,10.89,11.12,31.4,9.02,11.7,19.59,11.64,31.82,8.01,8.0,16.25,241.0,15.74,246.98,1.2,269.44
2014-01-02 21:00:00,8.24,5.4,355.9,1.19,11.06,31.53,9.27,7.9,10.42,11.08,31.39,9.07,11.0,19.11,11.63,31.82,7.99,8.2,11.68,244.9,13.6,246.97,0.0,4.1
2014-01-02 22:00:00,8.6,6.1,357.5,0.77,11.03,31.51,9.31,8.0,10.0,11.05,31.37,9.08,12.1,18.7,11.63,31.82,7.94,8.1,48.9,184.22,11.9,257.49,0.22,300.67
2014-01-02 23:00:00,7.76,6.2,12.9,0.57,10.97,31.5,9.34,14.5,9.72,11.0,31.36,8.98,15.1,18.41,11.64,31.81,7.88,9.7,10.42,221.4,5.77,193.17,4.26,354.74
2014-01-03 00:00:00,7.84,5.0,357.9,0.43,10.94,31.5,9.32,16.4,9.66,10.97,31.38,9.05,22.4,18.36,11.66,31.8,7.81,7.3,47.92,188.27,2.6,92.0,4.66,35.16
2014-01-03 01:00:00,7.73,5.2,334.5,0.57,10.93,31.5,9.28,17.0,9.83,10.97,31.4,9.03,14.7,18.52,11.63,31.7,7.86,9.9,0.0,4.3,9.74,58.49,6.5,6.06
2014-01-03 02:00:00,7.39,4.5,342.6,0.99,10.96,31.53,9.23,15.6,10.2,10.99,31.4,8.93,13.9,18.89,11.61,31.72,7.91,8.4,4.52,39.4,10.43,65.03,6.8,21.4
2014-01-03 03:00:00,7.24,3.4,356.1,1.42,10.97,31.54,9.15,13.8,10.67,10.99,31.42,8.8,15.6,19.36,11.61,31.7,7.86,6.5,5.6,109.92,14.05,70.02,5.69,35.02
2014-01-03 04:00:00,6.98,5.6,352.1,1.87,10.99,31.55,9.1,10.5,11.13,11.0,31.44,8.85,11.3,19.82,11.65,31.71,7.79,9.3,7.16,53.26,9.32,71.59,5.54,43.44
2014-01-03 05:00:00,6.58,3.9,356.4,2.28,10.96,31.56,9.06,14.3,11.51,10.98,31.43,8.72,16.3,20.2,11.67,31.72,7.76,6.0,6.48,56.19,10.21,76.04,4.26,43.59
2014-01-03 06:00:00,7.02,4.4,351.4,2.49,10.98,31.57,8.93,10.4,11.73,11.04,31.46,8.66,16.5,20.42,11.67,31.75,7.88,4.8,5.1,105.61,8.98,195.86,1.75,351.06
2014-01-03 07:00:00,6.31,3.8,13.2,2.54,11.01,31.58,8.76,11.8,11.77,11.03,31.47,8.76,18.7,20.47,11.7,31.77,7.84,6.7,5.95,155.15,3.94,220.01,0.22,300.87
2014-01-03 08:00:00,6.48,4.0,356.0,2.42,10.98,31.57,8.8,12.0,11.63,10.99,31.45,8.77,13.4,20.33,11.7,31.78,7.82,6.3,13.24,226.54,0.0,4.3,0.0,4.3
2014-01-03 09:00:00,6.57,3.9,349.3,2.16,10.99,31.56,9.02,10.4,11.4,11.0,31.44,8.83,10.8,20.09,11.7,31.78,7.84,5.2,13.33,205.86,5.2,173.21,1.02,105.61
2014-01-03 10:00:00,6.99,4.2,339.5,1.88,10.97,31.54,9.22,8.5,11.11,10.97,31.42,8.9,13.3,19.81,11.71,31.78,7.78,5.0,10.47,211.6,8.52,243.22,0.67,157.74
2014-01-03 11:00:00,7.39,3.5,346.6,1.63,10.98,31.53,9.41,10.0,10.84,10.96,31.42,8.93,14.9,19.53,11.72,31.78,7.76,7.4,9.05,204.34,0.0,4.3,2.52,60.61
2014-01-03 12:00:00,7.76,3.0,2.4,1.46,10.96,31.52,9.51,15.2,10.69,10.96,31.42,8.97,22.2,19.39,11.71,31.78,7.71,8.8,0.0,4.4,4.1,3.0,4.16,39.62
2014-01-03 13:00:00,8.11,2.8,3.1,1.49,10.96,31.51,9.44,15.4,10.71,11.02,31.49,8.83,17.1,19.42,11.64,31.72,7.79,5.7,5.31,97.64,9.39,80.22,6.04,351.97
2014-01-03 14:00:00,8.21,3.3,353.4,1.73,10.98,31.52,9.63,18.7,10.96,10.98,31.44,8.92,16.7,19.65,11.72,31.73,7.83,4.8,10.61,97.1,14.43,64.46,5.94,17.03
2014-01-03 15:00:00,7.75,3.3,341.3,2.09,10.99,31.52,9.76,18.6,11.32,11.0,31.45,8.74,8.9,20.02,11.84,31.85,7.64,6.6,12.32,102.33,14.24,70.36,7.61,7.41
2014-01-03 16:00:00,8.73,3.2,3.2,2.44,10.98,31.52,9.63,15.9,11.68,11.01,31.46,8.76,9.8,20.37,11.87,31.89,7.66,5.6,6.04,118.74,12.7,72.58,3.49,31.6
2014-01-03 17:00:00,8.9,3.7,18.7,2.64,10.97,31.54,9.33,21.3,11.87,11.02,31.46,8.76,13.9,20.57,12.0,31.94,7.56,5.2,3.57,195.61,3.62,69.86,2.62,112.04
2014-01-03 18:00:00,8.25,5.1,18.3,2.61,10.92,31.53,9.4,13.4,11.86,11.03,31.48,8.77,13.3,20.56,12.03,31.96,7.58,6.9,4.97,224.3,6.9,185.03,2.9,92.23
2014-01-03 19:00:00,7.98,4.6,9.4,2.37,10.93,31.53,9.28,17.3,11.64,11.05,31.47,8.75,14.0,20.33,12.03,31.96,7.54,6.6,10.6,222.69,5.92,221.65,3.04,121.61
2014-01-03 20:00:00,7.34,3.8,6.4,2.05,10.91,31.54,9.3,11.6,11.27,10.97,31.43,8.95,11.7,19.97,12.0,31.94,7.52,6.3,12.98,199.74,10.01,223.83,4.57,194.18
2014-01-03 21:00:00,7.23,1.8,17.5,1.62,10.9,31.53,9.39,8.2,10.85,10.93,31.4,9.17,10.8,19.55,11.95,31.92,7.5,6.0,15.15,206.7,13.06,240.75,3.35,201.55
2014-01-03 22:00:00,7.25,5.0,353.0,1.22,10.88,31.53,9.42,14.7,10.45,10.9,31.38,9.2,18.4,19.16,11.94,31.91,7.52,8.1,6.2,186.05,6.44,238.04,3.3,170.16
2014-01-03 23:00:00,7.0,4.3,343.6,0.86,10.84,31.5,9.43,16.9,10.09,10.88,31.37,9.18,11.8,18.8,11.94,31.91,7.47,4.4,7.85,240.11,8.4,184.88,2.09,167.5
2014-01-04 00:00:00,6.81,5.0,340.6,0.59,10.81,31.51,9.37,17.6,9.84,10.82,31.37,9.09,18.5,18.53,11.92,31.89,7.41,9.4,2.33,317.46,7.6,129.56,6.11,1.38
2014-01-04 01:00:00,6.49,3.3,346.3,0.6,10.8,31.52,9.36,15.0,9.81,10.81,31.39,9.12,17.1,18.51,11.89,31.88,7.43,5.3,52.38,171.52,5.87,85.38,7.12,21.36
2014-01-04 02:00:00,6.68,1.0,315.5,0.8,10.8,31.53,9.39,15.6,10.04,10.81,31.39,9.11,14.1,18.74,11.72,31.8,7.58,4.3,18.19,170.95,12.7,67.13,9.11,13.14
2014-01-04 03:00:00,6.36,2.1,2.1,1.23,10.83,31.54,9.37,12.9,10.46,10.85,31.4,9.08,17.5,19.15,11.79,31.77,7.54,4.5,8.75,55.33,15.89,70.15,6.81,6.83
2014-01-04 04:00:00,6.34,1.0,39.7,1.71,10.83,31.56,9.15,14.8,10.92,10.84,31.42,9.04,12.2,19.63,11.97,31.94,7.47,4.7,3.67,120.17,12.93,79.51,7.03,28.68
2014-01-04 05:00:00,6.43,1.7,7.5,2.1,10.85,31.57,9.04,11.3,11.34,10.87,31.42,8.96,14.0,20.04,12.01,31.94,7.49,6.4,5.81,105.22,9.99,71.33,4.12,55.21
2014-01-04 06:00:00,6.59,0.3,282.9,2.4,10.85,31.58,8.75,13.0,11.63,10.89,31.42,8.79,10.5,20.34,12.07,31.97,7.36,6.1,1.94,128.81,6.8,95.14,0.0,4.3
2014-01-04 07:00:00,6.3,1.0,155.4,2.53,10.84,31.59,8.91,14.9,11.75,10.88,31.44,8.84,11.8,20.45,12.02,31.96,7.46,6.1,6.72,169.54,0.92,53.6,3.23,72.4
2014-01-04 08:00:00,7.03,0.2,332.2,2.47,10.85,31.59,8.94,17.2,11.71,10.83,31.45,8.96,17.0,20.41,12.09,31.98,7.32,7.4,4.98,173.79,4.59,172.89,1.86,130.45
2014-01-04 09:00:00,7.35,1.0,10.8,2.33,10.76,31.55,9.2,18.1,11.55,10.78,31.42,9.04,11.6,20.25,12.04,31.96,7.34,5.8,9.2,182.33,5.69,202.63,3.54,65.46
2014-01-04 10:00:00,5.96,5.2,2.6,2.07,10.77,31.53,9.52,8.4,11.29,10.79,31.42,9.04,12.0,19.99,12.03,31.94,7.45,6.5,12.51,218.78,17.71,210.33,2.42,118.64
2014-01-04 11:00:00,6.38,2.7,337.8,1.76,10.72,31.49,9.78,17.1,10.98,10.87,31.43,8.99,14.7,19.68,11.99,31.93,7.51,5.4,12.09,200.74,5.38,202.83,1.22,309.39
2014-01-04 12:00:00,8.64,2.7,348.1,1.46,10.75,31.5,9.7,13.8,10.73,10.8,31.43,9.04,12.3,19.42,11.8,31.84,7.79,5.6,6.78,205.94,4.34,176.36,0.0,4.3
2014-01-04 13:00:00,9.16,2.8,337.0,1.32,10.79,31.47,10.11,21.2,10.58,10.79,31.41,9.14,19.8,19.29,12.02,31.94,7.36,7.5,1.36,130.33,7.22,83.92,6.84,10.18
2014-01-04 14:00:00,9.85,4.9,11.8,1.45,10.76,31.46,10.44,21.1,10.69,10.85,31.43,9.07,14.7,19.4,12.01,31.94,7.45,10.6,7.93,142.37,13.46,80.99,8.0,17.29
2014-01-04 15:00:00,10.59,3.4,33.9,1.76,10.75,31.46,10.39,19.8,10.98,10.81,31.42,9.26,18.7,19.68,11.88,31.86,7.61,6.0,4.85,102.7,13.51,77.17,7.47,24.78
2014-01-04 16:00:00,11.06,6.4,357.9,2.14,10.75,31.47,10.54,21.4,11.37,10.86,31.43,9.01,10.9,20.06,11.9,31.84,7.67,5.9,5.82,99.33,14.76,66.1,7.96,15.99
2014-01-04 17:00:00,10.72,5.4,348.6,2.44,10.78,31.48,10.19,19.7,11.67,10.87,31.46,8.93,11.2,20.37,11.9,31.91,7.76,4.8,4.41,180.5,8.09,85.87,7.43,105.26
2014-01-04 18:00:00,9.85,7.9,329.4,2.51,10.71,31.48,10.3,23.7,11.76,10.99,31.5,8.91,17.4,20.46,11.68,31.82,8.05,6.5,8.78,192.45,2.16,60.91,4.5,97.14
2014-01-04 19:00:00,9.11,11.2,321.9,2.35,10.67,31.5,10.16,18.4,11.66,11.23,31.61,8.63,11.8,20.36,11.86,31.9,7.81,6.9,17.56,194.94,3.91,217.57,2.06,109.14
2014-01-04 20:00:00,8.29,12.4,331.8,2.24,10.63,31.5,10.04,16.0,11.39,10.72,31.36,9.72,22.1,20.08,11.92,31.92,7.73,5.6,17.94,192.35,9.68,201.49,0.0,5.3
2014-01-04 21:00:00,7.47,12.5,334.5,1.74,10.66,31.52,9.8,16.3,11.09,10.7,31.37,9.55,21.6,19.77,11.88,31.92,7.77,6.7,11.55,179.84,9.19,193.43,2.37,67.65
2014-01-04 22:00:00,6.63,8.7,338.6,1.62,10.67,31.52,9.83,13.3,10.73,10.7,31.36,9.55,16.5,19.43,11.74,31.85,7.9,11.4,7.03,145.59,10.93,209.15,3.55,45.83
2014-01-04 23:00:00,6.08,8.5,341.9,1.23,10.67,31.53,9.83,18.7,10.38,10.67,31.35,9.6,18.4,19.08,11.68,31.82,8.0,6.5,4.21,246.81,10.02,209.98,3.01,79.78
2014-01-05 00:00:00,5.46,7.7,350.8,0.71,10.7,31.55,9.83,20.0,10.07,10.75,31.38,9.54,28.0,18.75,11.67,31.82,8.0,11.1,5.88,220.51,7.22,226.83,7.27,23.63
2014-01-05 01:00:00,5.5,9.9,347.8,0.42,10.71,31.56,9.81,19.9,9.89,10.76,31.4,9.53,29.4,18.58,11.58,31.7,8.21,9.3,0.0,5.3,5.05,212.37,9.81,2.38
2014-01-05 02:00:00,5.39,9.9,353.4,0.86,10.69,31.57,9.75,25.4,9.93,10.75,31.41,9.47,28.9,18.62,11.88,31.91,7.77,5.9,4.36,127.27,4.11,76.97,10.83,17.13
2014-01-05 03:00:00,4.95,10.2,343.7,1.02,10.69,31.59,9.6,24.2,10.24,10.68,31.41,9.39,35.2,18.93,12.12,31.99,7.45,11.4,10.6,94.72,11.15,71.99,9.55,16.05
2014-01-05 04:00:00,4.54,8.0,347.5,1.41,10.73,31.61,9.56,28.7,10.65,10.74,31.45,9.33,21.8,19.34,12.22,32.06,7.26,7.4,7.2,68.62,14.6,74.61,6.51,23.78
2014-01-05 05:00:00,4.52,7.7,354.7,1.82,10.71,31.61,9.58,22.5,11.07,10.72,31.43,9.37,34.6,19.77,12.39,32.14,7.19,5.2,7.8,94.33,11.42,58.63,5.56,36.06
2014-01-05 06:00:00,4.4,7.6,5.4,2.16,10.68,31.61,9.54,25.0,11.38,10.8,31.45,9.29,20.7,20.09,12.31,32.1,7.43,6.7,7.1,96.51,11.09,68.9,5.66,26.37
2014-01-05 07:00:00,4.35,6.8,4.4,2.37,10.72,31.63,9.45,22.7,11.59,10.81,31.5,9.21,25.5,20.29,12.19,32.06,7.62,5.9,0.32,24.13,5.15,77.62,4.08,41.73
2014-01-05 08:00:00,4.19,8.2,359.1,2.37,10.72,31.63,9.42,24.4,11.63,10.81,31.51,9.19,23.9,20.33,12.28,32.15,7.53,5.6,12.12,123.54,6.57,82.31,3.05,37.11
2014-01-05 09:00:00,4.11,7.7,359.9,2.37,10.73,31.64,9.42,22.2,11.58,10.79,31.5,9.21,27.1,20.28,12.36,32.21,7.43,4.3,8.1,194.73,4.02,191.21,2.02,356.97
2014-01-05 10:00:00,4.18,6.4,10.3,2.17,10.72,31.63,9.57,26.5,11.39,10.74,31.49,9.26,23.7,20.09,12.48,32.29,7.38,5.0,6.41,174.72,7.18,172.63,4.14,25.25
2014-01-05 11:00:00,4.41,6.1,11.3,1.89,10.73,31.62,9.8,25.3,11.13,10.74,31.46,9.32,18.7,19.83,12.63,32.38,7.14,6.6,8.06,208.89,6.82,220.35,2.7,44.49
2014-01-05 12:00:00,4.87,4.1,37.0,1.6,10.75,31.62,9.94,15.7,10.82,10.74,31.47,9.4,19.1,19.52,12.73,32.43,7.08,6.4,3.09,210.4,5.11,235.26,0.0,5.5
2014-01-05 13:00:00,5.33,4.1,43.0,1.35,10.68,31.6,10.11,23.3,10.59,10.72,31.46,9.58,34.9,19.29,12.85,32.47,6.89,3.6,1.8,188.68,3.81,10.01,0.64,236.84
2014-01-05 14:00:00,5.74,3.9,47.6,1.3,10.67,31.6,10.04,27.1,10.55,10.81,31.54,9.34,27.5,19.25,12.95,32.53,6.66,3.4,4.95,48.86,5.1,69.94,4.74,51.36
2014-01-05 15:00:00,6.31,4.8,45.1,1.52,10.7,31.62,10.08,25.1,10.74,10.8,31.52,9.26,27.6,19.44,13.0,32.56,6.56,4.3,9.54,65.98,15.84,62.61,6.18,56.41
2014-01-05 16:00:00,6.54,3.7,45.2,1.87,10.73,31.64,9.95,18.1,11.07,10.81,31.52,9.42,22.0,19.78,13.12,32.6,6.53,5.6,14.23,66.95,16.04,63.49,2.15,73.7
2014-01-05 17:00:00,6.66,4.6,66.5,2.19,10.73,31.64,9.83,26.0,11.4,10.82,31.56,9.35,20.6,20.11,13.18,32.65,6.53,5.7,9.31,92.42,16.03,73.9,2.69,110.57
2014-01-05 18:00:00,6.58,4.4,67.0,2.37,10.73,31.66,9.78,20.4,11.6,10.79,31.53,9.33,31.8,20.31,13.24,32.69,6.5,3.2,5.99,157.55,4.27,62.83,2.97,143.13
2014-01-05 19:00:00,6.62,4.2,67.1,2.39,10.72,31.67,9.69,23.2,11.63,10.78,31.55,9.37,28.8,20.33,13.27,32.7,6.45,4.1,4.29,212.96,4.08,64.24,3.28,172.86
2014-01-05 20:00:00,6.53,3.5,39.3,2.25,10.75,31.68,9.53,26.6,11.51,10.75,31.55,9.47,27.1,20.21,13.3,32.71,6.43,4.6,10.6,184.12,0.0,5.2,3.83,218.47
2014-01-05 21:00:00,6.82,3.4,33.6,2.04,10.7,31.67,9.55,26.1,11.3,10.72,31.54,9.4,35.1,20.0,13.27,32.7,6.37,2.4,10.9,186.25,1.94,240.69,4.52,250.34
2014-01-05 22:00:00,5.72,7.9,23.1,1.82,10.66,31.66,9.57,19.0,11.05,10.68,31.54,9.45,24.3,19.76,13.24,32.68,6.48,3.7,3.64,296.12,4.76,224.24,3.47,231.37
2014-01-05 23:00:00,4.88,6.3,1.6,1.55,10.66,31.67,9.67,14.6,10.75,10.68,31.52,9.46,21.6,19.46,13.28,32.71,6.35,3.8,3.06,173.89,6.24,178.76,2.47,261.16
2014-01-06 00:00:00,4.72,6.6,8.0,1.17,10.65,31.67,9.67,18.3,10.44,10.67,31.52,9.45,19.9,19.14,13.28,32.71,6.28,5.3,10.9,186.25,5.29,207.4,1.5,222.07
2014-01-06 01:00:00,4.55,7.1,349.5,0.96,10.62,31.65,9.72,17.2,10.17,10.65,31.5,9.47,27.8,18.87,13.26,32.7,6.39,5.1,1.84,245.84,3.14,312.43,0.0,5.2
2014-01-06 02:00:00,4.15,7.2,351.2,0.89,10.61,31.66,9.61,18.7,10.07,10.62,31.51,9.46,30.2,18.78,13.3,32.71,6.3,3.9,7.79,66.1,4.25,46.49,4.34,13.24
2014-01-06 03:00:00,4.62,8.1,339.8,1.03,10.61,31.67,9.63,18.5,10.23,10.65,31.53,9.41,23.4,18.94,13.24,32.69,6.54,5.1,5.0,58.53,10.64,73.9,8.31,3.33
2014-01-06 04:00:00,4.08,6.5,348.7,1.34,10.58,31.67,9.59,22.5,10.55,10.62,31.53,9.34,26.0,19.26,13.16,32.64,6.76,4.1,8.81,67.77,13.23,52.64,7.01,2.23
2014-01-06 05:00:00,3.66,5.9,347.5,1.75,10.55,31.66,9.59,20.7,10.95,10.59,31.54,9.34,31.9,19.66,13.25,32.7,6.81,4.7,7.27,39.85,11.39,75.47,3.61,10.26
2014-01-06 06:00:00,3.41,5.5,349.9,2.04,10.56,31.69,9.51,21.7,11.28,10.83,31.64,9.1,21.0,19.99,13.28,32.73,6.85,5.2,5.32,90.11,11.7,96.97,3.35,32.07
